sec_code,sec_name,announcement_id,announcement_title,announcement_date,doc_type,section_status,tech_text_compact_chars,chunk_count,chunks,completed_chunks,original_compact_chars,summary_compact_chars,original_length_units,summary_length_units,sentence_count_sum,summary_sentence_count_sum,high_score_count_sum,high_score_share_mean,summary_high_score_gap_mean,relevant_score_mean,n0_sum,n1_sum,n2_sum,n3_sum,n4_sum,n5_sum,llm_complete,length_mode,redundancy_partial,redundancy
688215,瑞晟智能,1208228464,首次公开发行股票并在科创板上市招股说明书,2020-08-24,final_prospectus,ok,79653,13,13,13,79653,3023,50392,1515,674,67,163,0.3371755654430849,-7.384615384615385,2.423557590444409,112,156,102,81,101,62,True,token_proxy,33.26204620462046,33.26204620462046
688289,圣湘生物,1208228469,首次公开发行股票并在科创板上市招股说明书,2020-08-24,final_prospectus,ok,115178,19,19,19,115178,4130,70206,2069,964,83,345,0.3625545860675906,-13.789473684210526,2.3242050328903487,142,226,138,113,314,31,True,token_proxy,33.93233446109232,33.93233446109232
688408,中信博,1208228479,首次公开发行股票并在科创板上市招股说明书,2020-08-24,final_prospectus,ok,87879,14,14,14,87879,3383,54413,1695,761,77,102,0.18520166347684452,-1.7857142857142858,1.827457636723601,175,219,154,111,78,24,True,token_proxy,32.10206489675516,32.10206489675516
688569,铁科轨道,1208236968,首次公开发行股票并在科创板上市招股说明书,2020-08-25,final_prospectus,ok,92561,17,17,17,92561,4352,65585,2181,887,87,244,0.36235761866892213,-9.235294117647058,2.3624076868912085,168,201,135,139,218,26,True,token_proxy,30.07106831728565,30.07106831728565
688056,莱伯泰科,1208264418,首次公开发行股票并在科创板上市招股说明书,2020-08-27,final_prospectus,ok,110931,18,18,18,110931,4348,69939,2179,1076,87,134,0.19553890423058515,-2.611111111111111,1.7849715889711708,265,308,183,121,108,26,True,token_proxy,32.096833409821016,32.096833409821016
688513,苑东生物,1208237167,首次公开发行股票并在科创板上市招股说明书,2020-08-25,final_prospectus,ok,86876,15,15,15,86876,3375,58206,1692,892,82,208,0.22780985090527991,-8.4,2.0030688094997737,182,222,142,138,177,31,True,token_proxy,34.40070921985816,34.40070921985816
688550,瑞联新材,1208249216,首次公开发行股票并在科创板上市招股说明书,2020-08-26,final_prospectus,ok,49025,8,8,8,49025,1971,31205,987,483,44,76,0.14886007772220397,-4.0,1.7644636818899693,107,127,94,79,55,21,True,token_proxy,31.616008105369808,31.616008105369808
688378,奥来德,1208280034,首次公开发行股票并在科创板上市招股说明书,2020-08-28,final_prospectus,ok,71667,13,13,13,71667,2869,48075,1438,757,66,225,0.261067090936818,-12.23076923076923,2.145697417267261,114,174,125,119,197,28,True,token_proxy,33.43184979137691,33.43184979137691
688390,固德威,1208345857,首次公开发行股票并在科创板上市招股说明书,2020-08-31,final_prospectus,ok,102498,17,17,17,102498,3830,65190,1920,1086,78,341,0.3014102667827876,-15.470588235294118,2.0138753288604527,263,231,140,111,317,24,True,token_proxy,33.953125,33.953125
688095,福昕软件,1208379305,首次公开发行股票并在科创板上市招股说明书,2020-09-03,final_prospectus,ok,74685,12,12,12,74685,2492,45244,1249,687,57,179,0.2585409910678728,-10.166666666666666,1.9614460658815498,146,171,113,78,161,18,True,token_proxy,36.22417934347478,36.22417934347478
