label,prompt_tokens,completion_tokens,total_tokens,finish_reason,model
688012_chunks_0005_0005,4862,189,5051,stop,THUDM/GLM-4-32B-0414
688012_chunks_0006_0006,5063,387,5450,stop,THUDM/GLM-4-32B-0414
688012_chunks_0007_0007,5061,361,5422,stop,THUDM/GLM-4-32B-0414
688012_chunks_0008_0008,5049,173,5222,stop,THUDM/GLM-4-32B-0414
688012_chunks_0009_0009,1736,174,1910,stop,THUDM/GLM-4-32B-0414
688018_chunks_0001_0001,5041,266,5307,stop,THUDM/GLM-4-32B-0414
688018_chunks_0002_0002,5060,267,5327,stop,THUDM/GLM-4-32B-0414
688018_chunks_0003_0003,5031,251,5282,stop,THUDM/GLM-4-32B-0414
688018_chunks_0004_0004,5041,169,5210,stop,THUDM/GLM-4-32B-0414
688018_chunks_0005_0005,4977,226,5203,stop,THUDM/GLM-4-32B-0414
688018_chunks_0006_0006,5002,256,5258,stop,THUDM/GLM-4-32B-0414
688018_chunks_0007_0007,5028,293,5321,stop,THUDM/GLM-4-32B-0414
688018_chunks_0008_0008,4974,194,5168,stop,THUDM/GLM-4-32B-0414
688018_chunks_0009_0009,4324,209,4533,stop,THUDM/GLM-4-32B-0414
688018_chunks_0010_0010,4990,212,5202,stop,THUDM/GLM-4-32B-0414
688018_chunks_0011_0011,5031,205,5236,stop,THUDM/GLM-4-32B-0414
688018_chunks_0012_0012,2081,203,2284,stop,THUDM/GLM-4-32B-0414
688022_chunks_0001_0001,5037,213,5250,stop,THUDM/GLM-4-32B-0414
688022_chunks_0002_0002,5037,212,5249,stop,THUDM/GLM-4-32B-0414
688022_chunks_0003_0003,5061,166,5227,stop,THUDM/GLM-4-32B-0414
688022_chunks_0004_0004,5019,214,5233,stop,THUDM/GLM-4-32B-0414
688022_chunks_0005_0005,5063,211,5274,stop,THUDM/GLM-4-32B-0414
688022_chunks_0006_0006,5058,219,5277,stop,THUDM/GLM-4-32B-0414
688022_chunks_0007_0007,5048,233,5281,stop,THUDM/GLM-4-32B-0414
688022_chunks_0008_0008,5013,217,5230,stop,THUDM/GLM-4-32B-0414
688022_chunks_0009_0009,5030,234,5264,stop,THUDM/GLM-4-32B-0414
688022_chunks_0010_0010,5022,227,5249,stop,THUDM/GLM-4-32B-0414
688022_chunks_0011_0011,5063,250,5313,stop,THUDM/GLM-4-32B-0414
688022_chunks_0012_0012,5064,287,5351,stop,THUDM/GLM-4-32B-0414
688022_chunks_0013_0013,4917,245,5162,stop,THUDM/GLM-4-32B-0414
688022_chunks_0014_0014,5040,220,5260,stop,THUDM/GLM-4-32B-0414
688022_chunks_0015_0015,5051,264,5315,stop,THUDM/GLM-4-32B-0414
688022_chunks_0016_0016,5035,202,5237,stop,THUDM/GLM-4-32B-0414
688022_chunks_0017_0017,5053,193,5246,stop,THUDM/GLM-4-32B-0414
688022_chunks_0018_0018,2325,208,2533,stop,THUDM/GLM-4-32B-0414
688023_chunks_0001_0001,5064,246,5310,stop,THUDM/GLM-4-32B-0414
688023_chunks_0002_0002,5051,242,5293,stop,THUDM/GLM-4-32B-0414
688023_chunks_0003_0003,5057,243,5300,stop,THUDM/GLM-4-32B-0414
688023_chunks_0004_0004,5054,183,5237,stop,THUDM/GLM-4-32B-0414
688023_chunks_0005_0005,5050,233,5283,stop,THUDM/GLM-4-32B-0414
688023_chunks_0006_0006,5060,189,5249,stop,THUDM/GLM-4-32B-0414
688023_chunks_0007_0007,5043,254,5297,stop,THUDM/GLM-4-32B-0414
688023_chunks_0008_0008,4769,201,4970,stop,THUDM/GLM-4-32B-0414
688023_chunks_0009_0009,5047,307,5354,stop,THUDM/GLM-4-32B-0414
688023_chunks_0010_0010,4797,155,4952,stop,THUDM/GLM-4-32B-0414
688023_chunks_0011_0011,5014,165,5179,stop,THUDM/GLM-4-32B-0414
688023_chunks_0012_0012,4930,152,5082,stop,THUDM/GLM-4-32B-0414
688023_chunks_0013_0013,4131,142,4273,stop,THUDM/GLM-4-32B-0414
688023_chunks_0014_0014,5065,216,5281,stop,THUDM/GLM-4-32B-0414
688023_chunks_0015_0015,4931,275,5206,stop,THUDM/GLM-4-32B-0414
688023_chunks_0016_0016,5053,217,5270,stop,THUDM/GLM-4-32B-0414
688023_chunks_0017_0017,4997,289,5286,stop,THUDM/GLM-4-32B-0414
688023_chunks_0018_0018,4874,229,5103,stop,THUDM/GLM-4-32B-0414
688023_chunks_0019_0019,5044,288,5332,stop,THUDM/GLM-4-32B-0414
688023_chunks_0020_0020,2838,240,3078,stop,THUDM/GLM-4-32B-0414
688025_chunks_0001_0001,5036,247,5283,stop,THUDM/GLM-4-32B-0414
688025_chunks_0002_0002,5032,204,5236,stop,THUDM/GLM-4-32B-0414
688025_chunks_0003_0003,5050,228,5278,stop,THUDM/GLM-4-32B-0414
688025_chunks_0004_0004,4998,198,5196,stop,THUDM/GLM-4-32B-0414
688025_chunks_0005_0005,5061,224,5285,stop,THUDM/GLM-4-32B-0414
688025_chunks_0006_0006,4936,264,5200,stop,THUDM/GLM-4-32B-0414
688025_chunks_0007_0007,5033,254,5287,stop,THUDM/GLM-4-32B-0414
688025_chunks_0008_0008,4742,292,5034,stop,THUDM/GLM-4-32B-0414
688025_chunks_0009_0009,5046,257,5303,stop,THUDM/GLM-4-32B-0414
688025_chunks_0010_0010,5032,242,5274,stop,THUDM/GLM-4-32B-0414
688025_chunks_0011_0011,5043,212,5255,stop,THUDM/GLM-4-32B-0414
688025_chunks_0012_0012,5038,198,5236,stop,THUDM/GLM-4-32B-0414
688025_chunks_0013_0013,4775,192,4967,stop,THUDM/GLM-4-32B-0414
688025_chunks_0014_0014,4926,144,5070,stop,THUDM/GLM-4-32B-0414
688025_chunks_0015_0015,4770,157,4927,stop,THUDM/GLM-4-32B-0414
688025_chunks_0016_0016,5040,227,5267,stop,THUDM/GLM-4-32B-0414
688025_chunks_0017_0017,5025,202,5227,stop,THUDM/GLM-4-32B-0414
688025_chunks_0018_0018,5044,242,5286,stop,THUDM/GLM-4-32B-0414
688025_chunks_0019_0019,4148,250,4398,stop,THUDM/GLM-4-32B-0414
688033_chunks_0001_0001,5054,293,5347,stop,THUDM/GLM-4-32B-0414
688033_chunks_0002_0002,5044,240,5284,stop,THUDM/GLM-4-32B-0414
688033_chunks_0003_0003,4890,228,5118,stop,THUDM/GLM-4-32B-0414
688033_chunks_0004_0004,4917,162,5079,stop,THUDM/GLM-4-32B-0414
688033_chunks_0005_0005,5034,250,5284,stop,THUDM/GLM-4-32B-0414
688033_chunks_0006_0006,4779,236,5015,stop,THUDM/GLM-4-32B-0414
688033_chunks_0007_0007,4957,308,5265,stop,THUDM/GLM-4-32B-0414
688033_chunks_0008_0008,5044,223,5267,stop,THUDM/GLM-4-32B-0414
688033_chunks_0009_0009,5033,194,5227,stop,THUDM/GLM-4-32B-0414
688033_chunks_0010_0010,5057,220,5277,stop,THUDM/GLM-4-32B-0414
688033_chunks_0011_0011,5001,211,5212,stop,THUDM/GLM-4-32B-0414
688033_chunks_0012_0012,4945,244,5189,stop,THUDM/GLM-4-32B-0414
688033_chunks_0013_0013,4821,163,4984,stop,THUDM/GLM-4-32B-0414
688033_chunks_0014_0014,5056,239,5295,stop,THUDM/GLM-4-32B-0414
688033_chunks_0015_0015,5049,238,5287,stop,THUDM/GLM-4-32B-0414
688033_chunks_0016_0016,5060,218,5278,stop,THUDM/GLM-4-32B-0414
688033_chunks_0017_0017,4863,217,5080,stop,THUDM/GLM-4-32B-0414
688033_chunks_0018_0018,5046,133,5179,stop,THUDM/GLM-4-32B-0414
688033_chunks_0019_0019,4518,191,4709,stop,THUDM/GLM-4-32B-0414
688033_chunks_0020_0020,5041,238,5279,stop,THUDM/GLM-4-32B-0414
688033_chunks_0021_0021,5032,232,5264,stop,THUDM/GLM-4-32B-0414
688033_chunks_0022_0022,5050,298,5348,stop,THUDM/GLM-4-32B-0414
688033_chunks_0023_0023,5010,307,5317,stop,THUDM/GLM-4-32B-0414
688033_chunks_0024_0024,5044,233,5277,stop,THUDM/GLM-4-32B-0414
688033_chunks_0025_0025,5047,189,5236,stop,THUDM/GLM-4-32B-0414
688033_chunks_0026_0026,5060,210,5270,stop,THUDM/GLM-4-32B-0414
688033_chunks_0027_0027,4015,215,4230,stop,THUDM/GLM-4-32B-0414
688111_chunks_0001_0001,5057,268,5325,stop,THUDM/GLM-4-32B-0414
688111_chunks_0002_0002,5035,283,5318,stop,THUDM/GLM-4-32B-0414
688111_chunks_0003_0003,5060,219,5279,stop,THUDM/GLM-4-32B-0414
688111_chunks_0004_0004,4998,200,5198,stop,THUDM/GLM-4-32B-0414
688111_chunks_0005_0005,5058,257,5315,stop,THUDM/GLM-4-32B-0414
688111_chunks_0006_0006,5030,186,5216,stop,THUDM/GLM-4-32B-0414
688111_chunks_0007_0007,5032,220,5252,stop,THUDM/GLM-4-32B-0414
688111_chunks_0008_0008,5038,193,5231,stop,THUDM/GLM-4-32B-0414
688111_chunks_0009_0009,5043,171,5214,stop,THUDM/GLM-4-32B-0414
688111_chunks_0010_0010,4677,159,4836,stop,THUDM/GLM-4-32B-0414
688111_chunks_0011_0011,5052,193,5245,stop,THUDM/GLM-4-32B-0414
688111_chunks_0012_0012,4946,108,5054,stop,THUDM/GLM-4-32B-0414
688111_chunks_0013_0013,4833,110,4943,stop,THUDM/GLM-4-32B-0414
688111_chunks_0014_0014,4799,156,4955,stop,THUDM/GLM-4-32B-0414
688111_chunks_0015_0015,4609,295,4904,stop,THUDM/GLM-4-32B-0414
688111_chunks_0016_0016,4757,165,4922,stop,THUDM/GLM-4-32B-0414
688111_chunks_0017_0017,4929,166,5095,stop,THUDM/GLM-4-32B-0414
688111_chunks_0018_0018,4304,129,4433,stop,THUDM/GLM-4-32B-0414
688111_chunks_0019_0019,4344,189,4533,stop,THUDM/GLM-4-32B-0414
688111_chunks_0020_0020,5048,212,5260,stop,THUDM/GLM-4-32B-0414
688111_chunks_0021_0021,4991,244,5235,stop,THUDM/GLM-4-32B-0414
688111_chunks_0022_0022,5022,198,5220,stop,THUDM/GLM-4-32B-0414
688111_chunks_0023_0023,2149,242,2391,stop,THUDM/GLM-4-32B-0414
688116_chunks_0001_0001,5057,214,5271,stop,THUDM/GLM-4-32B-0414
688116_chunks_0002_0002,5055,235,5290,stop,THUDM/GLM-4-32B-0414
688116_chunks_0003_0003,5063,222,5285,stop,THUDM/GLM-4-32B-0414
688116_chunks_0004_0004,5051,183,5234,stop,THUDM/GLM-4-32B-0414
688116_chunks_0005_0005,5040,236,5276,stop,THUDM/GLM-4-32B-0414
688116_chunks_0006_0006,5063,197,5260,stop,THUDM/GLM-4-32B-0414
688116_chunks_0007_0007,4837,247,5084,stop,THUDM/GLM-4-32B-0414
688116_chunks_0008_0008,4868,250,5118,stop,THUDM/GLM-4-32B-0414
688116_chunks_0009_0009,4856,210,5066,stop,THUDM/GLM-4-32B-0414
688116_chunks_0010_0010,5027,206,5233,stop,THUDM/GLM-4-32B-0414
688116_chunks_0011_0011,5050,226,5276,stop,THUDM/GLM-4-32B-0414
688116_chunks_0012_0012,5026,254,5280,stop,THUDM/GLM-4-32B-0414
688116_chunks_0013_0013,4848,238,5086,stop,THUDM/GLM-4-32B-0414
688116_chunks_0014_0014,3685,255,3940,stop,THUDM/GLM-4-32B-0414
688122_chunks_0001_0001,5017,300,5317,stop,THUDM/GLM-4-32B-0414
688122_chunks_0002_0002,5039,238,5277,stop,THUDM/GLM-4-32B-0414
688122_chunks_0003_0003,4936,165,5101,stop,THUDM/GLM-4-32B-0414
688122_chunks_0004_0004,5052,242,5294,stop,THUDM/GLM-4-32B-0414
688122_chunks_0005_0005,5062,311,5373,stop,THUDM/GLM-4-32B-0414
688122_chunks_0006_0006,5052,225,5277,stop,THUDM/GLM-4-32B-0414
688122_chunks_0007_0007,5031,264,5295,stop,THUDM/GLM-4-32B-0414
688122_chunks_0008_0008,5044,212,5256,stop,THUDM/GLM-4-32B-0414
688122_chunks_0009_0009,5042,355,5397,stop,THUDM/GLM-4-32B-0414
688122_chunks_0010_0010,5054,254,5308,stop,THUDM/GLM-4-32B-0414
688122_chunks_0011_0011,4485,246,4731,stop,THUDM/GLM-4-32B-0414
688122_chunks_0012_0012,5058,218,5276,stop,THUDM/GLM-4-32B-0414
688122_chunks_0013_0013,5061,224,5285,stop,THUDM/GLM-4-32B-0414
688122_chunks_0014_0014,5045,263,5308,stop,THUDM/GLM-4-32B-0414
688122_chunks_0015_0015,4848,187,5035,stop,THUDM/GLM-4-32B-0414
688122_chunks_0016_0016,5004,239,5243,stop,THUDM/GLM-4-32B-0414
688122_chunks_0017_0017,1507,135,1642,stop,THUDM/GLM-4-32B-0414
688139_chunks_0001_0001,5042,223,5265,stop,THUDM/GLM-4-32B-0414
688139_chunks_0002_0002,4987,287,5274,stop,THUDM/GLM-4-32B-0414
688139_chunks_0003_0003,5026,280,5306,stop,THUDM/GLM-4-32B-0414
688139_chunks_0004_0004,5035,195,5230,stop,THUDM/GLM-4-32B-0414
688139_chunks_0005_0005,5047,208,5255,stop,THUDM/GLM-4-32B-0414
688139_chunks_0006_0006,4764,221,4985,stop,THUDM/GLM-4-32B-0414
688139_chunks_0007_0007,4776,206,4982,stop,THUDM/GLM-4-32B-0414
688139_chunks_0008_0008,5002,198,5200,stop,THUDM/GLM-4-32B-0414
688139_chunks_0009_0009,4949,149,5098,stop,THUDM/GLM-4-32B-0414
688139_chunks_0010_0010,5056,224,5280,stop,THUDM/GLM-4-32B-0414
688139_chunks_0011_0011,5039,191,5230,stop,THUDM/GLM-4-32B-0414
688139_chunks_0012_0012,4818,224,5042,stop,THUDM/GLM-4-32B-0414
688188_chunks_0001_0001,5041,176,5217,stop,THUDM/GLM-4-32B-0414
688188_chunks_0002_0002,5052,142,5194,stop,THUDM/GLM-4-32B-0414
688188_chunks_0003_0003,5047,207,5254,stop,THUDM/GLM-4-32B-0414
688188_chunks_0004_0004,4880,183,5063,stop,THUDM/GLM-4-32B-0414
688188_chunks_0005_0005,4912,247,5159,stop,THUDM/GLM-4-32B-0414
688188_chunks_0006_0006,5026,190,5216,stop,THUDM/GLM-4-32B-0414
688188_chunks_0007_0007,5045,246,5291,stop,THUDM/GLM-4-32B-0414
688188_chunks_0008_0008,5053,216,5269,stop,THUDM/GLM-4-32B-0414
688188_chunks_0009_0009,4972,215,5187,stop,THUDM/GLM-4-32B-0414
688188_chunks_0010_0010,4974,176,5150,stop,THUDM/GLM-4-32B-0414
688188_chunks_0011_0011,4570,172,4742,stop,THUDM/GLM-4-32B-0414
688188_chunks_0012_0012,5044,204,5248,stop,THUDM/GLM-4-32B-0414
688188_chunks_0013_0013,4992,233,5225,stop,THUDM/GLM-4-32B-0414
688188_chunks_0014_0014,4915,249,5164,stop,THUDM/GLM-4-32B-0414
688188_chunks_0015_0015,5036,212,5248,stop,THUDM/GLM-4-32B-0414
688188_chunks_0016_0016,5022,219,5241,stop,THUDM/GLM-4-32B-0414
688188_chunks_0017_0017,5053,255,5308,stop,THUDM/GLM-4-32B-0414
688188_chunks_0018_0018,4376,260,4636,stop,THUDM/GLM-4-32B-0414
688310_chunks_0001_0001,5057,220,5277,stop,THUDM/GLM-4-32B-0414
688310_chunks_0002_0002,5056,216,5272,stop,THUDM/GLM-4-32B-0414
688310_chunks_0003_0003,5036,197,5233,stop,THUDM/GLM-4-32B-0414
688310_chunks_0004_0004,5063,211,5274,stop,THUDM/GLM-4-32B-0414
688310_chunks_0005_0005,5063,241,5304,stop,THUDM/GLM-4-32B-0414
688310_chunks_0006_0006,4957,229,5186,stop,THUDM/GLM-4-32B-0414
688310_chunks_0007_0007,4728,151,4879,stop,THUDM/GLM-4-32B-0414
688310_chunks_0008_0008,4554,167,4721,stop,THUDM/GLM-4-32B-0414
688310_chunks_0009_0009,5056,192,5248,stop,THUDM/GLM-4-32B-0414
688310_chunks_0010_0010,5045,207,5252,stop,THUDM/GLM-4-32B-0414
688310_chunks_0011_0011,3376,243,3619,stop,THUDM/GLM-4-32B-0414
688363_chunks_0001_0001,5032,232,5264,stop,THUDM/GLM-4-32B-0414
688363_chunks_0002_0002,4956,274,5230,stop,THUDM/GLM-4-32B-0414
688363_chunks_0003_0003,5057,285,5342,stop,THUDM/GLM-4-32B-0414
688363_chunks_0004_0004,5045,228,5273,stop,THUDM/GLM-4-32B-0414
688363_chunks_0005_0005,5010,201,5211,stop,THUDM/GLM-4-32B-0414
688363_chunks_0006_0006,5061,191,5252,stop,THUDM/GLM-4-32B-0414
688363_chunks_0007_0007,5028,233,5261,stop,THUDM/GLM-4-32B-0414
688363_chunks_0008_0008,4915,201,5116,stop,THUDM/GLM-4-32B-0414
688363_chunks_0009_0009,5058,166,5224,stop,THUDM/GLM-4-32B-0414
688363_chunks_0010_0010,5048,255,5303,stop,THUDM/GLM-4-32B-0414
688363_chunks_0011_0011,5065,253,5318,stop,THUDM/GLM-4-32B-0414
688363_chunks_0012_0012,4990,243,5233,stop,THUDM/GLM-4-32B-0414
688363_chunks_0013_0013,5036,207,5243,stop,THUDM/GLM-4-32B-0414
688363_chunks_0014_0014,5044,306,5350,stop,THUDM/GLM-4-32B-0414
688363_chunks_0015_0015,5051,292,5343,stop,THUDM/GLM-4-32B-0414
688363_chunks_0016_0016,5040,192,5232,stop,THUDM/GLM-4-32B-0414
688363_chunks_0017_0017,4995,243,5238,stop,THUDM/GLM-4-32B-0414
688363_chunks_0018_0018,5039,237,5276,stop,THUDM/GLM-4-32B-0414
688363_chunks_0019_0019,4979,192,5171,stop,THUDM/GLM-4-32B-0414
688363_chunks_0020_0020,4972,116,5088,stop,THUDM/GLM-4-32B-0414
688363_chunks_0021_0021,4918,188,5106,stop,THUDM/GLM-4-32B-0414
688363_chunks_0022_0022,5047,234,5281,stop,THUDM/GLM-4-32B-0414
688363_chunks_0023_0023,5050,215,5265,stop,THUDM/GLM-4-32B-0414
688363_chunks_0024_0024,2384,233,2617,stop,THUDM/GLM-4-32B-0414
688389_chunks_0001_0001,5065,202,5267,stop,THUDM/GLM-4-32B-0414
688389_chunks_0002_0002,5062,250,5312,stop,THUDM/GLM-4-32B-0414
688389_chunks_0003_0003,4758,282,5040,stop,THUDM/GLM-4-32B-0414
688389_chunks_0004_0004,5046,166,5212,stop,THUDM/GLM-4-32B-0414
688389_chunks_0005_0005,5052,221,5273,stop,THUDM/GLM-4-32B-0414
688389_chunks_0006_0006,5042,248,5290,stop,THUDM/GLM-4-32B-0414
688389_chunks_0007_0007,5062,212,5274,stop,THUDM/GLM-4-32B-0414
688389_chunks_0008_0008,5061,220,5281,stop,THUDM/GLM-4-32B-0414
688389_chunks_0009_0009,4852,219,5071,stop,THUDM/GLM-4-32B-0414
688389_chunks_0010_0010,4792,228,5020,stop,THUDM/GLM-4-32B-0414
688389_chunks_0011_0011,4970,223,5193,stop,THUDM/GLM-4-32B-0414
688389_chunks_0012_0012,4839,266,5105,stop,THUDM/GLM-4-32B-0414
688389_chunks_0013_0013,4756,197,4953,stop,THUDM/GLM-4-32B-0414
688389_chunks_0014_0014,4540,167,4707,stop,THUDM/GLM-4-32B-0414
688389_chunks_0015_0015,4981,168,5149,stop,THUDM/GLM-4-32B-0414
688389_chunks_0016_0016,5064,182,5246,stop,THUDM/GLM-4-32B-0414
688389_chunks_0017_0017,5024,502,5526,stop,THUDM/GLM-4-32B-0414
688389_chunks_0018_0018,3041,214,3255,stop,THUDM/GLM-4-32B-0414
