sec_code,sec_name,announcement_id,announcement_title,announcement_date,doc_type,section_status,tech_text_compact_chars,chunk_count,chunks,completed_chunks,original_compact_chars,summary_compact_chars,original_length_units,summary_length_units,sentence_count_sum,summary_sentence_count_sum,high_score_count_sum,high_score_share_mean,summary_high_score_gap_mean,relevant_score_mean,n0_sum,n1_sum,n2_sum,n3_sum,n4_sum,n5_sum,llm_complete,length_mode,redundancy_partial,redundancy,source_shard
688178,万德斯,1207233188,首次公开发行股票并在科创板上市招股说明书,2020-01-08,final_prospectus,ok,90243,15,15,15,90243,3831,57295,1920,886,76,224,0.2938326791148617,-9.866666666666667,2.325342536292497,131,204,152,116,154,70,True,token_proxy,29.841145833333332,29.841145833333332,siliconflow_glm4_32b_table2_next100_shard1_20260708
688158,优刻得,1207247016,首次公开发行股票并在科创板上市招股说明书,2020-01-14,final_prospectus,ok,125779,22,22,22,125779,5754,81983,2884,1142,105,168,0.1949322666933929,-2.863636363636364,1.9414841658807735,225,291,182,143,131,37,True,token_proxy,28.426837725381414,28.426837725381414,siliconflow_glm4_32b_table2_next100_shard1_20260708
688100,威胜信息,1207242791,首次公开发行股票并在科创板上市招股说明书,2020-01-13,final_prospectus,ok,134670,23,23,23,134670,5356,87624,2683,1268,124,274,0.2383071833106896,-6.521739130434782,2.0270770923570964,269,308,219,198,228,46,True,token_proxy,32.65896384644055,32.65896384644055,siliconflow_glm4_32b_table2_next100_shard1_20260708
688026,洁特生物,1207257930,首次公开发行股票并在科创板上市招股说明书,2020-01-17,final_prospectus,ok,143602,24,24,24,143602,6228,93604,3121,1364,130,323,0.2633336913094009,-8.041666666666666,2.1418130065476393,254,321,235,231,256,67,True,token_proxy,29.99166933675104,29.99166933675104,siliconflow_glm4_32b_table2_next100_shard1_20260708
688266,泽璟制药,1207265390,首次公开发行股票并在科创板上市招股说明书,2020-01-20,final_prospectus,ok,150938,26,26,26,150938,6432,99033,3222,1341,134,164,0.14496550923658,-1.1538461538461535,1.6632249863472544,326,437,237,177,120,44,True,token_proxy,30.736499068901303,30.736499068901303,siliconflow_glm4_32b_table2_next100_shard1_20260708
688298,东方生物,1207277661,首次公开发行股票并在科创板上市招股说明书,2020-01-22,final_prospectus,ok,138941,23,23,23,138941,5696,88345,2855,1367,111,341,0.2960123491958381,-10.0,2.381843449548684,203,256,151,416,294,47,True,token_proxy,30.94395796847636,30.94395796847636,siliconflow_glm4_32b_table2_next100_shard1_20260708
688186,广大特材,1207242846,首次公开发行股票并在科创板上市招股意向书,2020-01-13,intention_prospectus,ok,117878,21,21,21,117878,4519,81237,2266,1093,92,197,0.2617436171433366,-5.0,2.153138888309,210,209,150,147,169,28,True,token_proxy,35.85039717563989,35.85039717563989,siliconflow_glm4_32b_table2_next100_shard1_20260708
688398,赛特新材,1207293073,首次公开发行股票并在科创板上市招股说明书,2020-02-05,final_prospectus,ok,90677,15,15,15,90677,3897,58370,1952,808,79,154,0.1809958602977301,-5.0,1.7596811678158677,192,217,136,109,131,23,True,token_proxy,29.90266393442623,29.90266393442623,siliconflow_glm4_32b_table2_next100_shard1_20260708
688080,映翰通,1207293074,首次公开发行股票并在科创板上市招股说明书,2020-02-05,final_prospectus,ok,90403,15,15,15,90403,3945,56895,1977,906,84,234,0.2669221087094924,-10.0,2.0277400552922376,216,197,148,111,203,31,True,token_proxy,28.77845220030349,28.77845220030349,siliconflow_glm4_32b_table2_next100_shard1_20260708
688208,道通科技,1207298613,首次公开发行股票并在科创板上市招股说明书,2020-02-10,final_prospectus,ok,84830,14,14,14,84830,3463,52763,1735,841,71,261,0.2416675535002037,-13.571428571428571,1.888986130850808,181,198,114,87,241,20,True,token_proxy,30.410951008645533,30.410951008645533,siliconflow_glm4_32b_table2_next100_shard1_20260708
688090,瑞松科技,1207300445,首次公开发行股票并在科创板上市招股说明书,2020-02-11,final_prospectus,ok,137528,24,24,24,137528,6150,90269,3084,1469,119,567,0.3318930006291644,-18.666666666666668,2.4647409782052137,179,276,181,206,495,72,True,token_proxy,29.2701037613489,29.2701037613489,siliconflow_glm4_32b_table2_next100_shard2_20260708
688200,华峰测控,1207304039,首次公开发行股票并在科创板上市招股说明书,2020-02-13,final_prospectus,ok,74466,12,12,12,74466,3389,46571,1697,658,61,205,0.2952132316695884,-12.0,2.261564330848012,112,143,99,99,131,74,True,token_proxy,27.44313494401886,27.44313494401886,siliconflow_glm4_32b_table2_next100_shard2_20260708
688169,石头科技,1207308744,首次公开发行股票并在科创板上市招股说明书,2020-02-17,final_prospectus,ok,106164,17,17,17,106164,4202,67275,2105,956,88,258,0.2770954342586221,-10.0,2.050170370050419,218,229,151,100,181,77,True,token_proxy,31.959619952494062,31.959619952494062,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177,百奥泰,1207308742,首次公开发行股票并在科创板上市招股说明书.PDF,2020-02-17,final_prospectus,ok,141918,24,24,24,141918,5809,91507,2909,1221,116,182,0.1880817738057233,-2.75,1.812499701629675,326,348,183,151,127,55,True,token_proxy,31.456514266070815,31.456514266070815,siliconflow_glm4_32b_table2_next100_shard2_20260708
688233,神工股份,1207308739,首次公开发行股票并在科创板上市招股说明书,2020-02-17,final_prospectus,ok,51490,9,9,9,51490,2144,33064,1076,457,50,89,0.1926697022895179,-4.333333333333333,2.0369026284348863,73,119,87,89,70,19,True,token_proxy,30.728624535315983,30.728624535315983,siliconflow_glm4_32b_table2_next100_shard2_20260708
688086,紫晶存储,1207316126,首次公开发行股票并在科创板上市招股说明书,2020-02-21,final_prospectus,ok,150588,26,26,26,150588,7035,99312,3523,1337,130,196,0.217650499276067,-2.5384615384615383,1.92945796083071,275,378,243,187,152,44,True,token_proxy,28.1896111268805,28.1896111268805,siliconflow_glm4_32b_table2_next100_shard2_20260708
688396,华润微,1207310023,首次公开发行股票并在科创板上市招股说明书,2020-02-18,final_prospectus,ok,84962,14,14,14,84962,3822,54270,1915,787,78,280,0.3702540041267807,-14.428571428571429,2.450265224815328,112,167,115,113,237,43,True,token_proxy,28.339425587467364,28.339425587467364,siliconflow_glm4_32b_table2_next100_shard2_20260708
688051,佳华科技,1207374313,首次公开发行股票并在科创板上市招股说明书,2020-03-16,final_prospectus,ok,119510,20,20,20,119510,4596,75270,2303,1162,103,177,0.1465169155207238,-3.7,1.775463204648148,247,325,228,185,128,49,True,token_proxy,32.683456361267915,32.683456361267915,siliconflow_glm4_32b_table2_next100_shard2_20260708
688189,南新制药,1207387722,首次公开发行股票并在科创板上市招股说明书,2020-03-20,final_prospectus,ok,140675,23,23,23,140675,5730,90334,2871,1291,120,150,0.1157802126235011,-1.3043478260869563,1.5102126847506767,389,353,238,161,108,42,True,token_proxy,31.46429815395333,31.46429815395333,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228,开普云,1207391449,首次公开发行股票并在科创板上市招股说明书,2020-03-23,final_prospectus,ok,146003,24,24,24,146003,5668,91280,2839,1476,119,237,0.2737966129415458,-4.916666666666667,2.0598898897926587,451,430,186,172,163,74,True,token_proxy,32.15216625572385,32.15216625572385,siliconflow_glm4_32b_table2_next100_shard2_20260708
688085,三友医疗,1207440882,首次公开发行股票并在科创板上市招股说明书,2020-04-01,final_prospectus,ok,139109,24,24,24,139109,5704,91293,2857,1379,123,305,0.2202865420005029,-7.583333333333333,1.9054249639296184,309,336,236,193,257,48,True,token_proxy,31.95414770738537,31.95414770738537,siliconflow_glm4_32b_table2_next100_shard2_20260708
688096,京源环保,1207449039,首次公开发行股票并在科创板上市招股说明书,2020-04-02,final_prospectus,ok,116674,20,20,20,116674,4715,75301,2362,1062,107,166,0.1848154325872875,-2.95,1.80615326346785,244,304,176,172,130,36,True,token_proxy,31.880186282811177,31.880186282811177,siliconflow_glm4_32b_table2_next100_shard2_20260708
688222,成都先导,1207462684,首次公开发行股票并在科创板上市招股说明书,2020-04-08,final_prospectus,ok,88521,15,15,15,88521,3538,55842,1772,1701,76,783,0.1772765907120175,-47.13333333333333,1.7834597807031332,230,334,137,217,601,182,True,token_proxy,31.513544018058692,31.513544018058692,siliconflow_glm4_32b_table2_next100_shard2_20260708
688126,沪硅产业,1207500150,首次公开发行股票并在科创板上市招股说明书,2020-04-15,final_prospectus,ok,73165,12,12,12,73165,3183,46090,1593,631,63,106,0.2021683927453896,-3.5833333333333335,1.875413900885792,132,196,111,86,78,28,True,token_proxy,28.932831136220965,28.932831136220965,siliconflow_glm4_32b_table2_next100_shard2_20260708
688318,财富趋势,1207542988,首次公开发行股票并在科创板上市招股说明书,2020-04-21,final_prospectus,ok,103338,16,16,16,103338,4072,61702,2041,866,87,186,0.2391825838758442,-6.1875,1.967121064579302,189,218,154,119,151,35,True,token_proxy,30.2312591866732,30.2312591866732,siliconflow_glm4_32b_table2_next100_shard2_20260708
688365,光云科技,1207586048,首次公开发行股票并在科创板上市招股说明书,2020-04-24,final_prospectus,ok,75807,13,13,13,75807,2547,49213,1277,791,55,97,0.1249101715431826,-3.230769230769231,1.427634284941549,272,227,103,92,83,14,True,token_proxy,38.53797963978074,38.53797963978074,siliconflow_glm4_32b_table2_next100_shard2_20260708
688466,金科环境,1207660164,首次公开发行股票并在科创板上市招股说明书,2020-04-29,final_prospectus,ok,89726,15,15,15,89726,3880,58052,1945,871,81,198,0.2444850597624922,-7.8,2.114695723750038,176,208,149,140,129,69,True,token_proxy,29.846786632390742,29.846786632390742,siliconflow_glm4_32b_table2_next100_shard2_20260708
688566,吉贝尔,1207731367,首次公开发行股票并在科创板上市招股说明书,2020-05-12,final_prospectus,ok,146833,25,25,25,146833,6051,97249,3032,1468,134,269,0.1885936261316365,-5.4,1.8182477124064167,407,360,229,203,187,82,True,token_proxy,32.074208443271765,32.074208443271765,siliconflow_glm4_32b_table2_next100_shard2_20260708
688598,金博股份,1207731369,首次公开发行股票并在科创板上市招股说明书,2020-05-12,final_prospectus,ok,69106,12,12,12,69106,2801,44369,1406,638,67,193,0.3105871664675428,-10.5,2.3512987707030244,120,128,86,111,132,61,True,token_proxy,31.556899004267425,31.556899004267425,siliconflow_glm4_32b_table2_next100_shard2_20260708
688516,奥特维,1207821126,首次公开发行股票并在科创板上市招股说明书,2020-05-18,final_prospectus,ok,149915,28,28,28,149915,5913,103988,2962,1744,128,774,0.3883531503239775,-23.071428571428573,2.373157194262355,284,302,194,190,731,43,True,token_proxy,35.10735989196489,35.10735989196489,siliconflow_glm4_32b_table2_next100_shard2_20260708
688360,德马科技,1207863559,首次公开发行股票并在科创板上市招股说明书,2020-05-27,final_prospectus,ok,132334,22,22,22,132334,5730,85035,2871,1291,118,324,0.252770521305004,-9.363636363636363,2.105692421995258,239,310,222,196,259,65,True,token_proxy,29.618599791013583,29.618599791013583,siliconflow_glm4_32b_table2_next100_shard3_20260708
688312,燕麦科技,1207885323,深圳市燕麦科技股份有限公司首次公开发行股票并在科创板上市招股说明书,2020-06-02,final_prospectus,ok,68206,12,12,12,68206,3086,44998,1546,615,61,96,0.22964412169159,-2.9166666666666665,2.0700412502124745,127,150,108,87,72,24,True,token_proxy,29.10608020698577,29.10608020698577,siliconflow_glm4_32b_table2_next100_shard3_20260708
688599,天合光能,1207894620,首次公开发行股票并在科创板上市招股说明书,2020-06-04,final_prospectus,ok,167335,28,28,28,167335,7104,107849,3557,1462,144,242,0.2134877559145706,-3.5,2.108713668687455,261,374,235,290,171,71,True,token_proxy,30.32021366319933,30.32021366319933,siliconflow_glm4_32b_table2_next100_shard3_20260708
688004,博汇科技,1207907543,首次公开发行股票并在科创板上市招股说明书,2020-06-09,final_prospectus,ok,111540,18,18,18,111540,4934,68717,2473,1130,90,399,0.3016088059389032,-17.166666666666668,2.132812496660354,208,243,158,122,364,35,True,token_proxy,27.78689850384149,27.78689850384149,siliconflow_glm4_32b_table2_next100_shard3_20260708
688106,金宏气体,1207916424,首次公开发行股票并在科创板上市招股说明书,2020-06-11,final_prospectus,ok,104371,18,18,18,104371,4918,68111,2464,954,100,241,0.2607117740298126,-7.833333333333333,2.1862794134631667,168,237,142,166,174,67,True,token_proxy,27.6424512987013,27.6424512987013,siliconflow_glm4_32b_table2_next100_shard3_20260708
688505,复旦张江,1207919883,首次公开发行股票并在科创板上市招股说明书,2020-06-12,final_prospectus,ok,108679,18,18,18,108679,4650,69881,2330,976,92,166,0.2142946037435284,-4.111111111111111,1.950850240840753,201,256,159,126,133,33,True,token_proxy,29.99184549356223,29.99184549356223,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518,联赢激光,1207927479,首次公开发行股票并在科创板上市招股说明书,2020-06-16,final_prospectus,ok,144805,25,25,25,144805,6379,96809,3195,1574,129,485,0.2556163020640217,-14.24,2.071368145676266,279,355,242,213,434,51,True,token_proxy,30.300156494522692,30.300156494522692,siliconflow_glm4_32b_table2_next100_shard3_20260708
688555,泽达易盛,1207927828,首次公开发行股票并在科创板上市招股说明书,2020-06-16,final_prospectus,ok,123887,20,20,20,123887,4856,75616,2435,1088,103,125,0.1519763040252378,-1.1,1.6484963595878028,331,309,192,131,95,30,True,token_proxy,31.053798767967145,31.053798767967145,siliconflow_glm4_32b_table2_next100_shard3_20260708
688558,国盛智科,1207950784,首次公开发行股票并在科创板上市招股说明书,2020-06-23,final_prospectus,ok,124393,22,22,22,124393,5074,82662,2542,1244,108,305,0.2587083556598374,-8.954545454545455,2.2052243507210125,208,280,204,247,254,51,True,token_proxy,32.51848937844217,32.51848937844217,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528,秦川物联,1207950314,首次公开发行股票并在科创板上市招股说明书,2020-06-23,final_prospectus,ok,147049,27,27,27,147049,6381,101425,3199,1669,132,759,0.3913985824168949,-23.22222222222222,2.624255757952144,181,244,186,240,643,116,True,token_proxy,31.705220381369177,31.705220381369177,siliconflow_glm4_32b_table2_next100_shard3_20260708
688600,皖仪科技,1207963014,首次公开发行股票并在科创板上市招股说明书,2020-06-29,final_prospectus,ok,99129,17,17,17,99129,4679,63297,2344,902,92,254,0.3282831136314465,-9.529411764705882,2.239296705723922,190,211,122,125,190,64,True,token_proxy,27.00383959044369,27.00383959044369,siliconflow_glm4_32b_table2_next100_shard3_20260708
688277,天智航,1207969765,首次公开发行股票并在科创板上市招股说明书,2020-06-30,final_prospectus,ok,99714,16,16,16,99714,3706,59593,1859,854,86,127,0.1872872583250331,-2.5625,1.8548135142607456,209,241,161,116,89,38,True,token_proxy,32.0564819795589,32.0564819795589,siliconflow_glm4_32b_table2_next100_shard3_20260708
688377,迪威尔,1207978425,首次公开发行股票并在科创板上市招股说明书,2020-07-01,final_prospectus,ok,122713,21,21,21,122713,5654,79213,2832,1207,107,346,0.2746521180583515,-11.38095238095238,2.121582105960664,224,246,169,162,313,33,True,token_proxy,27.97069209039548,27.97069209039548,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568,中科星图,1207992526,首次公开发行股票并在科创板上市招股说明书,2020-07-02,final_prospectus,ok,111106,21,21,21,111106,7332,73917,3671,1687,84,626,0.4893940519719372,-25.80952380952381,2.703294355079965,447,153,118,343,580,46,True,token_proxy,20.13538545355489,20.13538545355489,siliconflow_glm4_32b_table2_next100_shard3_20260708
688027,国盾量子,1207992273,首次公开发行股票并在科创板上市招股说明书,2020-07-02,final_prospectus,ok,122245,20,20,20,122245,4927,78084,2468,1112,110,214,0.2173903321807029,-5.2,1.916099434805116,273,270,168,187,170,44,True,token_proxy,31.638573743922205,31.638573743922205,siliconflow_glm4_32b_table2_next100_shard3_20260708
688060,云涌科技,1208009591,首次公开发行股票并在科创板上市招股说明书,2020-07-07,final_prospectus,ok,74016,12,12,12,74016,2990,45219,1497,736,65,120,0.1614118845199237,-4.583333333333333,1.7648895952929768,171,202,132,111,88,32,True,token_proxy,30.206412825651302,30.206412825651302,siliconflow_glm4_32b_table2_next100_shard3_20260708
688309,恒誉环保,1208016754,首次公开发行股票并在科创板上市招股说明书,2020-07-09,final_prospectus,ok,156265,26,26,26,156265,6168,99301,3089,1427,140,266,0.2030046045847419,-4.846153846153846,1.882334319800243,329,391,235,206,182,84,True,token_proxy,32.14664940110068,32.14664940110068,siliconflow_glm4_32b_table2_next100_shard3_20260708
688165,埃夫特,1208016410,首次公开发行股票并在科创板上市招股说明书,2020-07-09,final_prospectus,ok,94293,16,16,16,94293,4071,60303,2040,996,84,311,0.2716222008475057,-14.1875,2.169442235233963,168,208,165,144,263,48,True,token_proxy,29.560294117647057,29.560294117647057,siliconflow_glm4_32b_table2_next100_shard3_20260708
688180,君实生物,1208012472,首次公开发行股票并在科创板上市招股说明书,2020-07-08,final_prospectus,ok,136710,23,23,23,136710,5690,89313,2850,1214,116,180,0.1714464872749785,-2.782608695652174,1.7546615347018573,281,334,206,155,132,48,True,token_proxy,31.337894736842102,31.337894736842102,siliconflow_glm4_32b_table2_next100_shard3_20260708
688500,慧辰资讯,1208025383,首次公开发行股票并在科创板上市招股说明书,2020-07-13,final_prospectus,ok,100078,16,16,16,100078,3797,61305,1902,841,79,145,0.2159229936876493,-4.125,1.967776368859248,185,205,130,116,88,57,True,token_proxy,32.23186119873817,32.23186119873817,siliconflow_glm4_32b_table2_next100_shard3_20260708
688981,中芯国际,1208025389,首次公开发行股票并在科创板上市招股说明书,2020-07-13,final_prospectus,ok,48565,8,8,8,48565,2028,30954,1015,486,43,67,0.1376418757467144,-3.0,1.7001493428912784,104,157,90,68,50,17,True,token_proxy,30.49655172413793,30.49655172413793,siliconflow_glm4_32b_table2_next100_shard4_20260708
688567,孚能科技,1208019699,首次公开发行股票并在科创板上市招股说明书,2020-07-10,final_prospectus,ok,121217,21,21,21,121217,4731,79835,2371,1251,106,217,0.2075496803364591,-5.285714285714286,1.961771876762646,235,352,202,183,173,44,True,token_proxy,33.67144664698439,33.67144664698439,siliconflow_glm4_32b_table2_next100_shard4_20260708
688579,山大地纬,1208020056,首次公开发行股票并在科创板上市招股说明书,2020-07-10,final_prospectus,ok,92312,15,15,15,92312,4040,55072,2024,791,80,144,0.2064284769392296,-4.266666666666667,1.947816405020706,149,208,159,131,113,31,True,token_proxy,27.209486166007903,27.209486166007903,siliconflow_glm4_32b_table2_next100_shard4_20260708
688256,寒武纪,1208028359,首次公开发行股票并在科创板上市招股说明书,2020-07-14,final_prospectus,ok,74658,12,12,12,74658,3267,44986,1637,632,65,141,0.2261469178471866,-6.333333333333333,2.1352788800705467,93,186,101,111,95,46,True,token_proxy,27.48075748320098,27.48075748320098,siliconflow_glm4_32b_table2_next100_shard4_20260708
688488,艾迪药业,1208025382,首次公开发行股票并在科创板上市招股说明书,2020-07-13,final_prospectus,ok,98643,17,17,17,98643,4192,63783,2099,933,97,166,0.2052093091266038,-4.0588235294117645,1.945735266432396,214,246,160,147,126,40,True,token_proxy,30.38732729871367,30.38732729871367,siliconflow_glm4_32b_table2_next100_shard4_20260708
688580,伟思医疗,1208028342,首次公开发行股票并在科创板上市招股说明书,2020-07-14,final_prospectus,ok,86983,15,15,15,86983,3795,55934,1901,738,72,136,0.3020761528858474,-4.266666666666667,2.074025672510401,189,195,127,91,110,26,True,token_proxy,29.423461336138875,29.423461336138875,siliconflow_glm4_32b_table2_next100_shard4_20260708
688069,德林海,1208040059,首次公开发行股票并在科创板上市招股说明书,2020-07-17,final_prospectus,ok,108998,20,20,20,108998,4570,75234,2291,1088,100,176,0.20482010513557,-3.8,1.9366981798121312,239,278,184,149,117,59,True,token_proxy,32.8389349628983,32.8389349628983,siliconflow_glm4_32b_table2_next100_shard4_20260708
688077,大地熊,1208040060,首次公开发行股票并在科创板上市招股说明书,2020-07-17,final_prospectus,ok,70692,13,13,13,70692,2854,47357,1429,717,60,228,0.2836664442451919,-12.923076923076923,2.2344553598941643,153,126,87,123,172,56,True,token_proxy,33.139958012596225,33.139958012596225,siliconflow_glm4_32b_table2_next100_shard4_20260708
688418,震有科技,1208040040,首次公开发行股票并在科创板上市招股说明书,2020-07-17,final_prospectus,ok,112946,18,18,18,112946,4985,70296,2498,1025,99,237,0.228225856349276,-7.666666666666667,1.9414482543566025,236,272,143,137,195,42,True,token_proxy,28.140912730184148,28.140912730184148,siliconflow_glm4_32b_table2_next100_shard4_20260708
688508,芯朋微,1208040305,首次公开发行股票并在科创板上市招股说明书,2020-07-17,final_prospectus,ok,71766,12,12,12,71766,3167,45947,1586,610,69,149,0.3224741842685391,-6.666666666666667,2.3523923694286597,104,139,98,120,121,28,True,token_proxy,28.970365699873895,28.970365699873895,siliconflow_glm4_32b_table2_next100_shard4_20260708
688561,奇安信,1208046692,首次公开发行股票并在科创板上市招股说明书,2020-07-20,final_prospectus,ok,148638,24,24,24,148638,6254,93942,3132,1400,108,376,0.3285376864420982,-11.166666666666666,2.402410330375226,209,249,181,241,323,53,True,token_proxy,29.99425287356322,29.99425287356322,siliconflow_glm4_32b_table2_next100_shard4_20260708
688589,力合微,1208040064,首次公开发行股票并在科创板上市招股说明书,2020-07-17,final_prospectus,ok,75092,13,13,13,75092,3358,47664,1682,706,66,138,0.184641690097098,-5.538461538461538,1.8108984372504295,146,174,135,113,101,37,True,token_proxy,28.33769322235434,28.33769322235434,siliconflow_glm4_32b_table2_next100_shard4_20260708
688050,爱博医疗,1208062349,首次公开发行股票并在科创板上市招股说明书,2020-07-24,final_prospectus,ok,124820,23,23,23,124820,5063,84393,2537,1286,106,471,0.3992412384030833,-15.869565217391305,2.4246360492595436,236,308,142,129,374,97,True,token_proxy,33.26487977926685,33.26487977926685,siliconflow_glm4_32b_table2_next100_shard4_20260708
688586,江航装备,1208080617,首次公开发行股票并在科创板上市招股说明书,2020-07-28,final_prospectus,ok,60279,11,11,11,60279,2801,40540,1402,591,57,88,0.1984212702655968,-2.8181818181818183,1.867130026942039,115,175,127,86,71,17,True,token_proxy,28.91583452211127,28.91583452211127,siliconflow_glm4_32b_table2_next100_shard4_20260708
688338,赛科希德,1208094195,首次公开发行股票并在科创板上市招股说明书,2020-07-29,final_prospectus,ok,105861,18,18,18,105861,4384,67794,2196,952,92,211,0.2681338298682997,-6.611111111111111,2.0925967312503273,247,210,140,144,149,62,True,token_proxy,30.871584699453553,30.871584699453553,siliconflow_glm4_32b_table2_next100_shard4_20260708
688556,高测股份,1208104519,首次公开发行股票并在科创板上市招股说明书,2020-07-31,final_prospectus,ok,107090,19,19,19,107090,4729,71243,2369,977,99,278,0.2842249745475552,-9.421052631578949,2.1941711721817225,187,205,154,153,248,30,True,token_proxy,30.073026593499367,30.073026593499367,siliconflow_glm4_32b_table2_next100_shard4_20260708
688286,敏芯股份,1208120179,首次公开发行股票并在科创板上市招股说明书,2020-08-04,final_prospectus,ok,72354,12,12,12,72354,3062,44794,1534,676,69,107,0.1544764261738148,-3.1666666666666665,1.8012002409179828,150,180,127,112,79,28,True,token_proxy,29.20078226857888,29.20078226857888,siliconflow_glm4_32b_table2_next100_shard4_20260708
688339,亿华通,1208120188,首次公开发行股票并在科创板上市招股说明书,2020-08-04,final_prospectus,ok,118068,20,20,20,118068,5762,74275,2884,1027,106,309,0.2934089843642123,-10.15,2.203861189998565,167,244,163,144,277,32,True,token_proxy,25.754160887656035,25.754160887656035,siliconflow_glm4_32b_table2_next100_shard4_20260708
688155,先惠技术,1208056592,首次公开发行股票并在科创板上市招股意向书,2020-07-22,intention_prospectus,ok,93451,15,15,15,93451,3978,58023,1990,938,81,245,0.2619396465506522,-10.933333333333334,2.1624663787029377,193,199,134,167,165,80,True,token_proxy,29.1572864321608,29.1572864321608,siliconflow_glm4_32b_table2_next100_shard4_20260708
688065,凯赛生物,1208134802,首次公开发行股票并在科创板上市招股说明书,2020-08-07,final_prospectus,ok,78051,14,14,14,78051,3080,51415,1542,736,68,254,0.352477541635777,-13.285714285714286,2.2693161346768593,163,144,95,80,182,72,True,token_proxy,33.343060959792474,33.343060959792474,siliconflow_glm4_32b_table2_next100_shard4_20260708
