code,sec_name_csmar,company_name_csmar,list_date_csmar,list_year_csmar,prospectus_publish_date_csmar,prospectus_sign_date_csmar,issue_price,gross_proceeds,issue_fee,sponsor,Listexg,Nindcd,Nindnme,IndustryCodeC,IndustryNameC,sec_name,first_trade_date,listing_year,Redundancy,BHAR,FSales_Growth,FInvention,_merge,in_csmar_star_ipo_2019_2023,in_current_x_master,valid_overlap,list_year_compare
688338,赛科希德,北京赛科希德科技股份有限公司,2020-08-06,2020.0,2020-07-29,2020-07-29,50.35,102774.42,10347.46,中国国际金融股份有限公司,1,C27,医药制造业,None,None,赛科希德,2020-08-06,2020.0,32.344465648854964,-0.5812509292702581,0.0787639199250274,1.3862943611198906,both,True,True,True,2020.0
688556,高测股份,青岛高测科技股份有限公司,2020-08-07,2020.0,2020-07-31,2020-07-31,14.41,58307.04,5256.64,国信证券股份有限公司,1,C35,专用设备制造业,None,None,高测股份,2020-08-07,2020.0,30.655335628227196,0.0093097700827293,1.09972138241411,1.791759469228055,both,True,True,True,2020.0
688286,敏芯股份,苏州敏芯微电子技术股份有限公司,2020-08-10,2020.0,2020-08-04,2020-08-04,62.67,83351.1,10119.01,国泰君安证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,敏芯股份,2020-08-10,2020.0,28.172327044025156,-0.3526521637527937,0.0656923345967251,1.791759469228055,both,True,True,True,2020.0
688339,亿华通,北京亿华通科技股份有限公司,2020-08-10,2020.0,2020-08-04,2020-08-04,76.65,135137.96,12671.0267,国泰君安证券股份有限公司,1,C38,电气机械及器材制造业,None,None,亿华通,2020-08-10,2020.0,31.987510766580534,0.6941764253685265,0.0997319686055526,3.871201010907891,both,True,True,True,2020.0
688155,先惠技术,上海先惠自动化技术股份有限公司,2020-08-11,2020.0,2020-08-05,2020-08-05,38.77,73314.07,9054.29,东兴证券股份有限公司,1,C35,专用设备制造业,None,None,先惠技术,2020-08-11,2020.0,29.61868300153139,0.7805131809880079,1.1936419553533404,1.3862943611198906,both,True,True,True,2020.0
688065,凯赛生物,上海凯赛生物技术股份有限公司,2020-08-12,2020.0,2020-08-07,2020-08-07,133.45,556062.1,28062.72,中信证券股份有限公司,1,C28,化学纤维制造业,None,None,凯赛生物,2020-08-12,2020.0,28.836231071228266,-0.069462819621124,0.4677193189901122,4.219507705176107,both,True,True,True,2020.0
688313,仕佳光子,河南仕佳光子科技股份有限公司,2020-08-12,2020.0,2020-08-06,2020-08-06,10.82,49772.0,5282.25,华泰联合证券有限责任公司,1,C39,计算机、通信和其他电子设备制造业,None,None,仕佳光子,2020-08-12,2020.0,30.552376333656643,-0.6552598579857597,0.2170098786232511,1.9459101490553132,both,True,True,True,2020.0
688185,康希诺,康希诺生物股份公司,2020-08-13,2020.0,2020-08-06,2020-08-06,209.71,520080.8,22134.29,中信证券股份有限公司,1,C27,医药制造业,None,None,康希诺,2020-08-13,2020.0,26.58834244080146,0.0663311791688754,14.719926489337396,1.791759469228055,both,True,True,True,2020.0
688055,龙腾光电,昆山龙腾光电股份有限公司,2020-08-17,2020.0,2020-08-12,2020-08-12,1.22,40666.6748,5161.2153,东吴证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,龙腾光电,2020-08-17,2020.0,27.735593220338984,-0.1971484856749752,0.3081267534214826,5.049856007249537,both,True,True,True,2020.0
688229,博睿数据,北京博睿宏远数据科技股份有限公司,2020-08-17,2020.0,2020-08-11,2020-08-11,65.82,73060.2,8034.53,兴业证券股份有限公司,1,I65,软件和信息技术服务业,None,None,博睿数据,2020-08-17,2020.0,29.114141838019304,-0.4084564158261828,-0.0412893189254311,0.6931471805599453,both,True,True,True,2020.0
688335,复洁环保,上海复洁环保科技股份有限公司,2020-08-17,2020.0,2020-08-11,2020-08-11,46.22,84120.4,7749.2077,海通证券股份有限公司,1,C35,专用设备制造业,None,None,复洁环保,2020-08-17,2020.0,28.428239665582907,-0.410365293139357,-0.1669501960452122,0.0,both,True,True,True,2020.0
688519,南亚新材,南亚新材料科技股份有限公司,2020-08-18,2020.0,2020-08-12,2020-08-12,32.6,191036.0,12428.06,光大证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,南亚新材,2020-08-18,2020.0,27.632328308207704,-0.1242182608558526,0.983852762388986,2.1972245773362196,both,True,True,True,2020.0
688521,芯原股份,芯原微电子(上海)股份有限公司,2020-08-18,2020.0,2020-08-13,2020-08-13,38.53,186174.22,18378.91,招商证券股份有限公司,1,I65,软件和信息技术服务业,None,None,芯原股份,2020-08-18,2020.0,27.9194729136164,-0.3757923540522123,0.4204058127965931,3.332204510175204,both,True,True,True,2020.0
688379,华光新材,杭州华光焊接新材料股份有限公司,2020-08-19,2020.0,2020-08-13,2020-08-13,16.78,36916.0,5002.9726,中国银河证券股份有限公司,1,C33,金属制品业,None,None,华光新材,2020-08-19,2020.0,29.91687406669985,-0.4378795113565467,0.4075177882307557,1.6094379124341005,both,True,True,True,2020.0
688393,安必平,广州安必平医药科技股份有限公司,2020-08-20,2020.0,2020-08-14,2020-08-14,30.56,71327.04,7332.4874,民生证券股份有限公司,1,C27,医药制造业,None,None,安必平,2020-08-20,2020.0,27.883416017009218,-0.4238369121335456,0.1692864317663066,0.0,both,True,True,True,2020.0
688596,正帆科技,上海正帆科技股份有限公司,2020-08-20,2020.0,2020-08-14,2020-08-14,15.67,100656.95,9584.65,国泰君安证券股份有限公司,1,C34,通用设备制造业,None,None,正帆科技,2020-08-20,2020.0,29.44858254585881,-0.2097926578899411,0.6562565132773179,0.0,both,True,True,True,2020.0
688356,键凯科技,北京键凯科技股份有限公司,2020-08-26,2020.0,2020-08-19,2020-08-19,41.18,61770.0,6541.52,中信证券股份有限公司,1,C26,化学原料及化学制品制造业,None,None,键凯科技,2020-08-26,2020.0,27.661085743277525,0.7971940489232778,0.8818220768803406,2.5649493574615367,both,True,True,True,2020.0
688017,绿的谐波,苏州绿的谐波传动科技股份有限公司,2020-08-28,2020.0,2020-08-25,2020-08-25,35.06,105545.33,9315.55,国泰君安证券股份有限公司,1,C34,通用设备制造业,None,None,绿的谐波,2020-08-28,2020.0,29.27573529411765,1.8113363493573809,1.0476979329903622,1.3862943611198906,both,True,True,True,2020.0
688215,瑞晟智能,浙江瑞晟智能科技股份有限公司,2020-08-28,2020.0,2020-08-24,2020-08-24,34.73,34764.73,5325.9031,民生证券股份有限公司,1,C35,专用设备制造业,None,None,瑞晟智能,2020-08-28,2020.0,28.246636771300448,-0.529203042471983,0.4979142123900196,2.1972245773362196,both,True,True,True,2020.0
688289,圣湘生物,圣湘生物科技股份有限公司,2020-08-28,2020.0,2020-08-24,2020-08-24,50.48,201920.0,14993.02,西部证券股份有限公司,1,C27,医药制造业,None,None,圣湘生物,2020-08-28,2020.0,31.27216035634744,-0.4097521372679014,-0.0521575728690357,1.6094379124341005,both,True,True,True,2020.0
688408,中信博,江苏中信博新能源科技股份有限公司,2020-08-28,2020.0,2020-08-24,2020-08-24,42.19,143145.9025,12440.4222,安信证券股份有限公司,1,C38,电气机械及器材制造业,None,None,中信博,2020-08-28,2020.0,27.481313131313133,1.3414950640257004,-0.227975715280321,2.4849066497880004,both,True,True,True,2020.0
688569,铁科轨道,北京铁科首钢轨道技术股份有限公司,2020-08-31,2020.0,2020-08-25,2020-08-25,22.46,118289.41,5817.27,中信建投证券股份有限公司,1,C37,铁路、船舶、航空航天和其它运输设备制造业,None,None,铁科轨道,2020-08-31,2020.0,28.47807207989579,-0.4305552516496408,0.0986437946540737,2.0794415416798357,both,True,True,True,2020.0
688056,莱伯泰科,北京莱伯泰科仪器股份有限公司,2020-09-02,2020.0,2020-08-27,2020-08-27,24.8,42160.0,4711.79,招商证券股份有限公司,1,C40,仪器仪表制造业,None,None,莱伯泰科,2020-09-02,2020.0,28.453620829943045,0.1782260520872349,0.0580974939824462,0.6931471805599453,both,True,True,True,2020.0
688513,苑东生物,成都苑东生物制药股份有限公司,2020-09-02,2020.0,2020-08-25,2020-08-25,44.36,133479.24,11209.17,中信证券股份有限公司,1,C27,医药制造业,None,None,苑东生物,2020-09-02,2020.0,28.0510843373494,-0.3668119234961856,0.109572719092522,2.0794415416798357,both,True,True,True,2020.0
688550,瑞联新材,西安瑞联新材料股份有限公司,2020-09-02,2020.0,2020-08-26,2020-08-26,113.72,199578.6,15175.01,海通证券股份有限公司,1,C26,化学原料及化学制品制造业,None,None,瑞联新材,2020-09-02,2020.0,30.2081316553727,-0.1381153051771488,0.4534700874352661,2.8903717578961645,both,True,True,True,2020.0
688378,奥来德,吉林奥来德光电材料股份有限公司,2020-09-03,2020.0,2020-08-28,2020-08-28,62.57,114404.2394,8380.4,申万宏源证券承销保荐有限责任公司,1,C35,专用设备制造业,None,None,奥来德,2020-09-03,2020.0,27.885730858468676,-0.2476071393786871,0.4317292598450133,2.772588722239781,both,True,True,True,2020.0
688390,固德威,江苏固德威电源科技股份有限公司,2020-09-04,2020.0,2020-08-31,2020-08-31,37.93,83446.0,6293.7612,东兴证券股份有限公司,1,C38,电气机械及器材制造业,None,None,固德威,2020-09-04,2020.0,27.646310432569976,1.4831842568810414,0.6853191264230634,2.6390573296152584,both,True,True,True,2020.0
688095,福昕软件,福建福昕软件开发股份有限公司,2020-09-08,2020.0,2020-09-03,2020-09-03,238.53,287190.12,28542.26,兴业证券股份有限公司,1,I65,软件和信息技术服务业,None,None,福昕软件,2020-09-08,2020.0,27.01134328358209,-0.4442003236436029,0.1547518920015702,1.0986122886681098,both,True,True,True,2020.0
688559,海目星,深圳市海目星激光智能装备股份有限公司,2020-09-09,2020.0,2020-09-01,2020-09-01,14.56,72800.0,7891.21,中信证券股份有限公司,1,C35,专用设备制造业,None,None,海目星,2020-09-09,2020.0,31.4919168591224,0.8250922173298081,0.5026084163989891,1.0986122886681098,both,True,True,True,2020.0
688551,科威尔,合肥科威尔电源系统股份有限公司,2020-09-10,2020.0,2020-09-03,2020-09-03,37.94,75880.0,6924.81,国元证券股份有限公司,1,C35,专用设备制造业,None,None,科威尔,2020-09-10,2020.0,30.500482160077144,-0.0179198698962317,0.5233936988514111,2.0794415416798357,both,True,True,True,2020.0
688577,浙海德曼,浙江海德曼智能装备股份有限公司,2020-09-16,2020.0,2020-09-10,2020-09-10,33.13,44725.5,6530.8713,民生证券股份有限公司,1,C34,通用设备制造业,None,None,浙海德曼,2020-09-16,2020.0,28.23033969288041,-0.1019401168482697,0.317274376264003,0.6931471805599453,both,True,True,True,2020.0
688301,奕瑞科技,上海奕瑞光电子科技股份有限公司,2020-09-18,2020.0,2020-09-11,2020-09-11,119.6,217672.0,19055.0629,海通证券股份有限公司,1,C35,专用设备制造业,None,None,奕瑞科技,2020-09-18,2020.0,26.156953260242354,1.7199458377759804,0.5143249414996565,3.258096538021482,both,True,True,True,2020.0
688127,蓝特光学,浙江蓝特光学股份有限公司,2020-09-21,2020.0,2020-09-16,2020-09-16,15.41,63026.9,7513.3,华泰联合证券有限责任公司,1,C41,其他制造业,None,None,蓝特光学,2020-09-21,2020.0,27.087728194726168,-0.4135837123436577,-0.05342389122051,1.3862943611198906,both,True,True,True,2020.0
688536,思瑞浦,思瑞浦微电子科技(苏州)股份有限公司,2020-09-21,2020.0,2020-09-15,2020-09-15,115.71,231420.0,16845.3425,海通证券股份有限公司,1,I65,软件和信息技术服务业,None,None,思瑞浦,2020-09-21,2020.0,26.337004405286343,1.918154954299888,1.3406456960855258,2.1972245773362196,both,True,True,True,2020.0
688156,路德环境,路德环境科技股份有限公司,2020-09-22,2020.0,2020-09-16,2020-09-16,15.91,36529.36,4111.876,安信证券股份有限公司,1,N77,生态保护和环境治理业,None,None,路德环境,2020-09-22,2020.0,31.61946472019465,-0.3267959514995269,0.52556268692486,1.3862943611198906,both,True,True,True,2020.0
688526,科前生物,武汉科前生物股份有限公司,2020-09-22,2020.0,2020-09-17,2020-09-17,11.69,122745.0,8571.72,招商证券股份有限公司,1,C27,医药制造业,None,None,科前生物,2020-09-22,2020.0,29.24287087471964,-0.0300833510420232,0.3080939121457181,2.1972245773362196,both,True,True,True,2020.0
688013,天臣医疗,天臣国际医疗科技股份有限公司,2020-09-28,2020.0,2020-09-23,2020-09-23,18.62,37240.0,4860.53,安信证券股份有限公司,1,C35,专用设备制造业,None,None,天臣医疗,2020-09-28,2020.0,30.127313769751694,-0.3705757742496582,0.3085064257751919,2.6390573296152584,both,True,True,True,2020.0
688585,上纬新材,上纬新材料科技股份有限公司,2020-09-28,2020.0,2020-09-23,2020-09-23,2.49,10756.8,3752.53,申万宏源证券承销保荐有限责任公司,1,C26,化学原料及化学制品制造业,None,None,上纬新材,2020-09-28,2020.0,32.442191544434856,-0.3732451777578419,0.0650720767119898,1.6094379124341005,both,True,True,True,2020.0
688595,芯海科技,芯海科技(深圳)股份有限公司,2020-09-28,2020.0,2020-09-22,2020-09-22,22.82,57050.0,7600.36,中信证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,芯海科技,2020-09-28,2020.0,30.725344644750795,0.5027035205708915,0.8166716519342734,3.332204510175204,both,True,True,True,2020.0
688093,世华科技,苏州世华新材料科技股份有限公司,2020-09-30,2020.0,2020-09-24,2020-09-24,17.55,75465.0,5413.98,华泰联合证券有限责任公司,1,C39,计算机、通信和其他电子设备制造业,None,None,世华科技,2020-09-30,2020.0,29.3545871559633,0.5226540589815275,0.2931967169985714,2.3978952727983707,both,True,True,True,2020.0
688330,宏力达,上海宏力达信息技术股份有限公司,2020-10-15,2020.0,2020-09-30,2020-09-30,88.23,220575.0,13944.51,华泰联合证券有限责任公司,1,C38,电气机械及器材制造业,None,None,宏力达,2020-10-15,2020.0,27.74979951884523,-0.0008040136185499,0.2460496517677035,1.0986122886681098,both,True,True,True,2020.0
688386,泛亚微透,江苏泛亚微透科技股份有限公司,2020-10-16,2020.0,2020-10-13,2020-10-13,16.28,28490.0,4736.9737,东方证券承销保荐有限公司,1,C29,橡胶和塑料制品业,None,None,泛亚微透,2020-10-16,2020.0,27.53292278540976,0.4607929385836032,0.1399914621802881,1.6094379124341005,both,True,True,True,2020.0
688788,科思科技,深圳市科思科技股份有限公司,2020-10-22,2020.0,2020-10-15,2020-10-15,106.04,200241.249,9179.5771,中天国富证券有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,科思科技,2020-10-22,2020.0,27.146526315789473,-0.3300729228617707,-0.0681442290269484,1.6094379124341005,both,True,True,True,2020.0
688129,东来技术,东来涂料技术(上海)股份有限公司,2020-10-23,2020.0,2020-10-19,2020-10-19,15.22,45660.0,4950.8572,东方证券承销保荐有限公司,1,C26,化学原料及化学制品制造业,None,None,东来技术,2020-10-23,2020.0,28.68391101914123,-0.4799125544037835,0.2100773207880835,2.1972245773362196,both,True,True,True,2020.0
688179,阿拉丁,上海阿拉丁生化科技股份有限公司,2020-10-26,2020.0,2020-10-20,2020-10-20,19.43,49028.5,5585.48,西部证券股份有限公司,1,M73,研究和试验发展,None,None,阿拉丁,2020-10-26,2020.0,28.042435424354245,0.4300131521862436,0.2281658593946677,1.0986122886681098,both,True,True,True,2020.0
688221,前沿生物,前沿生物药业(南京)股份有限公司,2020-10-28,2020.0,2020-10-22,2020-10-22,20.5,184418.0,12688.99,瑞银证券有限责任公司,1,C27,医药制造业,None,None,前沿生物,2020-10-28,2020.0,31.97919267582189,-0.4947837307931915,-0.1312632654127618,0.6931471805599453,both,True,True,True,2020.0
688133,泰坦科技,上海泰坦科技股份有限公司,2020-10-30,2020.0,2020-10-26,2020-10-26,44.47,84770.11,7497.77,中信证券股份有限公司,1,M73,研究和试验发展,None,None,泰坦科技,2020-10-30,2020.0,30.221445221445222,1.918154954299888,0.5632085439083923,1.0986122886681098,both,True,True,True,2020.0
688529,豪森股份,大连豪森设备制造股份有限公司,2020-11-09,2020.0,2020-11-03,2020-11-03,20.2,64640.0,5634.0118,海通证券股份有限公司,1,C35,专用设备制造业,None,None,豪森股份,2020-11-09,2020.0,27.744398025066463,-0.6290511091030968,0.1512901417251381,0.6931471805599453,both,True,True,True,2020.0
688057,金达莱,江西金达莱环保股份有限公司,2020-11-11,2020.0,2020-11-06,2020-11-06,25.84,178296.0,9963.89,申港证券股份有限公司,1,N77,生态保护和环境治理业,None,None,金达莱,2020-11-11,2020.0,31.656167979002625,-0.480938288687134,-0.0600248911762939,0.0,both,True,True,True,2020.0
688135,利扬芯片,广东利扬芯片测试股份有限公司,2020-11-11,2020.0,2020-11-05,2020-11-05,15.72,53605.2,6510.94,东莞证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,利扬芯片,2020-11-11,2020.0,25.48388800845219,-0.3038112168676758,0.5473053311417146,1.0986122886681098,both,True,True,True,2020.0
688160,步科股份,上海步科自动化股份有限公司,2020-11-12,2020.0,2020-11-06,2020-11-06,20.34,42714.0,4568.5906,海通证券股份有限公司,1,C40,仪器仪表制造业,None,None,步科股份,2020-11-12,2020.0,27.728658536585368,-0.4053946343893482,0.2378234817247154,0.0,both,True,True,True,2020.0
688219,会通股份,会通新材料股份有限公司,2020-11-18,2020.0,2020-11-10,2020-11-10,8.29,38074.61,5292.47,中信证券股份有限公司,1,C29,橡胶和塑料制品业,None,None,会通股份,2020-11-18,2020.0,27.73091707852828,-0.6750653926382223,0.1884659587489618,2.833213344056216,both,True,True,True,2020.0
688777,中控技术,浙江中控技术股份有限公司,2020-11-24,2020.0,2020-11-17,2020-11-17,35.73,175541.49,11808.8783,申万宏源证券承销保荐有限责任公司,1,I65,软件和信息技术服务业,None,None,中控技术,2020-11-24,2020.0,26.143338143338145,-0.3281000233165445,0.4307627582342621,4.143134726391533,both,True,True,True,2020.0
688557,兰剑智能,兰剑智能科技股份有限公司,2020-12-02,2020.0,2020-11-27,2020-11-27,27.7,50330.9,4731.7094,中泰证券股份有限公司,1,C34,通用设备制造业,None,None,兰剑智能,2020-12-02,2020.0,32.17131474103586,-0.6750653926382223,0.3366238445320657,2.5649493574615367,both,True,True,True,2020.0
688578,艾力斯,上海艾力斯医药科技股份有限公司,2020-12-02,2020.0,2020-11-25,2020-11-25,22.73,204570.0,11315.04,中信证券股份有限公司,1,C27,医药制造业,None,None,艾力斯,2020-12-02,2020.0,32.2678494158373,-0.3186092557264851,14.719926489337396,2.3978952727983707,both,True,True,True,2020.0
688590,新致软件,上海新致软件股份有限公司,2020-12-07,2020.0,2020-12-01,2020-12-01,10.73,48827.5088,7712.5725,长江证券承销保荐有限公司,1,I65,软件和信息技术服务业,None,None,新致软件,2020-12-07,2020.0,27.980331899200984,-0.3959774133010142,0.1938040650475878,1.6094379124341005,both,True,True,True,2020.0
688308,欧科亿,株洲欧科亿数控精密刀具股份有限公司,2020-12-10,2020.0,2020-12-07,2020-12-07,23.99,59975.0,6637.27,民生证券股份有限公司,1,C33,金属制品业,None,None,欧科亿,2020-12-10,2020.0,28.789678135405104,0.5919719222477435,0.4103900122616697,1.6094379124341005,both,True,True,True,2020.0
688571,杭华股份,杭华油墨股份有限公司,2020-12-11,2020.0,2020-12-04,2020-12-04,5.33,42640.0,5893.83,浙商证券股份有限公司,1,C26,化学原料及化学制品制造业,None,None,杭华股份,2020-12-11,2020.0,30.91618648507072,-0.5326624311239578,0.1637276819704461,1.0986122886681098,both,True,True,True,2020.0
688136,科兴制药,科兴生物制药股份有限公司,2020-12-14,2020.0,2020-12-07,2020-12-07,22.33,110924.94,11460.85,中信建投证券股份有限公司,1,C27,医药制造业,None,None,科兴制药,2020-12-14,2020.0,32.015514809590975,-0.4063667536016855,0.053169115564331,1.0986122886681098,both,True,True,True,2020.0
688510,航亚科技,无锡航亚科技股份有限公司,2020-12-16,2020.0,2020-12-09,2020-12-09,8.17,52778.2,5346.9853,"光大证券股份有限公司,华泰联合证券有限责任公司",1,C37,铁路、船舶、航空航天和其它运输设备制造业,None,None,航亚科技,2020-12-16,2020.0,28.40835509138381,-0.354248117708567,0.0382422238568141,2.302585092994046,both,True,True,True,2020.0
688608,恒玄科技,恒玄科技(上海)股份有限公司,2020-12-16,2020.0,2020-12-09,2020-12-09,162.07,486210.0,10331.88,中信建投证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,恒玄科技,2020-12-16,2020.0,24.865423051299135,-0.2994552082921793,0.6635754553735659,3.4657359027997265,both,True,True,True,2020.0
688699,明微电子,深圳市明微电子股份有限公司,2020-12-18,2020.0,2020-12-14,2020-12-14,38.43,71449.06,7212.26,中信建投证券股份有限公司,1,I65,软件和信息技术服务业,None,None,明微电子,2020-12-18,2020.0,26.28709841917389,1.0895286688746986,1.382056838303023,2.1972245773362196,both,True,True,True,2020.0
688668,鼎通科技,东莞市鼎通精密科技股份有限公司,2020-12-21,2020.0,2020-12-15,2020-12-15,20.07,42729.03,4906.97,东莞证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,鼎通科技,2020-12-21,2020.0,26.637530562347187,0.4620753318812023,0.5876226905372471,2.302585092994046,both,True,True,True,2020.0
688678,福立旺,福立旺精密机电(中国)股份有限公司,2020-12-23,2020.0,2020-12-17,2020-12-17,18.05,78246.75,6987.1226,东吴证券股份有限公司,1,C34,通用设备制造业,None,None,福立旺,2020-12-23,2020.0,26.386138613861387,0.0147572311510768,0.4053341473573619,1.0986122886681098,both,True,True,True,2020.0
688560,明冠新材,明冠新材料股份有限公司,2020-12-24,2020.0,2020-12-18,2020-12-18,15.87,65101.914,7778.3573,民生证券股份有限公司,1,C29,橡胶和塑料制品业,None,None,明冠新材,2020-12-24,2020.0,30.564769975786923,-0.1296964436520238,0.4032514276673579,1.3862943611198906,both,True,True,True,2020.0
688658,悦康药业,悦康药业集团股份有限公司,2020-12-24,2020.0,2020-12-18,2020-12-18,24.36,219240.0,17488.45,中信证券股份有限公司,1,C27,医药制造业,None,None,悦康药业,2020-12-24,2020.0,26.891919536310944,-0.2248670203025989,0.1444536390617515,2.4849066497880004,both,True,True,True,2020.0
688679,通源环境,安徽省通源环境节能股份有限公司,2020-12-25,2020.0,2020-12-18,2020-12-18,12.05,39671.51,6406.62,国元证券股份有限公司,1,N77,生态保护和环境治理业,None,None,通源环境,2020-12-25,2020.0,27.216481360366252,-0.4584751456206636,0.1274655361121919,0.6931471805599453,both,True,True,True,2020.0
688698,伟创电气,苏州伟创电气科技股份有限公司,2020-12-29,2020.0,2020-12-24,2020-12-24,10.75,48375.0,6544.39,国泰君安证券股份有限公司,1,C40,仪器仪表制造业,None,None,伟创电气,2020-12-29,2020.0,25.08796296296296,0.1323782808334315,0.4310235420006441,2.3978952727983707,both,True,True,True,2020.0
688063,派能科技,上海派能能源科技股份有限公司,2020-12-30,2020.0,2020-12-24,2020-12-24,56.0,216782.72,15385.87,中信建投证券股份有限公司,1,C38,电气机械及器材制造业,None,None,派能科技,2020-12-30,2020.0,28.648973460190284,-0.513079369934294,0.8414161183193629,1.791759469228055,both,True,True,True,2020.0
688618,三旺通信,深圳市三旺通信股份有限公司,2020-12-30,2020.0,2020-12-25,2020-12-25,34.08,43049.86,4609.77,中信建投证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,三旺通信,2020-12-30,2020.0,27.28263921385119,-0.4188741050740369,0.213480588410214,2.1972245773362196,both,True,True,True,2020.0
688686,奥普特,广东奥普特科技股份有限公司,2020-12-31,2020.0,2020-12-28,2020-12-28,78.49,161846.38,8249.48,国信证券股份有限公司,1,C40,仪器仪表制造业,None,None,奥普特,2020-12-31,2020.0,28.673206278026907,0.0088324626738474,0.3621042178733549,2.302585092994046,both,True,True,True,2020.0
688617,惠泰医疗,深圳惠泰医疗器械股份有限公司,2021-01-07,2021.0,2021-01-04,2021-01-04,74.46,124124.82,9053.04,中信证券股份有限公司,1,C35,专用设备制造业,None,None,惠泰医疗,2021-01-07,2021.0,30.988586774085263,-0.2851543761384542,0.4674016565810547,1.3862943611198906,both,True,True,True,2021.0
688656,浩欧博,江苏浩欧博生物医药股份有限公司,2021-01-13,2021.0,2021-01-08,2021-01-08,35.26,55585.9161,5939.3405,华泰联合证券有限责任公司,1,C27,医药制造业,None,None,浩欧博,2021-01-13,2021.0,28.828746177370032,-0.2713224658760309,0.0084489759319502,0.6931471805599453,both,True,True,True,2021.0
688317,之江生物,上海之江生物科技股份有限公司,2021-01-18,2021.0,2021-01-12,2021-01-12,43.22,210378.0523,16145.8884,海通证券股份有限公司,1,C27,医药制造业,None,None,之江生物,2021-01-18,2021.0,31.40585122938064,-0.5005216978868137,0.1522789965997779,1.3862943611198906,both,True,True,True,2021.0
688819,天能股份,天能电池集团股份有限公司,2021-01-18,2021.0,2021-01-11,2021-01-11,41.79,487271.4,14298.09,中信证券股份有限公司,1,C38,电气机械及器材制造业,None,None,天能股份,2021-01-18,2021.0,29.94291754756871,-0.4320308521778709,0.0817799380070222,4.6913478822291435,both,True,True,True,2021.0
688680,海优新材,上海海优威新材料股份有限公司,2021-01-22,2021.0,2021-01-19,2021-01-19,69.94,146943.94,12253.3016,海通证券股份有限公司,1,C29,橡胶和塑料制品业,None,None,海优新材,2021-01-22,2021.0,26.090389016018307,-0.1313739493386587,0.7089739953444907,1.3862943611198906,both,True,True,True,2021.0
688669,聚石化学,广东聚石化学股份有限公司,2021-01-25,2021.0,2021-01-19,2021-01-19,36.65,85516.67,7943.7,光大证券股份有限公司,1,C29,橡胶和塑料制品业,None,None,聚石化学,2021-01-25,2021.0,33.70372429127293,-0.3674893293727538,0.5365792307494146,3.4657359027997265,both,True,True,True,2021.0
688689,银河微电,常州银河世纪微电子股份有限公司,2021-01-27,2021.0,2021-01-19,2021-01-19,14.01,44972.1,6360.42,中信建投证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,银河微电,2021-01-27,2021.0,27.62156704361874,0.2000130571892944,-0.1878963298638801,0.6931471805599453,both,True,True,True,2021.0
688350,富淼科技,江苏富淼科技股份有限公司,2021-01-28,2021.0,2021-01-25,2021-01-25,13.58,41486.9,4794.5834,华泰联合证券有限责任公司,1,N77,生态保护和环境治理业,None,None,富淼科技,2021-01-28,2021.0,32.94207317073171,-0.2303114947539764,0.1683117947075273,3.295836866004329,both,True,True,True,2021.0
688607,康众医疗,江苏康众数字医疗科技股份有限公司,2021-02-01,2021.0,2021-01-27,2021-01-27,23.21,51136.87,6402.62,中信证券股份有限公司,1,C35,专用设备制造业,None,None,康众医疗,2021-02-01,2021.0,28.536217303822937,-0.6750653926382223,-0.4018115358155914,1.791759469228055,both,True,True,True,2021.0
688628,优利德,优利德科技(中国)股份有限公司,2021-02-01,2021.0,2021-01-26,2021-01-26,19.11,52552.5,4866.5534,长城证券股份有限公司,1,C40,仪器仪表制造业,None,None,优利德,2021-02-01,2021.0,28.09744966442953,-0.6750653926382223,0.0585102865461182,2.0794415416798357,both,True,True,True,2021.0
688059,华锐精密,株洲华锐精密工具股份有限公司,2021-02-08,2021.0,2021-02-03,2021-02-03,37.09,40806.42,4837.41,招商证券股份有限公司,1,C33,金属制品业,None,None,华锐精密,2021-02-08,2021.0,29.969122807017545,0.4766528478115901,0.2392664068909601,2.1972245773362196,both,True,True,True,2021.0
688687,凯因科技,北京凯因科技股份有限公司,2021-02-08,2021.0,2021-02-02,2021-02-02,18.98,80589.08,8002.4659,海通证券股份有限公司,1,C27,医药制造业,None,None,凯因科技,2021-02-08,2021.0,31.57035175879397,-0.662669421835105,0.0136467431366542,1.9459101490553132,both,True,True,True,2021.0
688665,四方光电,四方光电股份有限公司,2021-02-09,2021.0,2021-02-04,2021-02-04,29.53,51677.5,6004.8754,海通证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,四方光电,2021-02-09,2021.0,30.920857378400655,1.0489462592250152,0.1004215832095789,1.791759469228055,both,True,True,True,2021.0
