label,prompt_tokens,completion_tokens,total_tokens,finish_reason,model
688038_chunks_0008_0008,4515,196,4711,stop,THUDM/GLM-4-32B-0414
688038_chunks_0009_0009,5008,161,5169,stop,THUDM/GLM-4-32B-0414
688038_chunks_0010_0010,5059,207,5266,stop,THUDM/GLM-4-32B-0414
688038_chunks_0011_0011,5052,186,5238,stop,THUDM/GLM-4-32B-0414
688038_chunks_0012_0012,4997,236,5233,stop,THUDM/GLM-4-32B-0414
688038_chunks_0013_0013,5057,285,5342,stop,THUDM/GLM-4-32B-0414
688038_chunks_0014_0014,5059,262,5321,stop,THUDM/GLM-4-32B-0414
688038_chunks_0015_0015,5036,204,5240,stop,THUDM/GLM-4-32B-0414
688038_chunks_0016_0016,3184,235,3419,stop,THUDM/GLM-4-32B-0414
688070_chunks_0001_0001,5050,177,5227,stop,THUDM/GLM-4-32B-0414
688070_chunks_0002_0002,5048,216,5264,stop,THUDM/GLM-4-32B-0414
688070_chunks_0003_0003,5055,242,5297,stop,THUDM/GLM-4-32B-0414
688070_chunks_0004_0004,5048,214,5262,stop,THUDM/GLM-4-32B-0414
688070_chunks_0005_0005,5056,206,5262,stop,THUDM/GLM-4-32B-0414
688070_chunks_0006_0006,5060,254,5314,stop,THUDM/GLM-4-32B-0414
688070_chunks_0007_0007,5061,207,5268,stop,THUDM/GLM-4-32B-0414
688070_chunks_0008_0008,5035,240,5275,stop,THUDM/GLM-4-32B-0414
688070_chunks_0009_0009,5056,200,5256,stop,THUDM/GLM-4-32B-0414
688070_chunks_0010_0010,4667,218,4885,stop,THUDM/GLM-4-32B-0414
688070_chunks_0011_0011,5062,190,5252,stop,THUDM/GLM-4-32B-0414
688070_chunks_0012_0012,5060,238,5298,stop,THUDM/GLM-4-32B-0414
688070_chunks_0013_0013,5014,161,5175,stop,THUDM/GLM-4-32B-0414
688070_chunks_0014_0014,4890,206,5096,stop,THUDM/GLM-4-32B-0414
688070_chunks_0015_0015,5063,170,5233,stop,THUDM/GLM-4-32B-0414
688070_chunks_0016_0016,4975,185,5160,stop,THUDM/GLM-4-32B-0414
688070_chunks_0017_0017,4837,204,5041,stop,THUDM/GLM-4-32B-0414
688070_chunks_0018_0018,5029,219,5248,stop,THUDM/GLM-4-32B-0414
688070_chunks_0019_0019,4985,214,5199,stop,THUDM/GLM-4-32B-0414
688070_chunks_0020_0020,4403,213,4616,stop,THUDM/GLM-4-32B-0414
688073_chunks_0001_0001,4964,226,5190,stop,THUDM/GLM-4-32B-0414
688073_chunks_0002_0002,5041,235,5276,stop,THUDM/GLM-4-32B-0414
688073_chunks_0003_0003,5057,227,5284,stop,THUDM/GLM-4-32B-0414
688073_chunks_0004_0004,4999,229,5228,stop,THUDM/GLM-4-32B-0414
688073_chunks_0005_0005,5048,207,5255,stop,THUDM/GLM-4-32B-0414
688073_chunks_0006_0006,5022,215,5237,stop,THUDM/GLM-4-32B-0414
688073_chunks_0007_0007,5015,217,5232,stop,THUDM/GLM-4-32B-0414
688073_chunks_0008_0008,4823,245,5068,stop,THUDM/GLM-4-32B-0414
688073_chunks_0009_0009,5064,259,5323,stop,THUDM/GLM-4-32B-0414
688073_chunks_0010_0010,4938,176,5114,stop,THUDM/GLM-4-32B-0414
688073_chunks_0011_0011,5045,263,5308,stop,THUDM/GLM-4-32B-0414
688073_chunks_0012_0012,4970,218,5188,stop,THUDM/GLM-4-32B-0414
688073_chunks_0013_0013,5047,285,5332,stop,THUDM/GLM-4-32B-0414
688073_chunks_0014_0014,5039,253,5292,stop,THUDM/GLM-4-32B-0414
688073_chunks_0015_0015,5010,229,5239,stop,THUDM/GLM-4-32B-0414
688073_chunks_0016_0016,4875,196,5071,stop,THUDM/GLM-4-32B-0414
688073_chunks_0017_0017,5006,207,5213,stop,THUDM/GLM-4-32B-0414
688073_chunks_0018_0018,2944,239,3183,stop,THUDM/GLM-4-32B-0414
688078_chunks_0001_0001,5018,233,5251,stop,THUDM/GLM-4-32B-0414
688078_chunks_0002_0002,4992,218,5210,stop,THUDM/GLM-4-32B-0414
688078_chunks_0003_0003,5059,253,5312,stop,THUDM/GLM-4-32B-0414
688078_chunks_0004_0004,5050,222,5272,stop,THUDM/GLM-4-32B-0414
688078_chunks_0005_0005,5047,234,5281,stop,THUDM/GLM-4-32B-0414
688078_chunks_0006_0006,5060,203,5263,stop,THUDM/GLM-4-32B-0414
688078_chunks_0007_0007,5057,242,5299,stop,THUDM/GLM-4-32B-0414
688078_chunks_0008_0008,5063,188,5251,stop,THUDM/GLM-4-32B-0414
688078_chunks_0009_0009,5052,224,5276,stop,THUDM/GLM-4-32B-0414
688078_chunks_0010_0010,5061,256,5317,stop,THUDM/GLM-4-32B-0414
688078_chunks_0011_0011,4843,281,5124,stop,THUDM/GLM-4-32B-0414
688078_chunks_0012_0012,4451,197,4648,stop,THUDM/GLM-4-32B-0414
688078_chunks_0013_0013,4538,181,4719,stop,THUDM/GLM-4-32B-0414
688078_chunks_0014_0014,5000,172,5172,stop,THUDM/GLM-4-32B-0414
688078_chunks_0015_0015,5062,245,5307,stop,THUDM/GLM-4-32B-0414
688078_chunks_0016_0016,5057,427,5484,stop,THUDM/GLM-4-32B-0414
688078_chunks_0017_0017,4928,177,5105,stop,THUDM/GLM-4-32B-0414
688078_chunks_0018_0018,5046,226,5272,stop,THUDM/GLM-4-32B-0414
688078_chunks_0019_0019,4974,229,5203,stop,THUDM/GLM-4-32B-0414
688078_chunks_0020_0020,5023,203,5226,stop,THUDM/GLM-4-32B-0414
688078_chunks_0021_0021,5033,277,5310,stop,THUDM/GLM-4-32B-0414
688078_chunks_0022_0022,3659,202,3861,stop,THUDM/GLM-4-32B-0414
688081_chunks_0001_0001,5056,224,5280,stop,THUDM/GLM-4-32B-0414
688081_chunks_0002_0002,5061,217,5278,stop,THUDM/GLM-4-32B-0414
688081_chunks_0003_0003,5063,259,5322,stop,THUDM/GLM-4-32B-0414
688081_chunks_0004_0004,5062,246,5308,stop,THUDM/GLM-4-32B-0414
688081_chunks_0005_0005,5038,224,5262,stop,THUDM/GLM-4-32B-0414
688081_chunks_0006_0006,5055,188,5243,stop,THUDM/GLM-4-32B-0414
688081_chunks_0007_0007,5044,247,5291,stop,THUDM/GLM-4-32B-0414
688081_chunks_0008_0008,4998,268,5266,stop,THUDM/GLM-4-32B-0414
688081_chunks_0009_0009,5055,251,5306,stop,THUDM/GLM-4-32B-0414
688081_chunks_0010_0010,5054,228,5282,stop,THUDM/GLM-4-32B-0414
688081_chunks_0011_0011,5060,190,5250,stop,THUDM/GLM-4-32B-0414
688081_chunks_0012_0012,5019,219,5238,stop,THUDM/GLM-4-32B-0414
688081_chunks_0013_0013,5036,208,5244,stop,THUDM/GLM-4-32B-0414
688081_chunks_0014_0014,5049,183,5232,stop,THUDM/GLM-4-32B-0414
688081_chunks_0015_0015,4750,150,4900,stop,THUDM/GLM-4-32B-0414
688081_chunks_0016_0016,5046,187,5233,stop,THUDM/GLM-4-32B-0414
688081_chunks_0017_0017,5035,267,5302,stop,THUDM/GLM-4-32B-0414
688081_chunks_0018_0018,4564,245,4809,stop,THUDM/GLM-4-32B-0414
688098_chunks_0001_0001,5056,228,5284,stop,THUDM/GLM-4-32B-0414
688098_chunks_0002_0002,5064,244,5308,stop,THUDM/GLM-4-32B-0414
688098_chunks_0003_0003,4866,218,5084,stop,THUDM/GLM-4-32B-0414
688098_chunks_0004_0004,5061,198,5259,stop,THUDM/GLM-4-32B-0414
688098_chunks_0005_0005,4964,241,5205,stop,THUDM/GLM-4-32B-0414
688098_chunks_0006_0006,4922,265,5187,stop,THUDM/GLM-4-32B-0414
688098_chunks_0007_0007,4834,224,5058,stop,THUDM/GLM-4-32B-0414
688098_chunks_0008_0008,5023,214,5237,stop,THUDM/GLM-4-32B-0414
688098_chunks_0009_0009,5042,203,5245,stop,THUDM/GLM-4-32B-0414
688098_chunks_0010_0010,4774,227,5001,stop,THUDM/GLM-4-32B-0414
688098_chunks_0011_0011,5053,212,5265,stop,THUDM/GLM-4-32B-0414
688098_chunks_0012_0012,5057,218,5275,stop,THUDM/GLM-4-32B-0414
688098_chunks_0013_0013,5056,270,5326,stop,THUDM/GLM-4-32B-0414
688098_chunks_0014_0014,2968,303,3271,stop,THUDM/GLM-4-32B-0414
688099_chunks_0001_0001,5062,264,5326,stop,THUDM/GLM-4-32B-0414
688099_chunks_0002_0002,5049,244,5293,stop,THUDM/GLM-4-32B-0414
688099_chunks_0003_0003,4980,162,5142,stop,THUDM/GLM-4-32B-0414
688099_chunks_0004_0004,5063,221,5284,stop,THUDM/GLM-4-32B-0414
688099_chunks_0005_0005,5064,208,5272,stop,THUDM/GLM-4-32B-0414
688099_chunks_0006_0006,5042,213,5255,stop,THUDM/GLM-4-32B-0414
688099_chunks_0007_0007,5056,224,5280,stop,THUDM/GLM-4-32B-0414
688099_chunks_0008_0008,5053,211,5264,stop,THUDM/GLM-4-32B-0414
688099_chunks_0009_0009,5045,179,5224,stop,THUDM/GLM-4-32B-0414
688099_chunks_0010_0010,3060,227,3287,stop,THUDM/GLM-4-32B-0414
688105_chunks_0001_0001,5044,244,5288,stop,THUDM/GLM-4-32B-0414
688105_chunks_0002_0002,5062,241,5303,stop,THUDM/GLM-4-32B-0414
688105_chunks_0003_0003,5037,249,5286,stop,THUDM/GLM-4-32B-0414
688105_chunks_0004_0004,5013,181,5194,stop,THUDM/GLM-4-32B-0414
688105_chunks_0005_0005,4989,212,5201,stop,THUDM/GLM-4-32B-0414
688105_chunks_0006_0006,5011,183,5194,stop,THUDM/GLM-4-32B-0414
688105_chunks_0007_0007,5061,198,5259,stop,THUDM/GLM-4-32B-0414
688105_chunks_0008_0008,5027,231,5258,stop,THUDM/GLM-4-32B-0414
688105_chunks_0009_0009,5039,237,5276,stop,THUDM/GLM-4-32B-0414
688105_chunks_0010_0010,5019,238,5257,stop,THUDM/GLM-4-32B-0414
688105_chunks_0011_0011,4466,179,4645,stop,THUDM/GLM-4-32B-0414
688105_chunks_0012_0012,4443,101,4544,stop,THUDM/GLM-4-32B-0414
688105_chunks_0013_0013,4702,170,4872,stop,THUDM/GLM-4-32B-0414
688105_chunks_0014_0014,4952,204,5156,stop,THUDM/GLM-4-32B-0414
688105_chunks_0015_0015,4590,203,4793,stop,THUDM/GLM-4-32B-0414
688105_chunks_0016_0016,4978,167,5145,stop,THUDM/GLM-4-32B-0414
688105_chunks_0017_0017,4746,168,4914,stop,THUDM/GLM-4-32B-0414
688105_chunks_0018_0018,2063,111,2174,stop,THUDM/GLM-4-32B-0414
688118_chunks_0001_0001,5050,206,5256,stop,THUDM/GLM-4-32B-0414
688118_chunks_0002_0002,5028,218,5246,stop,THUDM/GLM-4-32B-0414
688118_chunks_0003_0003,5058,228,5286,stop,THUDM/GLM-4-32B-0414
688118_chunks_0004_0004,5049,209,5258,stop,THUDM/GLM-4-32B-0414
688118_chunks_0005_0005,5042,234,5276,stop,THUDM/GLM-4-32B-0414
688118_chunks_0006_0006,4895,261,5156,stop,THUDM/GLM-4-32B-0414
688118_chunks_0007_0007,5050,206,5256,stop,THUDM/GLM-4-32B-0414
688118_chunks_0008_0008,5057,268,5325,stop,THUDM/GLM-4-32B-0414
688118_chunks_0009_0009,4796,313,5109,stop,THUDM/GLM-4-32B-0414
688118_chunks_0010_0010,4925,247,5172,stop,THUDM/GLM-4-32B-0414
688118_chunks_0011_0011,4699,176,4875,stop,THUDM/GLM-4-32B-0414
688118_chunks_0012_0012,5057,208,5265,stop,THUDM/GLM-4-32B-0414
688118_chunks_0013_0013,5016,168,5184,stop,THUDM/GLM-4-32B-0414
688118_chunks_0014_0014,5051,234,5285,stop,THUDM/GLM-4-32B-0414
688118_chunks_0015_0015,5010,188,5198,stop,THUDM/GLM-4-32B-0414
688118_chunks_0016_0016,1322,135,1457,stop,THUDM/GLM-4-32B-0414
688123_chunks_0001_0001,5059,240,5299,stop,THUDM/GLM-4-32B-0414
688123_chunks_0002_0002,5052,203,5255,stop,THUDM/GLM-4-32B-0414
688123_chunks_0003_0003,5062,195,5257,stop,THUDM/GLM-4-32B-0414
688123_chunks_0004_0004,5062,175,5237,stop,THUDM/GLM-4-32B-0414
688123_chunks_0005_0005,4817,155,4972,stop,THUDM/GLM-4-32B-0414
688123_chunks_0006_0006,5042,221,5263,stop,THUDM/GLM-4-32B-0414
688123_chunks_0007_0007,4952,259,5211,stop,THUDM/GLM-4-32B-0414
688123_chunks_0008_0008,5032,210,5242,stop,THUDM/GLM-4-32B-0414
688123_chunks_0009_0009,5064,245,5309,stop,THUDM/GLM-4-32B-0414
688123_chunks_0010_0010,4738,202,4940,stop,THUDM/GLM-4-32B-0414
688123_chunks_0011_0011,4981,203,5184,stop,THUDM/GLM-4-32B-0414
688123_chunks_0012_0012,5046,203,5249,stop,THUDM/GLM-4-32B-0414
688123_chunks_0013_0013,5064,137,5201,stop,THUDM/GLM-4-32B-0414
688123_chunks_0014_0014,5013,205,5218,stop,THUDM/GLM-4-32B-0414
688123_chunks_0015_0015,5032,279,5311,stop,THUDM/GLM-4-32B-0414
688123_chunks_0016_0016,5056,668,5724,stop,THUDM/GLM-4-32B-0414
688123_chunks_0017_0017,5040,345,5385,stop,THUDM/GLM-4-32B-0414
688123_chunks_0018_0018,4800,273,5073,stop,THUDM/GLM-4-32B-0414
688123_chunks_0019_0019,3002,237,3239,stop,THUDM/GLM-4-32B-0414
688128_chunks_0001_0001,5056,217,5273,stop,THUDM/GLM-4-32B-0414
688128_chunks_0002_0002,5059,203,5262,stop,THUDM/GLM-4-32B-0414
688128_chunks_0003_0003,5049,281,5330,stop,THUDM/GLM-4-32B-0414
688128_chunks_0004_0004,5062,222,5284,stop,THUDM/GLM-4-32B-0414
688128_chunks_0005_0005,5006,286,5292,stop,THUDM/GLM-4-32B-0414
688128_chunks_0006_0006,4941,205,5146,stop,THUDM/GLM-4-32B-0414
688128_chunks_0007_0007,5055,215,5270,stop,THUDM/GLM-4-32B-0414
688128_chunks_0008_0008,5056,214,5270,stop,THUDM/GLM-4-32B-0414
688128_chunks_0009_0009,5042,211,5253,stop,THUDM/GLM-4-32B-0414
688128_chunks_0010_0010,5028,177,5205,stop,THUDM/GLM-4-32B-0414
688128_chunks_0011_0011,4975,246,5221,stop,THUDM/GLM-4-32B-0414
688128_chunks_0012_0012,5027,181,5208,stop,THUDM/GLM-4-32B-0414
688128_chunks_0013_0013,5046,249,5295,stop,THUDM/GLM-4-32B-0414
688128_chunks_0014_0014,5041,216,5257,stop,THUDM/GLM-4-32B-0414
688128_chunks_0015_0015,4869,248,5117,stop,THUDM/GLM-4-32B-0414
688128_chunks_0016_0016,4957,212,5169,stop,THUDM/GLM-4-32B-0414
688128_chunks_0017_0017,5028,277,5305,stop,THUDM/GLM-4-32B-0414
688128_chunks_0018_0018,5028,288,5316,stop,THUDM/GLM-4-32B-0414
688128_chunks_0019_0019,4908,209,5117,stop,THUDM/GLM-4-32B-0414
688128_chunks_0020_0020,5044,230,5274,stop,THUDM/GLM-4-32B-0414
688128_chunks_0021_0021,4984,168,5152,stop,THUDM/GLM-4-32B-0414
688128_chunks_0022_0022,4943,180,5123,stop,THUDM/GLM-4-32B-0414
688128_chunks_0023_0023,4953,204,5157,stop,THUDM/GLM-4-32B-0414
688128_chunks_0024_0024,4955,218,5173,stop,THUDM/GLM-4-32B-0414
688128_chunks_0025_0025,4573,197,4770,stop,THUDM/GLM-4-32B-0414
688128_chunks_0026_0026,4864,437,5301,stop,THUDM/GLM-4-32B-0414
688128_chunks_0027_0027,5018,264,5282,stop,THUDM/GLM-4-32B-0414
688128_chunks_0028_0028,5045,198,5243,stop,THUDM/GLM-4-32B-0414
688128_chunks_0029_0029,4917,238,5155,stop,THUDM/GLM-4-32B-0414
688128_chunks_0030_0030,5061,107,5168,stop,THUDM/GLM-4-32B-0414
688128_chunks_0031_0031,5023,204,5227,stop,THUDM/GLM-4-32B-0414
688128_chunks_0032_0032,5061,336,5397,stop,THUDM/GLM-4-32B-0414
688128_chunks_0033_0033,5055,199,5254,stop,THUDM/GLM-4-32B-0414
688128_chunks_0034_0034,1309,155,1464,stop,THUDM/GLM-4-32B-0414
688133_chunks_0001_0001,5037,240,5277,stop,THUDM/GLM-4-32B-0414
688133_chunks_0002_0002,5059,230,5289,stop,THUDM/GLM-4-32B-0414
688133_chunks_0003_0003,5053,162,5215,stop,THUDM/GLM-4-32B-0414
688133_chunks_0004_0004,5062,222,5284,stop,THUDM/GLM-4-32B-0414
688133_chunks_0005_0005,5057,213,5270,stop,THUDM/GLM-4-32B-0414
688133_chunks_0006_0006,5053,191,5244,stop,THUDM/GLM-4-32B-0414
688133_chunks_0007_0007,5001,243,5244,stop,THUDM/GLM-4-32B-0414
688133_chunks_0008_0008,4560,147,4707,stop,THUDM/GLM-4-32B-0414
688133_chunks_0009_0009,4881,188,5069,stop,THUDM/GLM-4-32B-0414
688133_chunks_0010_0010,5060,171,5231,stop,THUDM/GLM-4-32B-0414
688133_chunks_0011_0011,4965,162,5127,stop,THUDM/GLM-4-32B-0414
688133_chunks_0012_0012,5043,255,5298,stop,THUDM/GLM-4-32B-0414
688133_chunks_0013_0013,5058,226,5284,stop,THUDM/GLM-4-32B-0414
688133_chunks_0014_0014,1862,168,2030,stop,THUDM/GLM-4-32B-0414
688150_chunks_0001_0001,5039,275,5314,stop,THUDM/GLM-4-32B-0414
688150_chunks_0002_0002,5007,197,5204,stop,THUDM/GLM-4-32B-0414
688150_chunks_0003_0003,5019,201,5220,stop,THUDM/GLM-4-32B-0414
688150_chunks_0004_0004,5025,243,5268,stop,THUDM/GLM-4-32B-0414
688150_chunks_0005_0005,5061,186,5247,stop,THUDM/GLM-4-32B-0414
688150_chunks_0006_0006,5042,191,5233,stop,THUDM/GLM-4-32B-0414
688150_chunks_0007_0007,4922,207,5129,stop,THUDM/GLM-4-32B-0414
688150_chunks_0008_0008,5056,234,5290,stop,THUDM/GLM-4-32B-0414
688150_chunks_0009_0009,5062,226,5288,stop,THUDM/GLM-4-32B-0414
688150_chunks_0010_0010,4699,263,4962,stop,THUDM/GLM-4-32B-0414
688150_chunks_0011_0011,5040,162,5202,stop,THUDM/GLM-4-32B-0414
688150_chunks_0012_0012,4746,202,4948,stop,THUDM/GLM-4-32B-0414
688150_chunks_0013_0013,5006,186,5192,stop,THUDM/GLM-4-32B-0414
688150_chunks_0014_0014,5022,217,5239,stop,THUDM/GLM-4-32B-0414
688150_chunks_0015_0015,5053,213,5266,stop,THUDM/GLM-4-32B-0414
688150_chunks_0016_0016,4241,271,4512,stop,THUDM/GLM-4-32B-0414
688157_chunks_0001_0001,5059,204,5263,stop,THUDM/GLM-4-32B-0414
688157_chunks_0002_0002,5057,239,5296,stop,THUDM/GLM-4-32B-0414
688157_chunks_0003_0003,5063,209,5272,stop,THUDM/GLM-4-32B-0414
688157_chunks_0004_0004,5064,255,5319,stop,THUDM/GLM-4-32B-0414
688157_chunks_0005_0005,5026,253,5279,stop,THUDM/GLM-4-32B-0414
688157_chunks_0006_0006,4978,221,5199,stop,THUDM/GLM-4-32B-0414
688157_chunks_0007_0007,5024,214,5238,stop,THUDM/GLM-4-32B-0414
688157_chunks_0008_0008,5045,304,5349,stop,THUDM/GLM-4-32B-0414
688157_chunks_0009_0009,4933,201,5134,stop,THUDM/GLM-4-32B-0414
688157_chunks_0010_0010,5031,149,5180,stop,THUDM/GLM-4-32B-0414
688157_chunks_0011_0011,4942,200,5142,stop,THUDM/GLM-4-32B-0414
688157_chunks_0012_0012,5053,203,5256,stop,THUDM/GLM-4-32B-0414
688157_chunks_0013_0013,5062,257,5319,stop,THUDM/GLM-4-32B-0414
688157_chunks_0014_0014,4835,228,5063,stop,THUDM/GLM-4-32B-0414
688157_chunks_0015_0015,5054,321,5375,stop,THUDM/GLM-4-32B-0414
688157_chunks_0016_0016,5058,180,5238,stop,THUDM/GLM-4-32B-0414
688157_chunks_0017_0017,5062,210,5272,stop,THUDM/GLM-4-32B-0414
688157_chunks_0018_0018,3472,233,3705,stop,THUDM/GLM-4-32B-0414
688159_chunks_0001_0001,5028,270,5298,stop,THUDM/GLM-4-32B-0414
688159_chunks_0002_0002,5060,231,5291,stop,THUDM/GLM-4-32B-0414
688159_chunks_0003_0003,5045,194,5239,stop,THUDM/GLM-4-32B-0414
688159_chunks_0004_0004,4899,194,5093,stop,THUDM/GLM-4-32B-0414
688159_chunks_0005_0005,5033,228,5261,stop,THUDM/GLM-4-32B-0414
688159_chunks_0006_0006,4825,227,5052,stop,THUDM/GLM-4-32B-0414
688159_chunks_0007_0007,4937,254,5191,stop,THUDM/GLM-4-32B-0414
688159_chunks_0008_0008,4738,207,4945,stop,THUDM/GLM-4-32B-0414
688159_chunks_0009_0009,4927,198,5125,stop,THUDM/GLM-4-32B-0414
688159_chunks_0010_0010,4933,205,5138,stop,THUDM/GLM-4-32B-0414
688159_chunks_0011_0011,5005,233,5238,stop,THUDM/GLM-4-32B-0414
688159_chunks_0012_0012,5061,216,5277,stop,THUDM/GLM-4-32B-0414
688159_chunks_0013_0013,4951,206,5157,stop,THUDM/GLM-4-32B-0414
688159_chunks_0014_0014,4628,159,4787,stop,THUDM/GLM-4-32B-0414
688159_chunks_0015_0015,4154,230,4384,stop,THUDM/GLM-4-32B-0414
688159_chunks_0016_0016,5056,180,5236,stop,THUDM/GLM-4-32B-0414
688159_chunks_0017_0017,5047,195,5242,stop,THUDM/GLM-4-32B-0414
688159_chunks_0018_0018,5043,205,5248,stop,THUDM/GLM-4-32B-0414
688159_chunks_0019_0019,5049,233,5282,stop,THUDM/GLM-4-32B-0414
688159_chunks_0020_0020,5013,212,5225,stop,THUDM/GLM-4-32B-0414
688159_chunks_0021_0021,5046,237,5283,stop,THUDM/GLM-4-32B-0414
688159_chunks_0022_0022,5054,262,5316,stop,THUDM/GLM-4-32B-0414
688159_chunks_0023_0023,5040,232,5272,stop,THUDM/GLM-4-32B-0414
688159_chunks_0024_0024,2247,274,2521,stop,THUDM/GLM-4-32B-0414
688172_chunks_0001_0001,5057,266,5323,stop,THUDM/GLM-4-32B-0414
688172_chunks_0002_0002,5061,286,5347,stop,THUDM/GLM-4-32B-0414
688172_chunks_0003_0003,4966,219,5185,stop,THUDM/GLM-4-32B-0414
688172_chunks_0004_0004,5026,196,5222,stop,THUDM/GLM-4-32B-0414
688172_chunks_0005_0005,5052,200,5252,stop,THUDM/GLM-4-32B-0414
688172_chunks_0006_0006,5043,363,5406,stop,THUDM/GLM-4-32B-0414
688172_chunks_0007_0007,5014,252,5266,stop,THUDM/GLM-4-32B-0414
688172_chunks_0008_0008,5056,218,5274,stop,THUDM/GLM-4-32B-0414
688172_chunks_0009_0009,4927,223,5150,stop,THUDM/GLM-4-32B-0414
688172_chunks_0010_0010,4476,230,4706,stop,THUDM/GLM-4-32B-0414
688172_chunks_0011_0011,4998,177,5175,stop,THUDM/GLM-4-32B-0414
688172_chunks_0012_0012,5000,353,5353,stop,THUDM/GLM-4-32B-0414
688172_chunks_0013_0013,4800,339,5139,stop,THUDM/GLM-4-32B-0414
688206_chunks_0001_0001,5054,316,5370,stop,THUDM/GLM-4-32B-0414
688206_chunks_0002_0002,5024,233,5257,stop,THUDM/GLM-4-32B-0414
688206_chunks_0003_0003,5048,195,5243,stop,THUDM/GLM-4-32B-0414
688206_chunks_0004_0004,5040,288,5328,stop,THUDM/GLM-4-32B-0414
688206_chunks_0005_0005,5053,236,5289,stop,THUDM/GLM-4-32B-0414
688206_chunks_0006_0006,4954,203,5157,stop,THUDM/GLM-4-32B-0414
688206_chunks_0007_0007,5044,216,5260,stop,THUDM/GLM-4-32B-0414
688206_chunks_0008_0008,4912,221,5133,stop,THUDM/GLM-4-32B-0414
688206_chunks_0009_0009,2980,215,3195,stop,THUDM/GLM-4-32B-0414
688216_chunks_0001_0001,5064,211,5275,stop,THUDM/GLM-4-32B-0414
688216_chunks_0002_0002,5029,196,5225,stop,THUDM/GLM-4-32B-0414
688216_chunks_0003_0003,4918,249,5167,stop,THUDM/GLM-4-32B-0414
688216_chunks_0004_0004,5033,257,5290,stop,THUDM/GLM-4-32B-0414
688216_chunks_0005_0005,4998,249,5247,stop,THUDM/GLM-4-32B-0414
688216_chunks_0006_0006,5042,255,5297,stop,THUDM/GLM-4-32B-0414
688216_chunks_0007_0007,5049,211,5260,stop,THUDM/GLM-4-32B-0414
688216_chunks_0008_0008,4935,191,5126,stop,THUDM/GLM-4-32B-0414
688216_chunks_0009_0009,4875,234,5109,stop,THUDM/GLM-4-32B-0414
688216_chunks_0010_0010,5054,194,5248,stop,THUDM/GLM-4-32B-0414
688216_chunks_0011_0011,4939,276,5215,stop,THUDM/GLM-4-32B-0414
688216_chunks_0012_0012,4690,187,4877,stop,THUDM/GLM-4-32B-0414
688216_chunks_0013_0013,4616,126,4742,stop,THUDM/GLM-4-32B-0414
688216_chunks_0014_0014,5011,182,5193,stop,THUDM/GLM-4-32B-0414
688216_chunks_0015_0015,5038,223,5261,stop,THUDM/GLM-4-32B-0414
688216_chunks_0016_0016,5063,265,5328,stop,THUDM/GLM-4-32B-0414
