sec_code,sec_name,announcement_id,announcement_title,announcement_date,doc_type,section_status,tech_text_compact_chars,chunk_count,chunks,completed_chunks,original_compact_chars,summary_compact_chars,original_length_units,summary_length_units,sentence_count_sum,summary_sentence_count_sum,high_score_count_sum,high_score_share_mean,summary_high_score_gap_mean,relevant_score_mean,n0_sum,n1_sum,n2_sum,n3_sum,n4_sum,n5_sum,llm_complete,length_mode,redundancy_partial,redundancy,source_shard
688068,热景生物,1206944408,首次公开发行股票并在科创板上市招股说明书,2019-09-24,final_prospectus,ok,137136,24,24,24,137136,6945,91535,3479,1326,129,214,0.1981307954647957,-3.5416666666666665,1.9484673776802797,274,374,218,246,155,59,True,token_proxy,26.310721471687263,26.310721471687263,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366,昊海生科,1207015183,首次公开发行股票并在科创板上市招股说明书,2019-10-25,final_prospectus,ok,161576,28,28,28,161576,6230,108331,3121,1601,130,240,0.222790411399034,-3.928571428571429,1.982493343776466,470,406,213,272,202,38,True,token_proxy,34.710349247036206,34.710349247036206,siliconflow_glm4_32b_table2_next50_shard1_20260707
688058,宝兰德,1206982496,首次公开发行股票并在科创板上市招股意向书,2019-10-15,intention_prospectus,ok,144428,22,22,22,144428,5163,83698,2588,1149,111,217,0.2344284574387599,-4.818181818181818,1.983067902131161,313,262,163,194,163,54,True,token_proxy,32.34080370942813,32.34080370942813,siliconflow_glm4_32b_table2_next50_shard1_20260707
688202,美迪西,1207048265,首次公开发行股票并在科创板上市招股说明书,2019-10-31,final_prospectus,ok,93752,15,15,15,93752,3993,57088,2001,825,76,99,0.166650508872204,-1.5333333333333334,1.7548539936648728,196,241,172,117,76,23,True,token_proxy,28.529735132433785,28.529735132433785,siliconflow_glm4_32b_table2_next50_shard1_20260707
688299,长阳科技,1207039527,首次公开发行股票并在科创板上市招股说明书,2019-10-30,final_prospectus,ok,107463,18,18,18,107463,4413,67914,2210,917,89,139,0.2516023391169261,-2.7777777777777777,2.1080201261057137,186,234,145,141,112,27,True,token_proxy,30.73031674208145,30.73031674208145,siliconflow_glm4_32b_table2_next50_shard1_20260707
688300,联瑞新材,1207079484,首次公开发行股票并在科创板上市招股说明书,2019-11-11,final_prospectus,ok,130607,23,23,23,130607,5747,89199,2878,1216,115,230,0.3017881258687468,-5.0,2.096894587789302,302,308,213,163,190,40,True,token_proxy,30.993398193189716,30.993398193189716,siliconflow_glm4_32b_table2_next50_shard1_20260707
688196,卓越新能,1207092002,首次公开发行股票并在科创板上市招股说明书,2019-11-15,final_prospectus,ok,146147,25,25,25,146147,5758,95907,2885,1344,123,199,0.1989213998007101,-3.04,1.9181233934368205,266,388,230,199,150,49,True,token_proxy,33.24332755632582,33.24332755632582,siliconflow_glm4_32b_table2_next50_shard1_20260707
688002,睿创微纳,1206430547,首次公开发行股票并在科创板上市招股说明书,2019-07-08,final_prospectus,ok,85900,15,15,15,85900,4091,56427,2049,946,77,212,0.2093966766009777,-9.0,1.859542097135424,237,214,165,118,188,24,True,token_proxy,27.538799414348464,27.538799414348464,siliconflow_glm4_32b_table2_next50_shard2_20260707
688006,杭可科技,1206433065,首次公开发行股票并在科创板上市招股说明书,2019-07-09,final_prospectus,ok,82688,14,14,14,82688,3163,51366,1584,737,75,166,0.2141251745414517,-6.5,1.9682629453755247,149,185,130,107,118,48,True,token_proxy,32.428030303030305,32.428030303030305,siliconflow_glm4_32b_table2_next50_shard2_20260707
688009,中国通号,1206447900,首次公开发行股票并在科创板上市招股说明书,2019-07-16,final_prospectus,ok,158698,26,26,26,158698,6203,100149,3110,1449,125,207,0.152424534371412,-3.1538461538461537,1.6627718477783708,373,452,226,191,161,46,True,token_proxy,32.20225080385852,32.20225080385852,siliconflow_glm4_32b_table2_next50_shard2_20260707
688012,中微公司,1206447929,首次公开发行股票并在科创板上市招股说明书,2019-07-16,final_prospectus,ok,50787,9,9,9,50787,2930,32325,1467,536,48,81,0.1460117175797997,-3.6666666666666665,1.7336818855205298,119,145,104,87,61,20,True,token_proxy,22.03476482617587,22.03476482617587,siliconflow_glm4_32b_table2_next50_shard2_20260707
688018,乐鑫科技,1206447930,首次公开发行股票并在科创板上市招股说明书,2019-07-16,final_prospectus,ok,73108,12,12,12,73108,3053,43794,1529,634,64,94,0.1419682612863266,-2.5,1.7059377130863724,147,178,121,94,76,18,True,token_proxy,28.64224983649444,28.64224983649444,siliconflow_glm4_32b_table2_next50_shard2_20260707
688022,瀚川智能,1206456541,首次公开发行股票并在科创板上市招股说明书,2019-07-18,final_prospectus,ok,109705,18,18,18,109705,4486,68761,2247,1044,96,171,0.1678966214261422,-4.166666666666667,1.8478749644710188,224,293,179,177,134,37,True,token_proxy,30.601246105919003,30.601246105919003,siliconflow_glm4_32b_table2_next50_shard2_20260707
688033,天宜上佳,1206456407,首次公开发行股票并在科创板上市招股说明书,2019-07-18,final_prospectus,ok,157765,27,27,27,157765,6703,104701,3360,1530,146,408,0.2612642804462246,-9.703703703703704,2.0124852785960994,366,332,221,203,329,79,True,token_proxy,31.161011904761907,31.161011904761907,siliconflow_glm4_32b_table2_next50_shard2_20260707
688122,西部超导,1206452543,首次公开发行股票并在科创板上市招股说明书,2019-07-17,final_prospectus,ok,96140,17,17,17,96140,4632,63240,2321,959,92,246,0.2516914651165126,-9.058823529411764,2.0762854155999317,177,218,145,113,168,78,True,token_proxy,27.246876346402413,27.246876346402413,siliconflow_glm4_32b_table2_next50_shard2_20260707
688188,柏楚电子,1206491567,首次公开发行股票并在科创板上市招股说明书,2019-08-02,final_prospectus,ok,110636,18,18,18,110636,4151,69869,2081,1018,93,136,0.1322019667187614,-2.388888888888889,1.6425235498931872,262,268,168,130,104,32,True,token_proxy,33.574723690533396,33.574723690533396,siliconflow_glm4_32b_table2_next50_shard2_20260707
688116,天奈科技,1206936843,首次公开发行股票并在科创板上市招股说明书,2019-09-20,final_prospectus,ok,82083,14,14,14,82083,3509,53625,1758,758,80,178,0.2742058568671471,-7.0,2.2108235850171334,136,181,122,141,141,37,True,token_proxy,30.503412969283275,30.503412969283275,siliconflow_glm4_32b_table2_next50_shard2_20260707
688139,海尔生物,1206999086,首次公开发行股票并在科创板上市招股说明书,2019-10-22,final_prospectus,ok,73772,12,12,12,73772,2991,46766,1499,661,65,103,0.150446130037765,-3.1666666666666665,1.7822990007070494,143,177,134,104,74,29,True,token_proxy,31.198132088058703,31.198132088058703,siliconflow_glm4_32b_table2_next50_shard2_20260707
688025,杰普特,1207024684,首次公开发行股票并在科创板上市招股说明书,2019-10-28,final_prospectus,ok,110503,19,19,19,110503,4556,73532,2282,1091,101,396,0.3410446521791998,-15.526315789473683,2.388789599062025,168,209,163,155,354,42,True,token_proxy,32.22261174408413,32.22261174408413,siliconflow_glm4_32b_table2_next50_shard2_20260707
688023,安恒信息,1207049164,首次公开发行股票并在科创板上市招股说明书,2019-10-31,final_prospectus,ok,121567,20,20,20,121567,5253,75560,2632,1168,103,640,0.5430247680726324,-26.85,2.936249425918571,142,160,107,119,511,129,True,token_proxy,28.70820668693009,28.70820668693009,siliconflow_glm4_32b_table2_next50_shard2_20260707
688389,普门科技,1207048356,首次公开发行股票并在科创板上市招股说明书,2019-10-31,final_prospectus,ok,102010,18,18,18,102010,4691,67824,2349,1164,94,315,0.2719224129769962,-12.27777777777778,2.12462748329952,212,278,192,167,275,40,True,token_proxy,28.873563218390803,28.873563218390803,siliconflow_glm4_32b_table2_next50_shard2_20260707
688363,华熙生物,1207038615,首次公开发行股票并在科创板上市招股说明书,2019-10-30,final_prospectus,ok,146647,24,24,24,146647,5945,92253,2978,1338,126,281,0.2405011207430562,-6.458333333333333,2.0493935978647,257,379,215,206,207,74,True,token_proxy,30.978173270651443,30.978173270651443,siliconflow_glm4_32b_table2_next50_shard2_20260707
688111,金山办公,1207085616,首次公开发行股票并在科创板上市招股说明书,2019-11-13,final_prospectus,ok,133379,23,23,23,133379,5004,85327,2509,1737,95,877,0.4255680572817883,-34.0,2.514217997267761,209,345,127,117,837,40,True,token_proxy,34.008369868473494,34.008369868473494,siliconflow_glm4_32b_table2_next50_shard2_20260707
688310,迈得医疗,1207113528,首次公开发行股票并在科创板上市招股说明书,2019-11-26,final_prospectus,ok,63283,11,11,11,63283,2379,41283,1192,674,59,286,0.3552174747191567,-20.636363636363637,2.2895356201285555,152,102,70,64,237,49,True,token_proxy,34.633389261744966,34.633389261744966,siliconflow_glm4_32b_table2_next50_shard2_20260707
688003,天准科技,1206430546,首次公开发行股票并在科创板上市招股说明书,2019-07-08,final_prospectus,ok,108835,18,18,18,108835,4528,67095,2268,1056,98,268,0.24907358116408,-9.444444444444445,2.0788110563714346,195,245,178,170,209,59,True,token_proxy,29.583333333333332,29.583333333333332,siliconflow_glm4_32b_table2_next50_shard3_20260707
688007,光峰科技,1206447905,首次公开发行股票并在科创板上市招股说明书,2019-07-16,final_prospectus,ok,101293,16,16,16,101293,3859,63227,1935,926,93,162,0.1747843266142383,-4.3125,1.9190226930752143,182,239,180,163,116,46,True,token_proxy,32.67545219638243,32.67545219638243,siliconflow_glm4_32b_table2_next50_shard3_20260707
688010,福光股份,1206447921,首次公开发行股票并在科创板上市招股说明书,2019-07-16,final_prospectus,ok,80411,14,14,14,80411,3729,51938,1869,839,79,157,0.2135137443928257,-5.571428571428571,2.042938540109007,175,212,160,135,103,54,True,token_proxy,27.789192081326913,27.789192081326913,siliconflow_glm4_32b_table2_next50_shard3_20260707
688015,交控科技,1206456398,首次公开发行股票并在科创板上市招股说明书,2019-07-18,final_prospectus,ok,93821,15,15,15,93821,4140,56851,2075,859,84,115,0.1334240306010682,-2.066666666666667,1.6456000796816144,222,241,156,125,83,32,True,token_proxy,27.398072289156627,27.398072289156627,siliconflow_glm4_32b_table2_next50_shard3_20260707
688019,安集科技,1206447918,首次公开发行股票并在科创板上市招股说明书,2019-07-16,final_prospectus,ok,71359,12,12,12,71359,3079,44881,1541,687,68,97,0.1414796324742561,-2.4166666666666665,1.6661965921374524,184,180,129,97,72,25,True,token_proxy,29.124594419208307,29.124594419208307,siliconflow_glm4_32b_table2_next50_shard3_20260707
688028,沃尔德,1206456405,首次公开发行股票并在科创板上市招股说明书,2019-07-18,final_prospectus,ok,95240,16,16,16,95240,3906,63160,1956,1053,87,283,0.2226321021691811,-12.25,2.0159240805503345,184,244,189,153,245,38,True,token_proxy,32.29038854805726,32.29038854805726,siliconflow_glm4_32b_table2_next50_shard3_20260707
688066,航天宏图,1206456395,首次公开发行股票并在科创板上市招股说明书,2019-07-18,final_prospectus,ok,96575,16,16,16,96575,4136,60358,2072,941,81,125,0.1859197629386605,-2.75,1.8706811756553188,207,247,153,131,95,30,True,token_proxy,29.13030888030888,29.13030888030888,siliconflow_glm4_32b_table2_next50_shard3_20260707
688333,铂力特,1206447901,首次公开发行股票并在科创板上市招股说明书,2019-07-16,final_prospectus,ok,146255,24,24,24,146255,5869,93830,2943,1353,130,377,0.2807873855263793,-10.291666666666666,2.2030849557747976,219,326,210,221,321,56,True,token_proxy,31.8824328916072,31.8824328916072,siliconflow_glm4_32b_table2_next50_shard3_20260707
688321,微芯生物,1206499446,首次公开发行股票并在科创板上市招股说明书,2019-08-06,final_prospectus,ok,118177,19,19,19,118177,4512,74712,2260,1053,103,201,0.1992112236897587,-5.157894736842105,1.8055966219060449,265,293,166,128,163,38,True,token_proxy,33.05840707964602,33.05840707964602,siliconflow_glm4_32b_table2_next50_shard3_20260707
688030,山石网科,1206944409,首次公开发行股票并在科创板上市招股说明书,2019-09-24,final_prospectus,ok,136821,22,22,22,136821,5135,84483,2573,1331,111,191,0.1478020369321741,-3.636363636363636,1.6785784771004244,333,384,248,175,135,56,True,token_proxy,32.83443451224252,32.83443451224252,siliconflow_glm4_32b_table2_next50_shard3_20260707
688108,赛诺医疗,1207009190,首次公开发行股票并在科创板上市招股说明书,2019-10-24,final_prospectus,ok,129126,21,21,21,129126,5578,80927,2795,1111,104,236,0.2706074137407516,-6.285714285714286,2.0963006061825187,230,266,175,142,199,37,True,token_proxy,28.954203935599285,28.954203935599285,siliconflow_glm4_32b_table2_next50_shard3_20260707
688369,致远互联,1207014769,首次公开发行股票并在科创板上市招股说明书,2019-10-25,final_prospectus,ok,88791,14,14,14,88791,3457,54337,1731,818,80,125,0.2025364619955014,-3.2142857142857144,1.8359991385628531,200,234,148,111,93,32,True,token_proxy,31.39052570768342,31.39052570768342,siliconflow_glm4_32b_table2_next50_shard3_20260707
688199,久日新材,1207039442,首次公开发行股票并在科创板上市招股说明书,2019-10-30,final_prospectus,ok,134476,23,23,23,134476,5482,88867,2746,1196,118,207,0.2074340257455209,-3.869565217391304,1.8702262637001632,277,293,210,155,164,43,True,token_proxy,32.36234522942462,32.36234522942462,siliconflow_glm4_32b_table2_next50_shard3_20260707
688021,奥福环保,1207048360,首次公开发行股票并在科创板上市招股说明书,2019-10-31,final_prospectus,ok,110046,19,19,19,110046,4783,74095,2397,1074,101,209,0.2291602193869333,-5.684210526315789,2.08105818923703,195,265,160,185,151,58,True,token_proxy,30.911556111806423,30.911556111806423,siliconflow_glm4_32b_table2_next50_shard3_20260707
688101,三达膜,1207081669,首次公开发行股票并在科创板上市招股说明书,2019-11-12,final_prospectus,ok,115660,19,19,19,115660,4720,73296,2365,1064,106,155,0.1404498025671719,-2.5789473684210527,1.746869246245642,235,292,208,174,116,39,True,token_proxy,30.99196617336152,30.99196617336152,siliconflow_glm4_32b_table2_next50_shard3_20260707
688138,清溢光电,1207092034,首次公开发行股票并在科创板上市招股说明书,2019-11-15,final_prospectus,ok,74364,13,13,13,74364,3144,50045,1574,699,70,182,0.2782184448083065,-8.615384615384615,2.205074821491872,130,166,110,111,125,57,True,token_proxy,31.79479034307497,31.79479034307497,siliconflow_glm4_32b_table2_next50_shard3_20260707
