custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,source_dir,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model,source_shard,summary_glm4_tokens,Summary_len_proxy,Summary_len_glm4,Redundancy_chunk_proxy,Redundancy_chunk_glm4,innovation_terms_all_union,innovation_terms_without_target,innovation_rate_all_union,innovation_rate_without_target
688559_1208358657_glm4_dewrap_join_chunk_0011,688559,海目星,1208358657,11,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688559_1208358657_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6026,5486,3918,3918,18,3918,glm4_dewrap_join_full543_20260705,123,123,发行人拥有104项专利，包括发明和实用新型专利，涉及电池极耳切割、激光切割、焊接、检测等设备和技术。这些专利通过原始取得和继受取得方式获得，权利期限多在2035年至2028年之间。专利覆盖了除尘罩、切割模组、检测系统、焊接装置等多个核心技术领域。,62,104,104,0,0,0,0,0,104,0,104,1.0,3,-101,4.0,,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708,73,62,73,63.193548387096776,53.67123287671233,24,21,6.1255742725880555,5.359877488514548
688559_1208358657_glm4_dewrap_join_chunk_0012,688559,海目星,1208358657,12,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688559_1208358657_glm4_dewrap_join_chunk_0012.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6195,5642,3975,3975,18,3975,glm4_dewrap_join_full543_20260705,587,587,发行人拥有180项实用新型专利，涵盖供胶装置、电芯缓存装置、切割设备、极耳贴胶装置、平面切割机构、电池拨料定位装置、齿轮压痕装置、极片成型设备、电池抓取装置、电池焊后辊压翻边装置、电芯包膜机构、卷绕电芯片、激光切割设备、电芯半入壳装置、电芯二次压装入壳装置、电芯极片激光切割设备、防极耳翻折结构、电极片切割粉尘及废料清除装置、多光谱混合波合束光源与曝光机、极耳切割废料收集装置、臭氧辅助切割装置、电池高精度焊接加工设备、卷料自动换卷接带装置、密封式气动除尘装置、激光温控同轴模块装置、不良品筛选上料缓存装置、电池电芯与外壳装配自动流水线、电芯入壳导向定位装置、物料移载定位平台、不间断供料装置、多段式流水线、回转移料CCD检测装置、内部电池定位治具、治具循环流水线、变压器自动生产线、电池焊后除尘装置、电芯端盖与外壳间段差及缝隙检测装置、接料移载平台、焊接保护激光焊接装置、菲林板与治具对位拍照装置、电池冷却装置、电池输送线体、火牛治具解锁下料机构、扣合式磁芯治具、运动平台拖链固定结构、磁环治具、磁环治具解锁机构、磁芯自动上料机构、新型火牛治具、自动贴膜组合机构、磁芯托盘装置、高速激光锡焊设备、磁芯治具翻转解锁机构、螺钉上料装置、电池极耳变距切割差速装置等核心技术设备。这些专利均由发行人原始取得，申请日期集中在2015年至2017年，权利期限至2025年至2027年。,294,180,180,0,0,0,0,0,180,0,180,1.0,3,-177,4.0,,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708,413,294,413,13.520408163265307,9.624697336561743,21,21,5.283018867924529,5.283018867924529
688559_1208358657_glm4_dewrap_join_chunk_0013,688559,海目星,1208358657,13,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688559_1208358657_glm4_dewrap_join_chunk_0013.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5399,4955,3576,3576,18,3576,glm4_dewrap_join_full543_20260705,142,142,发行人拥有243项实用新型专利，涵盖产品中转装置、点胶模组、贴膜切割设备、高度检测装置、抓手、除尘装置、极耳切割设备、穿线治具、焊点指示设备、自动装配装置、激光打标机、生产线、打印贴标机、视觉定位装置、去除焊锡装置、自动打螺钉机构、激光指示平台、夹抓机构、振镜式蚀纹机等核心技术领域。,71,243,243,0,0,0,0,0,243,0,243,1.0,1,-242,4.0,,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708,99,71,99,50.36619718309859,36.121212121212125,19,19,5.313199105145414,5.313199105145414
688559_1208358657_glm4_dewrap_join_chunk_0014,688559,海目星,1208358657,14,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688559_1208358657_glm4_dewrap_join_chunk_0014.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5494,4719,3732,3732,18,3732,glm4_dewrap_join_full543_20260705,153,153,发行人拥有多项实用新型专利和外观设计专利，包括点压装置、柔性单元生产线、激光切割模组等，以及多项软件著作权，涵盖手机充电器生产线控制软件、激光锡焊机控制软件、动力电池包胶机控制软件等。截至招股说明书签署日，发行人及其控股子公司在中国境内拥有66项软件著作权。这些专利和软件著作权构成了发行人的核心技术基础。,77,66,66,0,0,0,0,0,66,0,66,1.0,3,-63,4.0,,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708,87,77,87,48.467532467532465,42.89655172413793,92,55,24.65166130760986,14.737406216505894
688559_1208358657_glm4_dewrap_join_chunk_0015,688559,海目星,1208358657,15,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688559_1208358657_glm4_dewrap_join_chunk_0015.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6168,5381,3978,3978,18,3978,glm4_dewrap_join_full543_20260705,240,240,海目星拥有多项软件著作权，包括电池顶盖焊接机控制软件、电芯入壳机控制软件、极耳切割机控制软件、全自动变压器生产线控制软件、海目星激光标刻软件等，涉及电池制造、激光加工等领域。公司还拥有高新技术企业资质证书，包括深圳海目星、广州海目星、鞍山海目星和江门海目星四家子公司。公司具备激光光学及控制技术和与激光系统相配套的自动化技术两大类核心技术，包括稳定的平行平面腔设计、多激光晶体激光谐振腔光学设计、皮秒激光脉冲宽度窄技术、高精度温控技术、基于CFD的双端泵浦风冷式激光器腔体设计等。,120,12,60,1,0,0,0,0,12,0,12,1.0,4,-8,4.0,,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708,154,120,154,33.15,25.83116883116883,114,59,28.657616892911008,14.831573655103066
688559_1208358657_glm4_dewrap_join_chunk_0016,688559,海目星,1208358657,16,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688559_1208358657_glm4_dewrap_join_chunk_0016.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6247,5871,3891,3891,18,3891,glm4_dewrap_join_full543_20260705,158,158,公司开发激光软件平台，实现散热器微通道优化计算。拥有261项专利及66项软件著作权，包括33项发明专利。核心技术产品收入占比达95.28%至97.50%，是主营收入主要构成。公司获多项奖项，如中国创新创业大赛第二名、深圳市科技进步奖二等奖。研发激光极耳切割机，加工效率提升至0.3-0.4秒/片，毛刺缩短90%以上。,79,60,60,0,10,15,12,8,10,5,15,0.25,6,-9,2.1333333333333333,,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708,95,79,95,49.25316455696203,40.95789473684211,191,83,49.08763813929581,21.33127730660499
688559_1208358657_glm4_dewrap_join_chunk_0017,688559,海目星,1208358657,17,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688559_1208358657_glm4_dewrap_join_chunk_0017.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6427,5933,3933,3933,18,3933,glm4_dewrap_join_full543_20260705,206,206,公司目前实施多个预算500万元以上的研发项目，包括智能装配技术研发、高功率钣金切割系统研发、激光裁切一体化技术研发等，旨在提升设备产能、降低成本并增强智能化水平。报告期内研发费用主要由职工薪酬及材料费构成，合计占比稳定在90%以上。公司研发人员共323人，占员工总数15.57%，核心技术人员7名，均拥有博士或硕士学位，在海目星累计申请专利超过700项，主导或参与了多项重要研发项目，对公司技术发展具有关键作用。,103,68,68,0,12,20,15,10,8,3,11,0.1617647058823529,6,-5,1.8676470588235297,,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708,115,103,115,38.18446601941748,34.2,328,155,83.39689804220697,39.41011950165269
688559_1208358657_glm4_dewrap_join_chunk_0018,688559,海目星,1208358657,18,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688559_1208358657_glm4_dewrap_join_chunk_0018.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,3596,3404,2125,2125,18,2125,glm4_dewrap_join_full543_20260705,157,157,公司核心技术人员主导了8个重要研发项目，取得254项专利及软件著作权。公司拥有17项核心技术，研发团队由核心技术人员、技术骨干及研究人员组成，研发费用逐年增长。公司设立产品与技术中心及多个事业部，采用集成产品开发模式，并建立研发激励制度。截至招股说明书签署日，公司拥有261项专利及66项软件著作权，技术储备丰富。,79,42,42,0,10,12,8,7,4,1,5,0.119047619047619,5,0,1.6666666666666667,,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708,87,79,87,26.89873417721519,24.42528735632184,283,90,133.17647058823528,42.35294117647059
688551_1208379307_glm4_dewrap_join_chunk_0001,688551,科威尔,1208379307,1,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688551_1208379307_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6733,6287,3972,3972,16,3972,glm4_dewrap_join_full543_20260705,235,235,发行人是一家专注于测试电源设备制造的高新技术企业，依托电力电子技术平台，融合软件仿真算法与测控技术，为新能源发电、电动车辆、燃料电池等行业提供测试电源和系统。公司已获得阳光电源、比亚迪、上汽集团等下游客户的认可。主要产品包括大功率测试电源、小功率测试电源和测试系统，其中大功率测试电源收入占比73.13%。报告期内，公司主要服务于华东地区，收入占比59.21%。公司坚持以自主研发为核心的研发模式，拥有一批跨学科的专业研发人员，注重与客户协同合作，提高产品开发的针对性。,118,62,62,0,10,15,12,14,8,3,11,0.1774193548387097,5,-6,2.064516129032258,,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708,126,118,126,33.66101694915254,31.523809523809526,304,213,76.53575025176234,53.62537764350453
688551_1208379307_glm4_dewrap_join_chunk_0002,688551,科威尔,1208379307,2,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688551_1208379307_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7069,6809,3990,3990,16,3990,glm4_dewrap_join_full543_20260705,200,200,公司通过与高校合作提升研发实力，通过客户协助提高研发效率。公司采用以销定产的生产模式，主要生产大功率测试电源，采用模块化结构实现多品种、小批量柔性生产。公司采用直销为主的销售模式，主要产品为测试电源和测试系统，广泛应用于新能源发电、电动车辆等行业。公司生产整体流程包括销售订单生成、生产计划生成、备料、装配、调试、检验入库等环节。公司主要生产工序为装配、连接、调试、检查等，核心环节是初测和复测工序。,100,62,62,0,10,15,18,12,5,2,7,0.1129032258064516,6,-1,1.8870967741935485,,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708,117,100,117,39.9,34.1025641025641,229,179,57.393483709273184,44.86215538847118
688551_1208379307_glm4_dewrap_join_chunk_0003,688551,科威尔,1208379307,3,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688551_1208379307_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7343,7073,3989,3989,16,3989,glm4_dewrap_join_full543_20260705,273,273,公司生产测试电源，主要应用于新能源发电、新能源汽车、燃料电池及功率器件等新兴战略行业。公司产品属于国家战略性新兴产业重点产品和服务，并享受相关产业政策支持。公司基于核心技术平台结合多领域行业应用创新，推出在新能源发电、新能源汽车、燃料电池和功率半导体器件产业内应用的测试电源和系统。公司所处行业为“制造业”之“专用设备制造业”，行业监管涉及质量监督、安全生产、环境保护等方面。测试电源行业在新技术方面发展趋势包括指标性能的精细化和测试功能多样化、向高电压、单机大功率发展、能量回收利用、避免电力公害、直流测试电源产品需求增加、测试系统需求增加等。,137,60,60,0,24,22,8,4,1,1,2,0.0333333333333333,5,3,0.9833333333333332,,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708,144,137,144,29.116788321167885,27.70138888888889,227,121,56.90649285535221,30.33341689646528
688551_1208379307_glm4_dewrap_join_chunk_0004,688551,科威尔,1208379307,4,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688551_1208379307_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7250,6835,3990,3990,16,3990,glm4_dewrap_join_full543_20260705,239,239,大功率测试电源随新能源行业快速发展，需求集中于光伏逆变器、储能变流器、电机电控等领域。小功率测试电源服务于航空航天、医疗、通信等众多行业，市场相对成熟。全球小功率测试电源企业如AMETEK、Kikusui等营收保持增长，反映行业良好趋势。中国新能源发电和新能源汽车行业快速发展，带动大功率测试电源需求增长，其中光伏逆变器出货量全球占比超60%，新能源汽车产销量与公司相关产品销售收入呈高度正相关。燃料电池和功率半导体等新兴领域对测试系统需求旺盛，为测试电源行业带来新的增长机遇。,120,54,54,0,12,15,10,8,6,3,9,0.1666666666666666,6,-3,1.8148148148148149,,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708,127,120,127,33.25,31.41732283464567,171,147,42.857142857142854,36.84210526315789
688551_1208379307_glm4_dewrap_join_chunk_0005,688551,科威尔,1208379307,5,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688551_1208379307_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6963,6571,3976,3976,16,3976,glm4_dewrap_join_full543_20260705,154,159,中国已成为全球最大的 IGBT 市场，国产化进程加速。IGBT 测试系统由国外品牌主导，国内需求迫切。大功率测试电源因新能源发展需求增长，国内企业凭借性价比和服务能力成为重要参与者。发行人 KDC 系列小功率测试电源性能指标达国际水平，已打开市场。公司定位于多行业应用的测试电源设备，搭建的软、硬件强调通用性、平台化。,77,58,58,0,15,22,10,7,3,1,4,0.0689655172413793,5,1,1.3793103448275863,,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708,90,77,90,51.63636363636363,44.17777777777778,175,125,44.01408450704225,31.438631790744466
688551_1208379307_glm4_dewrap_join_chunk_0006,688551,科威尔,1208379307,6,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688551_1208379307_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7467,7191,3989,3989,16,3989,glm4_dewrap_join_full543_20260705,257,257,公司专注于测试电源行业，提供大、小功率测试电源和测试系统解决方案，产品线完整，应用行业广泛。公司部分大功率测试电源产品已实现进口替代，改变了行业客户对国外品牌的依赖。公司拥有6项发明专利、20项实用新型专利等知识产权，技术水平先进。公司已获安徽省首台（套）重大技术装备奖项等多项荣誉，并拥有高新技术企业等资质。公司在新能源发电领域与阳光电源、华为等知名企业合作，在电动车辆测试领域与比亚迪、吉利汽车等合作，在燃料电池测试领域获得中国汽车技术研究中心、上汽集团等认可。公司面临国际贸易环境变化、行业标准待完善等挑战。,129,62,62,0,15,20,10,10,5,2,7,0.1129032258064516,6,-1,1.6129032258064515,,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708,140,129,140,30.92248062015504,28.492857142857144,327,185,81.97543243920782,46.37753823013287
688551_1208379307_glm4_dewrap_join_chunk_0007,688551,科威尔,1208379307,7,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688551_1208379307_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7550,7242,3984,3984,16,3984,glm4_dewrap_join_full543_20260705,225,225,公司拥有三大核心技术平台，能够快速响应不同行业客户的差异化需求，设计开发测试电源产品。公司已掌握大功率AC/DC、DC/DC、DC/AC电力电子变换拓扑技术，具备自主开发全部交、直流类测试电源产品的能力。公司产品技术水平达到或同等于国际竞争对手的同类产品，形成了较为完备的系列产品线和应用体系。公司已为多个行业提供大功率测试电源和测试系统产品，包括光伏阵列IV模拟器、电池模拟器等。公司在新能源发电领域积累了阳光电源、华为、比亚迪等一批优质终端用户。,113,62,62,0,12,18,15,10,5,2,7,0.1129032258064516,5,-2,1.7419354838709675,,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708,122,113,122,35.256637168141594,32.65573770491803,261,144,65.51204819277108,36.144578313253014
