label,prompt_tokens,completion_tokens,total_tokens,finish_reason,model,source_shard
688127_chunks_0002_0002,5063,286,5349,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688127_chunks_0003_0003,4993,186,5179,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688127_chunks_0004_0004,5045,235,5280,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688127_chunks_0005_0005,5041,215,5256,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688127_chunks_0006_0006,5037,257,5294,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688127_chunks_0007_0007,4942,212,5154,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688127_chunks_0008_0008,5049,214,5263,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688127_chunks_0009_0009,5062,223,5285,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688127_chunks_0010_0010,4847,252,5099,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688127_chunks_0011_0011,4962,177,5139,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688127_chunks_0012_0012,5007,192,5199,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688127_chunks_0013_0013,5064,262,5326,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688127_chunks_0014_0014,3154,257,3411,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688129_chunks_0001_0001,5059,230,5289,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688129_chunks_0002_0002,5050,300,5350,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688129_chunks_0003_0003,5046,233,5279,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688129_chunks_0004_0004,4988,173,5161,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688129_chunks_0005_0005,5037,158,5195,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688129_chunks_0006_0006,5063,170,5233,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688129_chunks_0007_0007,5052,327,5379,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688129_chunks_0008_0008,5054,289,5343,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688129_chunks_0009_0009,5049,301,5350,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688129_chunks_0010_0010,4568,209,4777,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688129_chunks_0011_0011,5056,178,5234,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688129_chunks_0012_0012,4966,224,5190,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688129_chunks_0013_0013,5040,205,5245,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688129_chunks_0014_0014,5048,200,5248,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688129_chunks_0015_0015,1332,185,1517,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688135_chunks_0001_0001,5055,224,5279,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688135_chunks_0002_0002,5050,260,5310,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688135_chunks_0003_0003,5062,221,5283,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688135_chunks_0004_0004,5023,261,5284,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688135_chunks_0005_0005,5062,199,5261,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688135_chunks_0006_0006,5041,265,5306,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688135_chunks_0007_0007,5055,234,5289,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688135_chunks_0008_0008,5046,224,5270,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688135_chunks_0009_0009,4420,169,4589,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688135_chunks_0010_0010,4887,172,5059,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688135_chunks_0011_0011,5047,271,5318,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688135_chunks_0012_0012,5010,244,5254,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688135_chunks_0013_0013,2306,223,2529,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688156_chunks_0001_0001,5040,224,5264,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688156_chunks_0002_0002,5020,274,5294,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688156_chunks_0003_0003,5030,202,5232,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688156_chunks_0004_0004,5042,209,5251,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688156_chunks_0005_0005,5047,237,5284,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688156_chunks_0006_0006,4947,288,5235,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688156_chunks_0007_0007,4910,231,5141,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688156_chunks_0008_0008,5011,237,5248,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688156_chunks_0009_0009,5033,223,5256,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688156_chunks_0010_0010,4977,240,5217,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688156_chunks_0011_0011,4989,248,5237,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688156_chunks_0012_0012,5061,200,5261,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688156_chunks_0013_0013,5032,264,5296,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688156_chunks_0014_0014,4935,219,5154,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688156_chunks_0015_0015,5039,234,5273,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688156_chunks_0016_0016,5054,221,5275,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688156_chunks_0017_0017,2902,200,3102,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688160_chunks_0001_0001,5063,281,5344,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688160_chunks_0002_0002,5059,179,5238,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688160_chunks_0003_0003,5063,221,5284,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688160_chunks_0004_0004,5055,230,5285,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688160_chunks_0005_0005,5055,220,5275,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688160_chunks_0006_0006,4848,180,5028,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688160_chunks_0007_0007,4926,234,5160,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688160_chunks_0008_0008,4656,223,4879,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688160_chunks_0009_0009,5062,216,5278,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688160_chunks_0010_0010,5060,182,5242,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688160_chunks_0011_0011,5059,201,5260,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688160_chunks_0012_0012,3342,221,3563,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688179_chunks_0001_0001,4997,222,5219,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688179_chunks_0002_0002,5054,244,5298,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688179_chunks_0003_0003,5058,213,5271,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688179_chunks_0004_0004,4976,209,5185,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688179_chunks_0005_0005,5028,172,5200,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688179_chunks_0006_0006,5035,157,5192,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688179_chunks_0007_0007,5054,307,5361,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688179_chunks_0008_0008,5043,221,5264,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688179_chunks_0009_0009,5054,220,5274,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688179_chunks_0010_0010,5056,201,5257,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688179_chunks_0011_0011,4953,213,5166,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688179_chunks_0012_0012,4990,230,5220,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688179_chunks_0013_0013,4889,193,5082,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688179_chunks_0014_0014,5029,130,5159,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688179_chunks_0015_0015,5033,250,5283,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688179_chunks_0016_0016,4976,279,5255,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688179_chunks_0017_0017,5036,258,5294,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688179_chunks_0018_0018,5054,207,5261,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688179_chunks_0019_0019,5044,214,5258,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688179_chunks_0020_0020,1922,215,2137,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688219_chunks_0001_0001,5030,244,5274,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688219_chunks_0002_0002,5051,248,5299,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688219_chunks_0003_0003,5062,216,5278,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688219_chunks_0004_0004,5044,226,5270,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688219_chunks_0005_0005,5061,267,5328,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688219_chunks_0006_0006,4920,223,5143,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688219_chunks_0007_0007,5031,270,5301,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688219_chunks_0008_0008,4793,201,4994,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688219_chunks_0009_0009,4729,397,5126,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688219_chunks_0010_0010,4817,232,5049,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688219_chunks_0011_0011,4754,187,4941,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688219_chunks_0012_0012,5057,233,5290,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688219_chunks_0013_0013,5000,249,5249,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688330_chunks_0001_0001,5051,197,5248,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688330_chunks_0002_0002,5043,235,5278,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688330_chunks_0003_0003,5057,208,5265,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688330_chunks_0004_0004,5050,170,5220,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688330_chunks_0005_0005,5032,185,5217,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688330_chunks_0006_0006,5048,319,5367,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688330_chunks_0007_0007,5001,286,5287,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688330_chunks_0008_0008,5050,224,5274,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688330_chunks_0009_0009,4996,232,5228,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688330_chunks_0010_0010,5053,295,5348,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688330_chunks_0011_0011,5018,231,5249,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688330_chunks_0012_0012,4996,193,5189,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688330_chunks_0013_0013,4592,177,4769,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688330_chunks_0014_0014,4941,162,5103,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688330_chunks_0015_0015,4713,92,4805,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688330_chunks_0016_0016,5007,184,5191,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688330_chunks_0017_0017,4995,236,5231,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688330_chunks_0018_0018,3706,230,3936,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688386_chunks_0001_0001,5065,204,5269,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688386_chunks_0002_0002,5037,229,5266,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688386_chunks_0003_0003,5062,230,5292,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688386_chunks_0004_0004,4915,205,5120,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688386_chunks_0005_0005,5063,240,5303,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688386_chunks_0006_0006,5025,209,5234,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688386_chunks_0007_0007,4985,238,5223,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688386_chunks_0008_0008,5001,224,5225,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688386_chunks_0009_0009,4663,241,4904,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688386_chunks_0010_0010,4402,189,4591,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688386_chunks_0011_0011,4629,201,4830,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
