custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,summary_compact_chars,summary_chars,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model,summary_glm4_tokens,Summary_len_proxy,Summary_len_glm4,Redundancy_chunk_proxy,Redundancy_chunk_glm4,Redundancy_chunk_proxy_w99,Redundancy_chunk_glm4_w99,innovation_terms_all_union,innovation_terms_without_target,innovation_rate_all_union,innovation_rate_without_target,source_glm_batch,source_dir,source_shard
688036_1206947132_glm4_dewrap_join_chunk_0001,688036,传音控股,1206947132,1,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7360,6897,3988,3988,24,3988,245,245,123,62,62,0,6,15,18,12,8,3,11,0.1774193548387097,6,-5,2.161290322580645,,133,123,133,32.422764227642276,29.984962406015036,32.422764227642276,29.984962406015036,109,44,27.331995987963893,11.03309929789368,pilot50,,
688036_1206947132_glm4_dewrap_join_chunk_0002,688036,传音控股,1206947132,2,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7125,6479,3985,3985,24,3985,195,195,98,62,62,0,7,15,18,12,8,2,10,0.1612903225806451,5,-5,2.0806451612903225,,115,98,115,40.66326530612245,34.65217391304348,40.66326530612245,34.65217391304348,50,27,12.547051442910917,6.7754077791718945,pilot50,,
688036_1206947132_glm4_dewrap_join_chunk_0003,688036,传音控股,1206947132,3,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6144,5529,3553,3553,24,3553,257,257,129,49,49,0,12,15,10,8,4,0,4,0.0816326530612244,4,0,1.530612244897959,,146,129,146,27.54263565891473,24.33561643835617,27.54263565891473,24.33561643835617,9,9,2.5330706445257527,2.5330706445257527,pilot50,,
688036_1206947132_glm4_dewrap_join_chunk_0004,688036,传音控股,1206947132,4,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6756,6195,3970,3970,24,3970,293,293,147,62,62,0,15,12,10,15,8,2,10,0.1612903225806451,6,-4,1.9193548387096775,,164,147,164,27.00680272108843,24.20731707317073,27.00680272108843,24.20731707317073,90,56,22.67002518891687,14.105793450881611,pilot50,,
688036_1206947132_glm4_dewrap_join_chunk_0005,688036,传音控股,1206947132,5,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7170,6756,3974,3974,24,3974,343,343,172,48,48,0,15,20,5,4,3,1,4,0.0833333333333333,6,2,1.2291666666666667,,195,172,195,23.1046511627907,20.379487179487175,23.1046511627907,20.379487179487175,99,46,24.911927528938097,11.575239053850025,pilot50,,
688036_1206947132_glm4_dewrap_join_chunk_0006,688036,传音控股,1206947132,6,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7385,6986,3995,3995,24,3995,319,319,160,54,54,0,12,18,12,8,3,1,4,0.074074074074074,5,1,1.537037037037037,,178,160,178,24.96875,22.4438202247191,24.96875,22.4438202247191,100,69,25.031289111389235,17.271589486858574,pilot50,,
688036_1206947132_glm4_dewrap_join_chunk_0007,688036,传音控股,1206947132,7,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6536,5793,3995,3995,24,3995,212,212,106,48,48,0,15,18,5,5,4,1,5,0.1041666666666666,6,1,1.3333333333333333,,117,106,117,37.68867924528302,34.14529914529915,37.68867924528302,34.14529914529915,60,34,15.018773466833542,8.51063829787234,pilot50,,
688036_1206947132_glm4_dewrap_join_chunk_0008,688036,传音控股,1206947132,8,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7611,7249,3996,3996,24,3996,181,181,91,54,54,0,15,18,10,7,3,1,4,0.074074074074074,5,1,1.4074074074074074,,98,91,98,43.91208791208791,40.775510204081634,43.91208791208791,40.775510204081634,135,46,33.78378378378378,11.511511511511513,pilot50,,
688036_1206947132_glm4_dewrap_join_chunk_0009,688036,传音控股,1206947132,9,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7046,6730,3863,3863,24,3863,326,326,163,55,55,0,10,15,12,8,7,3,10,0.1818181818181818,6,-4,1.9272727272727272,,182,163,182,23.699386503067483,21.225274725274726,23.699386503067483,21.225274725274726,147,61,38.053326430235565,15.7908361377168,pilot50,,
688036_1206947132_glm4_dewrap_join_chunk_0010,688036,传音控股,1206947132,10,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6547,5871,3964,3964,24,3964,235,235,118,62,62,0,0,0,0,23,28,11,39,0.6290322580645161,6,-33,3.806451612903226,,128,118,128,33.59322033898305,30.96875,33.59322033898305,30.96875,10,8,2.5227043390514634,2.0181634712411705,pilot50,,
688036_1206947132_glm4_dewrap_join_chunk_0011,688036,传音控股,1206947132,11,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7085,6166,3838,3838,24,3838,211,212,106,62,62,0,0,0,0,40,22,0,22,0.3548387096774194,5,-17,3.3548387096774195,,116,106,116,36.20754716981132,33.08620689655172,36.20754716981132,33.08620689655172,8,8,2.0844189682126104,2.0844189682126104,pilot50,,
688036_1206947132_glm4_dewrap_join_chunk_0012,688036,传音控股,1206947132,12,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0012.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6406,5550,3993,3993,24,3993,230,230,115,55,55,0,0,0,0,24,31,0,31,0.5636363636363636,5,-26,3.5636363636363635,,147,115,147,34.721739130434784,27.163265306122447,34.721739130434784,27.163265306122447,65,7,16.27848735286752,1.753067868770348,pilot50,,
688036_1206947132_glm4_dewrap_join_chunk_0013,688036,传音控股,1206947132,13,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0013.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6403,5548,3984,3984,24,3984,187,187,94,22,48,1,0,0,0,12,10,0,10,0.4545454545454545,4,-6,3.4545454545454546,,109,94,109,42.38297872340426,36.55045871559633,42.38297872340426,36.55045871559633,1,0,0.251004016064257,0.0,pilot50,,
688036_1206947132_glm4_dewrap_join_chunk_0014,688036,传音控股,1206947132,14,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0014.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6588,5869,3578,3578,24,3578,216,216,108,48,48,0,15,12,10,7,4,0,4,0.0833333333333333,4,0,1.4375,,134,108,134,33.129629629629626,26.70149253731343,33.129629629629626,26.70149253731343,44,30,12.297372833985468,8.384572386808273,pilot50,,
688036_1206947132_glm4_dewrap_join_chunk_0015,688036,传音控股,1206947132,15,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0015.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7038,6192,3807,3807,24,3807,184,184,92,60,60,0,42,10,5,2,1,0,1,0.0166666666666666,4,3,0.5,,110,92,110,41.380434782608695,34.60909090909091,41.380434782608695,34.60909090909091,19,13,4.990806409246125,3.414762280010507,pilot50,,
688036_1206947132_glm4_dewrap_join_chunk_0016,688036,传音控股,1206947132,16,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0016.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5205,4588,3512,3512,24,3512,151,151,76,8,86,1,0,0,0,0,8,0,8,1.0,3,-5,4.0,,80,76,80,46.21052631578947,43.9,46.21052631578947,43.9,38,20,10.82004555808656,5.694760820045558,pilot50,,
688036_1206947132_glm4_dewrap_join_chunk_0017,688036,传音控股,1206947132,17,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0017.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5036,4500,3131,3131,24,3131,166,166,83,48,48,0,24,12,8,4,0,0,0,0.0,3,3,0.8333333333333334,,89,83,89,37.72289156626506,35.17977528089887,37.72289156626506,35.17977528089887,70,41,22.357074417119133,13.094857872884065,pilot50,,
688036_1206947132_glm4_dewrap_join_chunk_0018,688036,传音控股,1206947132,18,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0018.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7034,6434,3913,3913,24,3913,124,124,62,62,62,0,56,6,0,0,0,0,0,0.0,2,2,0.0967741935483871,,75,62,75,63.11290322580645,52.17333333333333,63.11290322580645,52.17333333333333,116,38,29.64477383082034,9.711219013544596,pilot50,,
688036_1206947132_glm4_dewrap_join_chunk_0019,688036,传音控股,1206947132,19,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0019.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6377,5846,3868,3868,24,3868,208,208,104,60,60,0,0,0,0,0,28,32,60,1.0,6,-54,4.533333333333333,,121,104,121,37.19230769230769,31.96694214876033,37.19230769230769,31.96694214876033,264,43,68.25232678386763,11.116856256463288,pilot50,,
688036_1206947132_glm4_dewrap_join_chunk_0020,688036,传音控股,1206947132,20,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0020.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6388,5923,3852,3852,24,3852,328,328,164,48,48,0,0,0,0,0,24,24,48,1.0,6,-42,4.5,,195,164,195,23.48780487804878,19.753846153846155,23.48780487804878,19.753846153846155,268,35,69.5742471443406,9.08618899273105,pilot50,,
688036_1206947132_glm4_dewrap_join_chunk_0021,688036,传音控股,1206947132,21,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0021.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6819,6318,3973,3973,24,3973,326,326,163,30,54,1,0,0,0,0,18,12,30,1.0,6,-24,4.4,,179,163,179,24.374233128834355,22.195530726256983,24.374233128834355,22.195530726256983,221,44,55.625471935565066,11.074754593506167,pilot50,,
688036_1206947132_glm4_dewrap_join_chunk_0022,688036,传音控股,1206947132,22,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0022.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6451,6052,3891,3891,24,3891,345,345,173,60,60,0,6,10,12,15,14,3,17,0.2833333333333333,6,-11,2.5,,202,173,202,22.491329479768787,19.26237623762376,22.491329479768787,19.26237623762376,199,97,51.14366486764328,24.929324081213057,pilot50,,
688036_1206947132_glm4_dewrap_join_chunk_0023,688036,传音控股,1206947132,23,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0023.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6743,6311,3975,3975,24,3975,304,304,152,62,62,0,12,18,15,9,6,2,8,0.1290322580645161,5,-3,1.7580645161290325,,167,152,167,26.151315789473685,23.802395209580837,26.151315789473685,23.802395209580837,173,68,43.522012578616355,17.10691823899371,pilot50,,
688036_1206947132_glm4_dewrap_join_chunk_0024,688036,传音控股,1206947132,24,24,results/glm4_dewrap_join_pilot50_20260705/chunks/688036_1206947132_glm4_dewrap_join_chunk_0024.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,2018,1965,1085,1085,24,1085,307,307,154,24,24,0,5,5,4,4,4,2,6,0.25,5,-1,2.125,,177,154,177,7.045454545454546,6.129943502824859,8.670736971939561,7.634666666666666,12,4,11.059907834101384,3.686635944700461,pilot50,,
688098_1206999088_glm4_dewrap_join_chunk_0001,688098,申联生物,1206999088,1,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6639,6208,3990,3990,14,3990,228,228,114,42,54,1,0,0,0,15,19,8,27,0.6428571428571429,6,-21,3.8333333333333335,,148,114,148,35.0,26.95945945945946,35.0,26.95945945945946,110,64,27.56892230576441,16.040100250626566,pilot50,,
688098_1206999088_glm4_dewrap_join_chunk_0002,688098,申联生物,1206999088,2,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6888,6468,3999,3999,14,3999,269,269,135,62,62,0,15,18,12,9,5,3,8,0.1290322580645161,6,-2,1.6774193548387095,,164,135,164,29.622222222222224,24.384146341463413,29.622222222222224,24.384146341463413,90,64,22.50562640660165,16.004001000250064,pilot50,,
688098_1206999088_glm4_dewrap_join_chunk_0003,688098,申联生物,1206999088,3,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6588,6269,3800,3800,14,3800,185,185,93,48,48,0,15,18,5,4,5,1,6,0.125,6,0,1.3541666666666667,,99,93,99,40.86021505376344,38.38383838383838,40.86021505376344,38.38383838383838,87,57,22.894736842105264,15.0,pilot50,,
688098_1206999088_glm4_dewrap_join_chunk_0004,688098,申联生物,1206999088,4,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6571,6151,3996,3996,14,3996,196,196,98,60,60,0,42,10,5,2,1,0,1,0.0166666666666666,4,3,0.5,,118,98,118,40.775510204081634,33.86440677966102,40.775510204081634,33.86440677966102,80,55,20.02002002002002,13.763763763763764,pilot50,,
688098_1206999088_glm4_dewrap_join_chunk_0005,688098,申联生物,1206999088,5,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6302,5815,3898,3898,14,3898,254,254,127,55,55,0,10,15,12,10,5,3,8,0.1454545454545454,6,-2,1.8909090909090909,,161,127,161,30.69291338582677,24.211180124223603,30.69291338582677,24.211180124223603,115,57,29.502308876346845,14.622883530015391,pilot50,,
688098_1206999088_glm4_dewrap_join_chunk_0006,688098,申联生物,1206999088,6,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6052,5531,3857,3857,14,3857,275,275,138,42,42,0,10,15,8,5,3,1,4,0.0952380952380952,6,2,1.5,,185,138,185,27.94927536231884,20.84864864864865,27.94927536231884,20.84864864864865,127,64,32.92714544983148,16.593207155820583,pilot50,,
688098_1206999088_glm4_dewrap_join_chunk_0007,688098,申联生物,1206999088,7,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6421,5917,3769,3769,14,3769,232,232,116,52,52,0,10,12,8,10,9,3,12,0.2307692307692307,6,-6,2.0961538461538463,,144,116,144,32.491379310344826,26.17361111111111,32.491379310344826,26.17361111111111,122,54,32.36932873441231,14.32740780047758,pilot50,,
688098_1206999088_glm4_dewrap_join_chunk_0008,688098,申联生物,1206999088,8,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6649,6139,3957,3957,14,3957,248,248,124,62,62,0,15,18,12,8,6,3,9,0.1451612903225806,5,-4,1.6935483870967742,,135,124,135,31.911290322580644,29.31111111111111,31.911290322580644,29.31111111111111,20,6,5.054334091483447,1.516300227445034,pilot50,,
688098_1206999088_glm4_dewrap_join_chunk_0009,688098,申联生物,1206999088,9,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6330,5634,3977,3977,14,3977,205,205,103,60,60,0,15,20,10,8,5,2,7,0.1166666666666666,5,-2,1.5666666666666669,,122,103,122,38.61165048543689,32.59836065573771,38.61165048543689,32.59836065573771,16,10,4.023133014835303,2.514458134272064,pilot50,,
688098_1206999088_glm4_dewrap_join_chunk_0010,688098,申联生物,1206999088,10,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5882,5188,3708,3708,14,3708,251,251,126,62,62,0,28,15,9,6,3,1,4,0.064516129032258,5,1,1.096774193548387,,147,126,147,29.428571428571427,25.22448979591837,29.428571428571427,25.22448979591837,62,27,16.720604099244877,7.281553398058253,pilot50,,
688098_1206999088_glm4_dewrap_join_chunk_0011,688098,申联生物,1206999088,11,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6013,5342,3988,3988,14,3988,197,197,99,62,62,0,0,0,0,0,62,0,62,1.0,5,-57,4.0,,136,99,136,40.28282828282829,29.323529411764707,40.28282828282829,29.323529411764707,62,48,15.54663991975928,12.036108324974924,pilot50,,
688098_1206999088_glm4_dewrap_join_chunk_0012,688098,申联生物,1206999088,12,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0012.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6006,5494,3992,3992,14,3992,223,223,112,62,62,0,15,12,10,8,14,3,17,0.2741935483870967,5,-12,2.0483870967741935,,138,112,138,35.642857142857146,28.92753623188406,35.642857142857146,28.92753623188406,210,110,52.60521042084168,27.55511022044088,pilot50,,
688098_1206999088_glm4_dewrap_join_chunk_0013,688098,申联生物,1206999088,13,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0013.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6054,5492,3990,3990,14,3990,289,289,145,54,54,0,10,12,8,10,10,4,14,0.2592592592592592,5,-9,2.185185185185185,,190,145,190,27.517241379310345,21.0,27.517241379310345,21.0,220,96,55.13784461152882,24.060150375939852,pilot50,,
688098_1206999088_glm4_dewrap_join_chunk_0014,688098,申联生物,1206999088,14,14,results/glm4_dewrap_join_pilot50_20260705/chunks/688098_1206999088_glm4_dewrap_join_chunk_0014.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,3024,2804,1902,1902,14,1902,317,317,159,42,42,0,0,0,0,12,20,10,30,0.7142857142857143,6,-24,3.952380952380953,,184,159,184,11.962264150943396,10.33695652173913,11.962264150943396,10.33695652173913,145,58,76.23554153522608,30.494216614090433,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0001,688128,中国电器,1207049162,1,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7014,6628,3992,3992,34,3992,260,260,130,62,62,0,12,18,15,10,5,2,7,0.1129032258064516,7,0,1.7419354838709675,,138,130,138,30.70769230769231,28.92753623188406,30.70769230769231,28.92753623188406,309,162,77.40480961923848,40.5811623246493,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0002,688128,中国电器,1207049162,2,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6963,6594,3995,3995,34,3995,226,226,113,62,62,0,12,15,18,10,5,2,7,0.1129032258064516,6,-1,1.7903225806451613,,124,113,124,35.35398230088496,32.21774193548387,35.35398230088496,32.21774193548387,137,94,34.292866082603254,23.52941176470588,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0003,688128,中国电器,1207049162,3,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6898,6620,3985,3985,34,3985,355,355,178,62,62,0,12,15,18,10,5,2,7,0.1129032258064516,6,-1,1.7903225806451613,,202,178,202,22.3876404494382,19.72772277227723,22.3876404494382,19.72772277227723,190,108,47.678795483061485,27.101631116687575,pilot50,,
