sec_code,sec_name,source_custom_ids,source_chunk_start,source_chunk_end,source_chunk_n,Text_len,summary_len_raw_sum,Chunk_num,unit,process,threshold,summary_floor,candidate,Summary_len,floor_applied,n0,n1,n2,n3,n4,n5,Relevant_score,innovation_terms_all_union,innovation_terms_without_target,innovation_rate_all_union,innovation_rate_without_target,Redundancy_chunk
688358,祥生医疗,688358_1207116567_glm4_dewrap_join_chunk_0016;688358_1207116567_glm4_dewrap_join_chunk_0017,16,17,2,5402.0,254.0,16,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,254.0,0,7.0,8.0,5.0,3.0,29.0,1.0,2.792452830188679,357.0,121.0,66.08663457978527,22.39911144020733,21.26771653543307
688357,建龙微纳,688357_1207119374_glm4_dewrap_join_chunk_0001,1,1,1,3984.0,123.0,17,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,123.0,0,12.0,18.0,15.0,10.0,5.0,2.0,1.7419354838709677,60.0,47.0,15.060240963855422,11.797188755020079,32.390243902439025
688357,建龙微纳,688357_1207119374_glm4_dewrap_join_chunk_0002,2,2,1,3918.0,115.0,17,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,115.0,0,0.0,0.0,0.0,15.0,12.0,3.0,3.6,195.0,78.0,49.77029096477795,19.90811638591118,34.06956521739131
688357,建龙微纳,688357_1207119374_glm4_dewrap_join_chunk_0003,3,3,1,3912.0,132.0,17,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,132.0,0,0.0,15.0,18.0,12.0,12.0,5.0,2.5806451612903225,68.0,46.0,17.382413087934562,11.758691206543968,29.636363636363637
688357,建龙微纳,688357_1207119374_glm4_dewrap_join_chunk_0004,4,4,1,3909.0,176.0,17,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,176.0,0,18.0,15.0,12.0,8.0,6.0,3.0,1.6451612903225807,101.0,47.0,25.837810181632133,12.023535431056535,22.210227272727273
688357,建龙微纳,688357_1207119374_glm4_dewrap_join_chunk_0005,5,5,1,3979.0,142.0,17,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,142.0,0,12.0,20.0,15.0,8.0,5.0,2.0,1.6774193548387097,66.0,34.0,16.587082181452626,8.54486051771802,28.02112676056338
688357,建龙微纳,688357_1207119374_glm4_dewrap_join_chunk_0006,6,6,1,3961.0,131.0,17,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,131.0,0,15.0,12.0,10.0,5.0,5.0,1.0,1.5,120.0,60.0,30.295379954556932,15.147689977278466,30.236641221374047
688357,建龙微纳,688357_1207119374_glm4_dewrap_join_chunk_0007,7,7,1,3871.0,222.0,17,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,222.0,0,12.0,15.0,10.0,7.0,7.0,3.0,1.8333333333333333,147.0,72.0,37.9746835443038,18.599845001291655,17.436936936936938
688357,建龙微纳,688357_1207119374_glm4_dewrap_join_chunk_0008,8,8,1,3980.0,204.0,17,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,204.0,0,0.0,0.0,0.0,0.0,24.0,24.0,4.5,65.0,45.0,16.331658291457288,11.306532663316583,19.50980392156863
688357,建龙微纳,688357_1207119374_glm4_dewrap_join_chunk_0009,9,9,1,3896.0,138.0,17,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,138.0,0,10.0,12.0,8.0,7.0,9.0,3.0,2.0408163265306123,82.0,32.0,21.04722792607803,8.213552361396305,28.231884057971016
688357,建龙微纳,688357_1207119374_glm4_dewrap_join_chunk_0010,10,10,1,3983.0,112.0,17,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,112.0,0,10.0,15.0,12.0,10.0,5.0,3.0,1.8909090909090909,94.0,61.0,23.60030128044188,15.315089128797387,35.5625
688357,建龙微纳,688357_1207119374_glm4_dewrap_join_chunk_0011,11,11,1,3979.0,120.0,17,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,120.0,0,0.0,0.0,0.0,24.0,38.0,0.0,3.6129032258064515,52.0,44.0,13.068610203568737,11.058054787635083,33.15833333333333
688357,建龙微纳,688357_1207119374_glm4_dewrap_join_chunk_0012,12,12,1,3993.0,149.0,17,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,149.0,0,0.0,0.0,0.0,30.0,30.0,0.0,3.5,86.0,72.0,21.537690959178562,18.031555221637866,26.798657718120804
688357,建龙微纳,688357_1207119374_glm4_dewrap_join_chunk_0013,13,13,1,3959.0,135.0,17,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,135.0,0,15.0,20.0,10.0,8.0,5.0,2.0,1.5666666666666667,45.0,23.0,11.366506693609498,5.809547865622632,29.325925925925926
688357,建龙微纳,688357_1207119374_glm4_dewrap_join_chunk_0014,14,14,1,3846.0,136.0,17,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,136.0,0,15.0,18.0,10.0,7.0,3.0,1.0,1.4074074074074074,9.0,3.0,2.3400936037441498,0.7800312012480499,28.279411764705884
688357,建龙微纳,688357_1207119374_glm4_dewrap_join_chunk_0015,15,15,1,3545.0,112.0,17,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,112.0,0,42.0,0.0,0.0,0.0,18.0,0.0,1.2,43.0,40.0,12.129760225669958,11.283497884344147,31.651785714285715
688357,建龙微纳,688357_1207119374_glm4_dewrap_join_chunk_0016,16,16,1,3982.0,124.0,17,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,124.0,0,0.0,0.0,0.0,0.0,30.0,30.0,4.5,197.0,98.0,49.472626820693115,24.610748367654445,32.11290322580645
688357,建龙微纳,688357_1207119374_glm4_dewrap_join_chunk_0017,17,17,1,3113.0,167.0,17,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,167.0,0,15.0,12.0,8.0,7.0,5.0,1.0,1.5416666666666667,266.0,120.0,85.44812078380983,38.54802441374879,18.64071856287425
688399,硕世生物,688399_1207122312_glm4_dewrap_join_chunk_0001,1,1,1,3990.0,143.0,22,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,143.0,0,10.0,15.0,18.0,12.0,5.0,2.0,1.8870967741935485,159.0,132.0,39.849624060150376,33.08270676691729,27.902097902097903
688399,硕世生物,688399_1207122312_glm4_dewrap_join_chunk_0002,2,2,1,3930.0,130.0,22,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,130.0,0,10.0,22.0,18.0,8.0,3.0,1.0,1.596774193548387,68.0,26.0,17.302798982188293,6.6157760814249365,30.23076923076923
688399,硕世生物,688399_1207122312_glm4_dewrap_join_chunk_0003,3,3,1,3998.0,97.0,22,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,97.0,0,15.0,28.0,12.0,8.0,4.0,1.0,1.4264705882352942,54.0,29.0,13.506753376688344,7.2536268134067035,41.21649484536083
688399,硕世生物,688399_1207122312_glm4_dewrap_join_chunk_0004,4,4,1,3991.0,150.0,22,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,150.0,0,12.0,16.0,10.0,8.0,5.0,1.0,1.6346153846153846,38.0,19.0,9.52142320220496,4.76071160110248,26.606666666666666
688399,硕世生物,688399_1207122312_glm4_dewrap_join_chunk_0005,5,5,1,3983.0,102.0,22,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,102.0,0,15.0,18.0,5.0,5.0,4.0,2.0,1.4081632653061225,169.0,110.0,42.43032889781571,27.617373838814963,39.049019607843135
688399,硕世生物,688399_1207122312_glm4_dewrap_join_chunk_0006,6,6,1,3973.0,27.0,22,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,27.0,0,0.0,28.0,3.0,0.0,0.0,0.0,1.096774193548387,144.0,89.0,36.24465139692927,22.401208155046564,147.14814814814815
688399,硕世生物,688399_1207122312_glm4_dewrap_join_chunk_0007,7,7,1,3995.0,107.0,22,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,107.0,0,15.0,28.0,10.0,5.0,3.0,1.0,1.2903225806451613,81.0,58.0,20.275344180225282,14.518147684605758,37.33644859813084
688399,硕世生物,688399_1207122312_glm4_dewrap_join_chunk_0008,8,8,1,3983.0,126.0,22,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,126.0,0,18.0,16.0,8.0,4.0,6.0,2.0,1.4444444444444444,222.0,170.0,55.73688174742656,42.68139593271403,31.61111111111111
688399,硕世生物,688399_1207122312_glm4_dewrap_join_chunk_0009,9,9,1,3880.0,118.0,22,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,118.0,0,12.0,18.0,15.0,9.0,6.0,2.0,1.7580645161290323,222.0,174.0,57.21649484536082,44.845360824742265,32.88135593220339
688399,硕世生物,688399_1207122312_glm4_dewrap_join_chunk_0010,10,10,1,3956.0,111.0,22,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,111.0,0,0.0,12.0,15.0,12.0,10.0,5.0,2.6481481481481484,227.0,196.0,57.381193124368046,49.54499494438827,35.63963963963964
688399,硕世生物,688399_1207122312_glm4_dewrap_join_chunk_0011,11,11,1,3985.0,193.0,22,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,193.0,0,6.0,15.0,12.0,10.0,8.0,3.0,2.1481481481481484,159.0,116.0,39.89962358845671,29.109159347553327,20.647668393782382
688399,硕世生物,688399_1207122312_glm4_dewrap_join_chunk_0012,12,12,1,3990.0,148.0,22,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,148.0,0,10.0,15.0,12.0,6.0,4.0,1.0,1.625,108.0,65.0,27.06766917293233,16.290726817042607,26.95945945945946
688399,硕世生物,688399_1207122312_glm4_dewrap_join_chunk_0013,13,13,1,3752.0,126.0,22,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,126.0,0,0.0,0.0,0.0,12.0,18.0,18.0,4.125,88.0,81.0,23.454157782515992,21.588486140724946,29.77777777777778
688399,硕世生物,688399_1207122312_glm4_dewrap_join_chunk_0014,14,14,1,3948.0,157.0,22,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,157.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,24.0,12.664640324214792,6.079027355623101,25.146496815286625
688399,硕世生物,688399_1207122312_glm4_dewrap_join_chunk_0015,15,15,1,3946.0,101.0,22,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,101.0,0,0.0,0.0,0.0,20.0,18.0,0.0,3.473684210526316,143.0,80.0,36.23922959959452,20.27369488089204,39.06930693069307
688399,硕世生物,688399_1207122312_glm4_dewrap_join_chunk_0016,16,16,1,3988.0,106.0,22,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,106.0,0,42.0,10.0,5.0,2.0,1.0,0.0,0.5,100.0,22.0,25.075225677031096,5.516549648946841,37.62264150943396
688399,硕世生物,688399_1207122312_glm4_dewrap_join_chunk_0017,17,17,1,3501.0,100.0,22,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,100.0,0,12.0,15.0,8.0,5.0,2.0,0.0,1.2857142857142858,24.0,19.0,6.8551842330762645,5.427020851185376,35.01
688399,硕世生物,688399_1207122312_glm4_dewrap_join_chunk_0018,18,18,1,3862.0,150.0,22,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,150.0,0,15.0,20.0,10.0,8.0,5.0,2.0,1.5666666666666667,65.0,52.0,16.830657690315896,13.464526152252718,25.746666666666666
688399,硕世生物,688399_1207122312_glm4_dewrap_join_chunk_0019,19,19,1,3977.0,157.0,22,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,157.0,0,15.0,18.0,12.0,8.0,6.0,3.0,1.6935483870967742,119.0,18.0,29.922051797837565,4.526024641689716,25.331210191082803
688399,硕世生物,688399_1207122312_glm4_dewrap_join_chunk_0020,20,20,1,3940.0,75.0,22,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,75.0,0,10.0,20.0,15.0,10.0,4.0,1.0,1.6833333333333333,168.0,142.0,42.639593908629436,36.04060913705584,52.53333333333333
688399,硕世生物,688399_1207122312_glm4_dewrap_join_chunk_0021,21,21,1,3972.0,153.0,22,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,153.0,0,30.0,15.0,10.0,3.0,2.0,0.0,0.8666666666666667,240.0,172.0,60.422960725075534,43.3031218529708,25.96078431372549
688399,硕世生物,688399_1207122312_glm4_dewrap_join_chunk_0022;688399_1207122312_glm4_dewrap_join_chunk_0023,22,23,2,5228.0,281.0,22,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,281.0,0,13.0,20.0,18.0,18.0,17.0,4.0,2.2,457.0,270.0,87.41392501912777,51.64498852333588,18.604982206405694
688198,佰仁医疗,688198_1207130602_glm4_dewrap_join_chunk_0001,1,1,1,3982.0,140.0,20,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,140.0,0,8.0,22.0,18.0,15.0,4.0,1.0,1.8235294117647058,68.0,48.0,17.076845806127576,12.054244098442993,28.442857142857143
688198,佰仁医疗,688198_1207130602_glm4_dewrap_join_chunk_0002,2,2,1,3974.0,129.0,20,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,129.0,0,15.0,18.0,12.0,10.0,5.0,2.0,1.6451612903225807,139.0,75.0,34.97735279315551,18.87267237040765,30.8062015503876
688198,佰仁医疗,688198_1207130602_glm4_dewrap_join_chunk_0003,3,3,1,3995.0,268.0,20,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,268.0,0,8.0,15.0,12.0,14.0,9.0,4.0,2.2096774193548385,113.0,61.0,28.28535669586984,15.269086357947435,14.906716417910447
688198,佰仁医疗,688198_1207130602_glm4_dewrap_join_chunk_0004,4,4,1,3991.0,108.0,20,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,108.0,0,32.0,20.0,8.0,5.0,2.0,1.0,0.9411764705882353,112.0,55.0,28.063142069656728,13.781007266349286,36.9537037037037
688198,佰仁医疗,688198_1207130602_glm4_dewrap_join_chunk_0005,5,5,1,3997.0,132.0,20,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,132.0,0,15.0,16.0,8.0,7.0,5.0,3.0,1.6296296296296295,99.0,80.0,24.76857643232424,20.01501125844383,30.28030303030303
688198,佰仁医疗,688198_1207130602_glm4_dewrap_join_chunk_0006,6,6,1,3999.0,264.0,20,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,264.0,0,10.0,15.0,12.0,10.0,5.0,2.0,1.8333333333333333,113.0,90.0,28.257064266066518,22.50562640660165,15.147727272727273
688198,佰仁医疗,688198_1207130602_glm4_dewrap_join_chunk_0007,7,7,1,3991.0,134.0,20,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,134.0,0,12.0,20.0,15.0,8.0,5.0,2.0,1.6774193548387097,45.0,28.0,11.275369581558506,7.015785517414182,29.78358208955224
688198,佰仁医疗,688198_1207130602_glm4_dewrap_join_chunk_0008,8,8,1,3997.0,197.0,20,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,197.0,0,8.0,15.0,12.0,10.0,6.0,3.0,2.0,125.0,63.0,31.273455091318485,15.761821366024519,20.289340101522843
688198,佰仁医疗,688198_1207130602_glm4_dewrap_join_chunk_0009,9,9,1,3986.0,141.0,20,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,141.0,0,10.0,15.0,12.0,6.0,4.0,1.0,1.625,120.0,64.0,30.105368790767688,16.056196688409432,28.26950354609929
688198,佰仁医疗,688198_1207130602_glm4_dewrap_join_chunk_0010,10,10,1,3993.0,155.0,20,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,155.0,0,15.0,20.0,18.0,12.0,9.0,4.0,1.8974358974358974,49.0,27.0,12.271475081392436,6.7618332081142,25.761290322580646
688198,佰仁医疗,688198_1207130602_glm4_dewrap_join_chunk_0011,11,11,1,3996.0,156.0,20,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,156.0,0,15.0,12.0,10.0,8.0,14.0,3.0,2.0483870967741935,75.0,59.0,18.76876876876877,14.764764764764765,25.615384615384617
688198,佰仁医疗,688198_1207130602_glm4_dewrap_join_chunk_0012,12,12,1,3461.0,103.0,20,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,103.0,0,10.0,15.0,12.0,7.0,3.0,1.0,1.6041666666666667,32.0,13.0,9.245882692863335,3.7561398439757294,33.601941747572816
688198,佰仁医疗,688198_1207130602_glm4_dewrap_join_chunk_0013,13,13,1,3083.0,132.0,20,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,132.0,0,30.0,15.0,5.0,5.0,4.0,1.0,1.0166666666666666,29.0,5.0,9.406422315926047,1.621796951021732,23.356060606060606
688198,佰仁医疗,688198_1207130602_glm4_dewrap_join_chunk_0014,14,14,1,3970.0,130.0,20,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,130.0,0,15.0,20.0,10.0,8.0,4.0,1.0,1.4655172413793103,16.0,3.0,4.030226700251889,0.7556675062972292,30.53846153846154
688198,佰仁医疗,688198_1207130602_glm4_dewrap_join_chunk_0015,15,15,1,3976.0,132.0,20,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,132.0,0,18.0,15.0,12.0,8.0,6.0,3.0,1.6451612903225807,31.0,21.0,7.796780684104628,5.28169014084507,30.12121212121212
688198,佰仁医疗,688198_1207130602_glm4_dewrap_join_chunk_0016,16,16,1,3986.0,158.0,20,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,158.0,0,18.0,15.0,10.0,9.0,7.0,3.0,1.6935483870967742,167.0,109.0,41.896638233818365,27.345709984947312,25.227848101265824
688198,佰仁医疗,688198_1207130602_glm4_dewrap_join_chunk_0017,17,17,1,3987.0,199.0,20,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,199.0,0,12.0,19.0,10.0,8.0,8.0,5.0,1.935483870967742,242.0,133.0,60.69726611487334,33.358414848256835,20.035175879396984
688198,佰仁医疗,688198_1207130602_glm4_dewrap_join_chunk_0018,18,18,1,3902.0,127.0,20,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,127.0,0,12.0,15.0,18.0,10.0,5.0,2.0,1.7903225806451613,248.0,138.0,63.55715017939519,35.366478728857,30.724409448818896
688198,佰仁医疗,688198_1207130602_glm4_dewrap_join_chunk_0019,19,19,1,3961.0,177.0,20,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,177.0,0,0.0,15.0,20.0,18.0,12.0,3.0,2.5294117647058822,152.0,100.0,38.374147942438775,25.246149962130772,22.37853107344633
688198,佰仁医疗,688198_1207130602_glm4_dewrap_join_chunk_0020;688198_1207130602_glm4_dewrap_join_chunk_0021,20,21,2,5017.0,201.0,20,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,201.0,0,25.0,25.0,15.0,14.0,10.0,4.0,1.6881720430107527,361.0,188.0,71.95535180386685,37.472593183177196,24.960199004975124
688258,卓易信息,688258_1207126567_glm4_dewrap_join_chunk_0001,1,1,1,3971.0,126.0,18,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,126.0,0,12.0,15.0,18.0,10.0,5.0,2.0,1.7903225806451613,117.0,24.0,29.463611181062703,6.043817678166708,31.515873015873016
688258,卓易信息,688258_1207126567_glm4_dewrap_join_chunk_0002,2,2,1,3992.0,163.0,18,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,163.0,0,15.0,20.0,12.0,9.0,5.0,1.0,1.5483870967741935,118.0,38.0,29.559118236472944,9.519038076152306,24.49079754601227
688258,卓易信息,688258_1207126567_glm4_dewrap_join_chunk_0003,3,3,1,3837.0,185.0,18,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,185.0,0,15.0,18.0,6.0,4.0,5.0,1.0,1.3673469387755102,82.0,35.0,21.37086265311441,9.12170966901225,20.74054054054054
688258,卓易信息,688258_1207126567_glm4_dewrap_join_chunk_0004,4,4,1,3927.0,115.0,18,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,115.0,0,15.0,18.0,12.0,10.0,5.0,2.0,1.6451612903225807,83.0,11.0,21.135727018079958,2.8011204481792715,34.14782608695652
688258,卓易信息,688258_1207126567_glm4_dewrap_join_chunk_0005,5,5,1,3958.0,141.0,18,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,141.0,0,12.0,15.0,14.0,10.0,8.0,3.0,1.935483870967742,152.0,37.0,38.40323395654371,9.348155634158665,28.070921985815602
688258,卓易信息,688258_1207126567_glm4_dewrap_join_chunk_0006,6,6,1,3828.0,149.0,18,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,149.0,0,4.0,15.0,12.0,10.0,6.0,2.0,2.1020408163265305,58.0,13.0,15.151515151515152,3.396029258098223,25.691275167785236
688258,卓易信息,688258_1207126567_glm4_dewrap_join_chunk_0007,7,7,1,3994.0,191.0,18,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,191.0,0,0.0,0.0,0.0,12.0,18.0,0.0,3.6,41.0,6.0,10.265398097145718,1.5022533800701052,20.910994764397905
688258,卓易信息,688258_1207126567_glm4_dewrap_join_chunk_0008,8,8,1,3958.0,131.0,18,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,131.0,0,15.0,12.0,10.0,12.0,7.0,2.0,1.8275862068965518,71.0,45.0,17.938352703385547,11.369378473976756,30.213740458015266
688258,卓易信息,688258_1207126567_glm4_dewrap_join_chunk_0009,9,9,1,3646.0,104.0,18,Summary_len_glm4,merge_tail,2000,0,glm4token_tailmerge2000_floor0,104.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,58.0,22.0,15.907844212835986,6.034009873834339,35.05769230769231
