custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model,summary_glm4_tokens,Summary_len_proxy,Summary_len_glm4,Redundancy_chunk_proxy,Redundancy_chunk_glm4,Redundancy_chunk_proxy_w99,Redundancy_chunk_glm4_w99,innovation_terms_all_union,innovation_terms_without_target,innovation_rate_all_union,innovation_rate_without_target
688123_1207173489_glm4_dewrap_join_chunk_0011,688123,聚辰股份,1207173489,11,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6615,5937,3916,3916,19,3916,283,283,报告期内，公司前五大客户包括深圳市智嘉电子有限公司、上海柏建电子科技有限公司等，合计占营业收入比例分别为57.58%、54.79%和55.67%。公司与主要客户及经销商不存在关联关系，经销商数量整体保持稳定。公司主要原材料为晶圆和封装测试服务，晶圆采购单价呈下降趋势。公司前五大供应商包括中芯国际集成电路制造（上海）有限公司、江阴长电先进封装有限公司等，合计占采购总额比例分别为98.87%和98.14%。中芯国际集成电路制造有限公司成立于2000年，主营业务为集成电路制造；江阴长电先进封装有限公司为江苏长电科技股份有限公司的全资子公司，主营业务为半导体封装测试。,142,58,58,0,15,12,10,12,6,3,9,0.1551724137931034,6,-3,1.8448275862068968,,150,142,150,27.577464788732396,26.106666666666666,27.577464788732396,26.106666666666666,100,71,25.53626149131767,18.130745658835544
688123_1207173489_glm4_dewrap_join_chunk_0012,688123,聚辰股份,1207173489,12,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0012.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6696,6133,3981,3981,19,3981,167,167,公司向日月光半导体（昆山）有限公司采购芯片封装测试服务，采购金额逐年上升。公司向山东新恒汇电子科技有限公司采购芯片封装测试服务，2018年起相应建立了业务往来。公司向天水华天科技股份有限公司采购芯片封装测试服务，采购金额基本保持稳定。公司主要产品的晶圆采购数量、封装测试服务采购数量、产品产量及销量数据逐年上升，产销率处于合理范围内。,84,48,48,0,24,12,6,4,2,0,2,0.0416666666666666,4,2,0.9166666666666666,,89,84,89,47.392857142857146,44.73033707865169,47.392857142857146,44.73033707865169,135,94,33.91107761868877,23.61215774930922
688123_1207173489_glm4_dewrap_join_chunk_0013,688123,聚辰股份,1207173489,13,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0013.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6322,5627,3999,3999,19,3999,139,139,截至2019年6月30日，发行人拥有44项中国专利和5项美国发明专利，涵盖存储器、电源管理、模数转换等领域。发行人通过继受取得和原始取得方式获得专利，其中继受取得专利主要来自与ISSI和美凌微电子的交易。发行人还拥有44项集成电路布图设计登记证书，涉及电源管理芯片和存储芯片等。,70,54,54,0,12,6,8,10,15,3,18,0.3333333333333333,5,-13,2.3518518518518516,,86,70,86,57.128571428571426,46.5,49.63207142857147,45.137359550561804,127,93,31.75793948487122,23.25581395348837
688123_1207173489_glm4_dewrap_join_chunk_0014,688123,聚辰股份,1207173489,14,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0014.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6830,6135,3949,3949,19,3949,256,256,发行人拥有44项境内专利和5项美国发明专利，以及44项集成电路布图设计登记证书，这些专利和证书广泛运用于EEPROM、音圈马达驱动芯片、智能卡芯片、运算放大器等产品中，为现有产品提供技术支撑并储备用于未来开发。发行人通过授权使用他方IP核，包括虚拟组件、RSA5X技术、RSA5技术等，但IP核仅作辅助工具且可替代性强，不影响持续经营。发行人拥有高新技术企业证书、集成电路设计企业认定证书等多项资质，并掌握高效电荷泵设计、在线纠错、高精度温度传感器等核心技术，这些技术自主研发并应用于EEPROM芯片等核心产品。,128,68,68,0,19,12,10,14,9,4,13,0.1911764705882352,5,-8,1.911764705882353,,145,128,145,30.8515625,27.23448275862069,30.8515625,27.23448275862069,152,85,38.4907571537098,21.524436566219293
688123_1207173489_glm4_dewrap_join_chunk_0015,688123,聚辰股份,1207173489,15,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0015.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6587,6082,3968,3968,19,3968,293,294,"公司拥有多项核心技术，包括音圈马达快速稳定算法、PWM调制方式、音圈马达驱动芯片与EEPROM二合一技术等，应用于音圈马达驱动芯片。公司还掌握智能卡芯片设计技术，如基于ISO/IEC 14443和15693协议的智能卡芯片设计技术、DES/3DES/SMS4算法安全防护技术、RSA/ECC算法加速技术等。公司核心技术产品占营业收入比例达100%，报告期内核心技术产品收入分别为23,960.40万元、43,219.22万元、34,385.79万元和30,675.37万元。公司通过自主研发的高能效电荷泵设计技术解决了低电压领域应用中供电电压降低引起电荷泵能力不足的问题，提升了产品性能。",147,68,68,0,15,20,10,12,8,3,11,0.1617647058823529,6,-5,1.8088235294117647,,163,147,163,26.993197278911566,24.34355828220859,26.993197278911566,24.34355828220859,217,72,54.6875,18.145161290322584
688123_1207173489_glm4_dewrap_join_chunk_0016,688123,聚辰股份,1207173489,16,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0016.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7218,6752,3992,3992,19,3992,745,745,公司EEPROM技术将耐擦写次数提升至400万次以上，数据保持时间达100年以上，高温擦写次数达20万次以上。公司独创数字控制编程/擦除电压斜率技术，提升产品可靠性。公司是国内最先基于1.01um2存储单元开发EEPROM的供应商之一，成功量产128Kbit产品。公司采用两路复用Y译码驱动电路节省面积20%，采用读写通路复用技术降低成本。公司自主研发无字节选择管存储阵列技术，使阵列面积减少近1/3。公司音圈马达驱动芯片技术将稳定时间缩短至几毫秒，PWM调制技术降低功耗50%~70%。公司自主研发音圈马达驱动芯片与EEPROM二合一技术，减小芯片面积。公司智能卡芯片技术采用自主研发的嵌入式EEPROM存储器技术，数据保存时间最高达25年，擦写次数最高达50万次。公司采用独特的静电防护技术，ESD保护电压达8000V。公司采用低功耗设计技术，最小工作场强达0.1A/m。公司自主研发DES/3DES/SMS4算法安全防护技术，有效防护SPA/DPA攻击。公司采用RSA/ECC硬核方式加速算法运行。公司自主研发主动防御屏蔽层技术，防止激光攻击和物理侵入。公司非接触CPU卡芯片低功耗技术使最小工作场强达0.2A/M。公司CMOS低噪声放大器设计技术噪声仅几nV/√Hz。公司CMOS低失调放大器设计技术典型失调电压仅几个uV。公司CMOS放大器超低功耗设计技术最低静态功耗达nA级别。公司CMOS高带宽放大器设计技术实现超高带宽与低功耗。公司EEPROM相关核心技术已申请多项专利，包括适合低电压操作的电荷泵电路、存储器及其操作方法等。公司高能效电荷泵设计方法及新一代EEPROM设计技术广泛应用于全系列EEPROM产品，使产品在高性能、高可靠性、低功耗、高性价比等维度实现整体优化。,373,27,48,1,0,0,0,0,15,12,27,1.0,6,-21,4.444444444444445,,432,373,432,10.702412868632708,9.24074074074074,10.702412868632708,9.24074074074074,223,97,55.86172344689379,24.298597194388776
688123_1207173489_glm4_dewrap_join_chunk_0017,688123,聚辰股份,1207173489,17,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0017.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6916,6378,3976,3976,19,3976,325,327,发行人通过编程/擦除电压斜率控制技术、在线纠错技术等，显著提升了EEPROM产品的可靠性、耐擦写次数和高温可靠性，缩小了与国际领先厂商的技术差距。发行人通过多路复用Y译码驱动电路等技术，创新芯片结构，减小芯片面积，降低生产成本。发行人通过高精度温度传感器技术，成功开发集成温度传感器的SPD EEPROM产品，温度传感器精度远超DDR5 DIMM应用要求。发行人在音圈马达驱动芯片领域拥有7项核心技术及多项专利，通过马达快速稳定算法等技术，显著减小音圈马达稳定时间，提升稳定效果。发行人通过音圈马达驱动芯片与EEPROM二合一技术，成功开发二合一产品，减小芯片面积，支持摄像头模组小型化。发行人通过失调电流自校准技术，大幅减小芯片测试时间，降低测试成本。,163,25,48,1,0,0,0,0,15,10,25,1.0,6,-19,4.4,,187,163,187,24.392638036809817,21.262032085561497,24.392638036809817,21.262032085561497,217,96,54.57746478873239,24.14486921529175
688123_1207173489_glm4_dewrap_join_chunk_0018,688123,聚辰股份,1207173489,18,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0018.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6387,5722,3736,3736,19,3736,187,190,公司研发8LP NOR片应用于TDDI、FLASH AMOLED和3D摄像头等市场，待机电流目标15uA以下；研发非接触逻辑加密智能卡芯片，兼容ISO/IEC14443协议；研发高可靠性半桥电机驱动芯片，目标实现80V电压应用；研发64Kbit和128Kbit EEPROM存储芯片，采用最小尺寸封装降低成本；研发智能音频功率放大器，集成自动失调校正功能，失调电压目标小于1mV。,94,62,62,0,15,18,12,8,6,3,9,0.1451612903225806,5,-4,1.6935483870967742,,105,94,105,39.744680851063826,35.58095238095238,39.744680851063826,35.58095238095238,192,113,51.39186295503212,30.246252676659527
688123_1207173489_glm4_dewrap_join_chunk_0019,688123,聚辰股份,1207173489,19,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0019.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,3466,3296,1937,1937,19,1937,239,239,公司研发人员数量为64人，核心技术人员6人，研发人员占比42.38%。公司研发中心包括设计部、系统应用部、测试部、技术开发部四个团队，为芯片产品及解决方案提供全方位技术支持。公司通过市场和客户需求导向的创新机制、有效的激励机制以及完善的技术保护及人才培养机制保持技术不断创新。公司已通过ISO9001质量管理体系认证，建立了完整的质量控制体系，包括新产品开发流程、供应商评估与核准流程等制度文件。公司境外子公司包括香港进出口、聚辰美国和聚辰台湾，境外销售主要通过香港进出口开展。,120,42,42,0,8,12,10,7,4,1,5,0.119047619047619,6,1,1.761904761904762,,122,120,122,16.141666666666666,15.87704918032787,16.141666666666666,15.87704918032787,174,92,89.82963345379453,47.49612803304078
688311_1208080135_glm4_dewrap_join_chunk_0001,688311,盟升电子,1208080135,1,17,results/glm4_dewrap_join_pilot5_20260705/chunks/688311_1208080135_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6400,6141,3972,3972,17,3972,212,212,盟升电子专注于卫星导航和卫星通信终端设备的研发制造，产品包括卫星导航接收机、组件、专用测试设备以及卫星通信天线等。公司掌握了核心技术，产品应用于国防、民航、海洋渔业等领域。卫星导航接收机具备高动态、抗干扰、多模兼容等特性，定位精度和测速精度处于国防领域较高水平。卫星通信天线产品通过适航认证，具备自动对准和持续跟踪功能，满足民航飞机使用要求。公司产品通过技术创新和性能优势，在复杂电磁环境下保障系统生存能力，并实现进口替代。,106,62,62,0,0,12,15,18,14,3,17,0.2741935483870967,6,-11,2.693548387096774,,121,106,121,37.471698113207545,32.82644628099174,37.471698113207545,32.82644628099174,75,50,18.882175226586103,12.58811681772407
688311_1208080135_glm4_dewrap_join_chunk_0002,688311,盟升电子,1208080135,2,17,results/glm4_dewrap_join_pilot5_20260705/chunks/688311_1208080135_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6493,6211,3969,3969,17,3969,221,221,"公司卫星通信产品采用多系统融合跟踪算法，跟踪精度达0.2°以内，抗振动冲击能力强，能承受40g冲击及10g振动，符合军工标准，可在高55,000ft、-55℃～70℃环境下工作。产品系列化齐全，满足全球通信卫星体制要求，是国内船载产品系列化最齐全的供应商之一。公司卫星通信系列产品2019年收入占比45.94%，军工产品占比64.50%。公司建立了完善的物流采购管理制度，对供应商准入设置严格管理程序，主要原材料与2家以上供应商保持稳定关系。",111,48,48,0,15,12,10,5,5,1,6,0.125,6,0,1.5,,124,111,124,35.75675675675676,32.00806451612903,35.75675675675676,32.00806451612903,64,27,16.12496850592089,6.802721088435374
688311_1208080135_glm4_dewrap_join_chunk_0003,688311,盟升电子,1208080135,3,17,results/glm4_dewrap_join_pilot5_20260705/chunks/688311_1208080135_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7500,7273,3982,3982,17,3982,243,243,公司通过严格筛选和持续管理外协供应商，确保产品质量，未出现外协产品导致客户问题。公司制定保密制度，外协环节不涉及核心技术和国家秘密，2019年通过四川省保密局检查。公司生产模式分为定制和标准产品生产，定制产品按用户需求开发，标准产品满足市场通用需求。军品销售主要通过客户比选，与主要军工集团建立长期合作；民品销售通过展会和竞标获取订单，包括卫星通信天线等产品。公司采用自主研发模式，军品以定制开发为主，民品以市场化运作为主。公司专注于卫星导航和卫星通信领域，产品类型和技术含量不断提升。,122,60,60,0,15,20,10,8,5,2,7,0.1166666666666666,6,-1,1.5666666666666669,,139,122,139,32.63934426229508,28.64748201438849,32.63934426229508,28.64748201438849,174,97,43.69663485685585,24.359618282270215
688311_1208080135_glm4_dewrap_join_chunk_0004,688311,盟升电子,1208080135,4,17,results/glm4_dewrap_join_pilot5_20260705/chunks/688311_1208080135_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7320,7034,3995,3995,17,3995,256,256,"公司卫星导航产品主要应用于国防军工领域，是“基于北斗卫星导航系统”的导航终端设备与核心部件产品。公司卫星导航产品接收和使用中国北斗卫星导航系统卫星所发射的信息资源，中国北斗卫星导航系统处于公司卫星导航产品的上游地位。公司产品兼容适用北斗系统、GPS、GLONASS卫星系统，但军工卫星导航产品仅使用我国北斗卫星导航系统的信息资源。公司卫星通信等系列产品主要应用于海事、民航市场。2009年至2019年，我国中央公共财政国防预算支出从4,829.85亿元增长至11,898.76亿元，10年复合增长率达9.44%。",128,60,60,0,28,18,8,4,1,1,2,0.0333333333333333,5,3,0.9166666666666666,,140,128,140,31.2109375,28.535714285714285,31.2109375,28.535714285714285,100,42,25.031289111389235,10.513141426783479
688311_1208080135_glm4_dewrap_join_chunk_0005,688311,盟升电子,1208080135,5,17,results/glm4_dewrap_join_pilot5_20260705/chunks/688311_1208080135_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7217,6909,3966,3966,17,3966,319,319,卫星通信具有覆盖广、距离长、频带宽等特点，但时延较大。卫星通信终端设备行业因卫星制造和发射发展而快速增长，卫星通信收费下降带动终端需求。我国民用卫星通信市场主要在海洋和航空领域，海事通信市场广阔，渔船卫星通信终端覆盖率有望提升。航空市场卫星通信技术方案逐渐成为主流，中国航空业发展前景广阔，民航客机数量增加和通信卫星建设为公司卫星通信产品拓展奠定基础。公司卫星导航产品应用于国防军事领域，使用北斗卫星导航系统；卫星通信产品与通信卫星进行信息交换，不依赖北斗。公司卫星导航和通信业务规模不断扩大，2017年至2019年收入呈上升趋势，已成为国内主要供应商之一。公司依托技术积累和产品优势参与市场竞争，未来将继续依托技术、产品、客户优势发展。,160,48,48,0,15,18,8,4,2,1,3,0.0625,6,3,1.2291666666666667,,174,160,174,24.7875,22.79310344827586,24.7875,22.79310344827586,72,23,18.15431164901664,5.799293998991428
688311_1208080135_glm4_dewrap_join_chunk_0006,688311,盟升电子,1208080135,6,17,results/glm4_dewrap_join_pilot5_20260705/chunks/688311_1208080135_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7355,7076,3998,3998,17,3998,196,196,发行人专注于卫星导航和卫星通信终端设备研发制造，坚持军民并重路线，掌握多项核心技术，成为国内主要供应商之一。公司卫星导航产品主要应用于国防军事领域，产品已定型并批量生产，配套层级不断提升。公司自主掌握导航天线、微波变频等核心技术，具备全国产化设计能力。卫星通信产品已通过空客、波音民航适航认证及军方天通卫星地面终端招标。公司拥有强大的研发团队和丰富的项目经验，产品质量和服务水平赢得用户认可。,98,62,62,0,10,15,12,10,10,5,15,0.2419354838709677,6,-9,2.161290322580645,,109,98,109,40.795918367346935,36.678899082568805,40.795918367346935,36.678899082568805,274,99,68.53426713356677,24.762381190595296
