sec_code,sec_name,text_len,summary_raw,source_custom_ids,source_chunk_count,n0,n1,n2,n3,n4,n5,processed_chunk_index,processed_chunk_n,sentence_count,high_score_count,relevant_score_merged,high_score_share_merged,candidate,low_relevance_rule,cap_applied,summary_diag,Redundancy_chunk_diag,Text_len,Summary_len,Chunk_num
688188,柏楚电子,3978.0,105.0,688188_1206491567_glm4_dewrap_join_chunk_0001,1,10.0,16.0,18.0,20.0,8.0,2.0,1,18,74.0,10.0,2.081081081081081,0.13513513513513514,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,105.0,37.885714285714286,3978.0,105.0,18
688188,柏楚电子,3989.0,77.0,688188_1206491567_glm4_dewrap_join_chunk_0002,1,12.0,55.0,10.0,5.0,1.0,0.0,2,18,83.0,1.0,1.1325301204819278,0.012048192771084338,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,77.0,51.8051948051948,3989.0,77.0,18
688188,柏楚电子,3984.0,101.0,688188_1206491567_glm4_dewrap_join_chunk_0003,1,9.0,52.0,13.0,9.0,6.0,2.0,3,18,91.0,8.0,1.5274725274725274,0.08791208791208792,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,80.0,49.8,3984.0,80.0,18
688188,柏楚电子,3817.0,140.0,688188_1206491567_glm4_dewrap_join_chunk_0004,1,11.0,34.0,11.0,16.0,12.0,8.0,4,18,92.0,20.0,2.0869565217391304,0.21739130434782608,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,140.0,27.264285714285716,3817.0,140.0,18
688188,柏楚电子,3848.0,138.0,688188_1206491567_glm4_dewrap_join_chunk_0005,1,12.0,18.0,18.0,24.0,22.0,10.0,5,18,104.0,32.0,2.5384615384615383,0.3076923076923077,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,138.0,27.884057971014492,3848.0,138.0,18
688188,柏楚电子,3963.0,117.0,688188_1206491567_glm4_dewrap_join_chunk_0006,1,2.0,9.0,14.0,22.0,9.0,2.0,6,18,58.0,11.0,2.5689655172413794,0.1896551724137931,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,117.0,33.87179487179487,3963.0,117.0,18
688188,柏楚电子,3982.0,119.0,688188_1206491567_glm4_dewrap_join_chunk_0007,1,3.0,13.0,19.0,27.0,11.0,2.0,7,18,75.0,13.0,2.48,0.17333333333333334,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,119.0,33.46218487394958,3982.0,119.0,18
688188,柏楚电子,3990.0,113.0,688188_1206491567_glm4_dewrap_join_chunk_0008,1,5.0,16.0,22.0,27.0,10.0,2.0,8,18,82.0,12.0,2.3292682926829267,0.14634146341463414,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,113.0,35.309734513274336,3990.0,113.0,18
688188,柏楚电子,3908.0,127.0,688188_1206491567_glm4_dewrap_join_chunk_0009,1,4.0,13.0,23.0,31.0,13.0,3.0,9,18,87.0,16.0,2.5172413793103448,0.1839080459770115,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,127.0,30.771653543307085,3908.0,127.0,18
688188,柏楚电子,3910.0,117.0,688188_1206491567_glm4_dewrap_join_chunk_0010,1,4.0,12.0,21.0,23.0,8.0,2.0,10,18,70.0,10.0,2.357142857142857,0.14285714285714285,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,117.0,33.41880341880342,3910.0,117.0,18
688188,柏楚电子,3506.0,104.0,688188_1206491567_glm4_dewrap_join_chunk_0011,1,24.0,3.0,18.0,13.0,12.0,3.0,11,18,73.0,15.0,1.9315068493150684,0.2054794520547945,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,104.0,33.71153846153846,3506.0,104.0,18
688188,柏楚电子,3981.0,140.0,688188_1206491567_glm4_dewrap_join_chunk_0012,1,26.0,15.0,25.0,19.0,9.0,2.0,12,18,96.0,11.0,1.75,0.11458333333333333,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,80.0,49.7625,3981.0,80.0,18
688188,柏楚电子,3928.0,196.0,688188_1206491567_glm4_dewrap_join_chunk_0013,1,13.0,27.0,29.0,20.0,20.0,7.0,13,18,116.0,27.0,2.2413793103448274,0.23275862068965517,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,196.0,20.040816326530614,3928.0,196.0,18
688188,柏楚电子,3852.0,153.0,688188_1206491567_glm4_dewrap_join_chunk_0014,1,11.0,18.0,24.0,20.0,25.0,10.0,14,18,108.0,35.0,2.5555555555555554,0.32407407407407407,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,153.0,25.176470588235293,3852.0,153.0,18
688188,柏楚电子,3972.0,180.0,688188_1206491567_glm4_dewrap_join_chunk_0015,1,8.0,21.0,23.0,18.0,20.0,9.0,15,18,99.0,29.0,2.484848484848485,0.29292929292929293,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,180.0,22.066666666666666,3972.0,180.0,18
688188,柏楚电子,3958.0,162.0,688188_1206491567_glm4_dewrap_join_chunk_0016,1,6.0,20.0,16.0,22.0,17.0,5.0,16,18,86.0,22.0,2.453488372093023,0.2558139534883721,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,162.0,24.432098765432098,3958.0,162.0,18
688188,柏楚电子,3990.0,170.0,688188_1206491567_glm4_dewrap_join_chunk_0017,1,5.0,14.0,18.0,24.0,24.0,7.0,17,18,92.0,31.0,2.75,0.33695652173913043,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,170.0,23.470588235294116,3990.0,170.0,18
688188,柏楚电子,3313.0,163.0,688188_1206491567_glm4_dewrap_join_chunk_0018,1,7.0,18.0,20.0,16.0,10.0,3.0,18,18,74.0,13.0,2.175675675675676,0.17567567567567569,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,163.0,20.32515337423313,3313.0,163.0,18
688321,微芯生物,3990.0,155.0,688321_1206499446_glm4_dewrap_join_chunk_0001,1,9.0,17.0,9.0,13.0,11.0,4.0,1,19,63.0,15.0,2.1904761904761907,0.23809523809523808,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,155.0,25.741935483870968,3990.0,155.0,19
688321,微芯生物,3983.0,167.0,688321_1206499446_glm4_dewrap_join_chunk_0002,1,10.0,20.0,14.0,15.0,11.0,4.0,2,19,74.0,15.0,2.1216216216216215,0.20270270270270271,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,167.0,23.850299401197606,3983.0,167.0,19
688321,微芯生物,3992.0,132.0,688321_1206499446_glm4_dewrap_join_chunk_0003,1,8.0,38.0,9.0,8.0,4.0,1.0,3,19,68.0,5.0,1.4852941176470589,0.07352941176470588,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,80.0,49.9,3992.0,80.0,19
688321,微芯生物,3977.0,55.0,688321_1206499446_glm4_dewrap_join_chunk_0004,1,7.0,65.0,5.0,1.0,1.0,0.0,4,19,79.0,1.0,1.0379746835443038,0.012658227848101266,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,55.0,72.30909090909091,3977.0,55.0,19
688321,微芯生物,3989.0,127.0,688321_1206499446_glm4_dewrap_join_chunk_0005,1,6.0,45.0,3.0,3.0,3.0,1.0,5,19,61.0,4.0,1.2622950819672132,0.06557377049180328,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,80.0,49.8625,3989.0,80.0,19
688321,微芯生物,3978.0,117.0,688321_1206499446_glm4_dewrap_join_chunk_0006,1,8.0,31.0,6.0,6.0,5.0,2.0,6,19,58.0,7.0,1.5689655172413792,0.1206896551724138,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,80.0,49.725,3978.0,80.0,19
688321,微芯生物,3959.0,132.0,688321_1206499446_glm4_dewrap_join_chunk_0007,1,6.0,27.0,8.0,9.0,12.0,5.0,7,19,67.0,17.0,2.1343283582089554,0.2537313432835821,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,132.0,29.992424242424242,3959.0,132.0,19
688321,微芯生物,3950.0,142.0,688321_1206499446_glm4_dewrap_join_chunk_0008,1,5.0,34.0,8.0,7.0,6.0,2.0,8,19,62.0,8.0,1.6935483870967742,0.12903225806451613,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,80.0,49.375,3950.0,80.0,19
688321,微芯生物,3985.0,149.0,688321_1206499446_glm4_dewrap_join_chunk_0009,1,4.0,19.0,9.0,11.0,14.0,6.0,9,19,63.0,20.0,2.4761904761904763,0.31746031746031744,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,149.0,26.74496644295302,3985.0,149.0,19
688321,微芯生物,3997.0,160.0,688321_1206499446_glm4_dewrap_join_chunk_0010,1,5.0,8.0,10.0,15.0,24.0,10.0,10,19,72.0,34.0,3.0416666666666665,0.4722222222222222,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,160.0,24.98125,3997.0,160.0,19
688321,微芯生物,3720.0,126.0,688321_1206499446_glm4_dewrap_join_chunk_0011,1,5.0,10.0,14.0,12.0,9.0,2.0,11,19,52.0,11.0,2.3076923076923075,0.21153846153846154,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,126.0,29.523809523809526,3720.0,126.0,19
688321,微芯生物,3791.0,122.0,688321_1206499446_glm4_dewrap_join_chunk_0012,1,4.0,11.0,13.0,9.0,7.0,1.0,12,19,45.0,8.0,2.1555555555555554,0.17777777777777778,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,122.0,31.07377049180328,3791.0,122.0,19
688321,微芯生物,3810.0,102.0,688321_1206499446_glm4_dewrap_join_chunk_0013,1,6.0,6.0,13.0,7.0,5.0,1.0,13,19,38.0,6.0,2.0526315789473686,0.15789473684210525,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,102.0,37.35294117647059,3810.0,102.0,19
688321,微芯生物,3800.0,97.0,688321_1206499446_glm4_dewrap_join_chunk_0014,1,6.0,5.0,9.0,6.0,5.0,2.0,14,19,33.0,7.0,2.1515151515151514,0.21212121212121213,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,97.0,39.175257731958766,3800.0,97.0,19
688321,微芯生物,3974.0,129.0,688321_1206499446_glm4_dewrap_join_chunk_0015,1,4.0,9.0,11.0,10.0,10.0,4.0,15,19,48.0,14.0,2.5208333333333335,0.2916666666666667,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,129.0,30.8062015503876,3974.0,129.0,19
688321,微芯生物,3986.0,161.0,688321_1206499446_glm4_dewrap_join_chunk_0016,1,4.0,16.0,8.0,14.0,10.0,3.0,16,19,55.0,13.0,2.3454545454545452,0.23636363636363636,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,161.0,24.757763975155278,3986.0,161.0,19
688321,微芯生物,3966.0,171.0,688321_1206499446_glm4_dewrap_join_chunk_0017,1,2.0,8.0,8.0,12.0,15.0,4.0,17,19,49.0,19.0,2.857142857142857,0.3877551020408163,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,171.0,23.19298245614035,3966.0,171.0,19
688321,微芯生物,3990.0,201.0,688321_1206499446_glm4_dewrap_join_chunk_0018,1,3.0,14.0,10.0,15.0,20.0,4.0,18,19,66.0,24.0,2.712121212121212,0.36363636363636365,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,201.0,19.850746268656717,3990.0,201.0,19
688321,微芯生物,3875.0,218.0,688321_1206499446_glm4_dewrap_join_chunk_0019,1,3.0,12.0,12.0,20.0,21.0,5.0,19,19,73.0,26.0,2.808219178082192,0.3561643835616438,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,218.0,17.775229357798164,3875.0,218.0,19
688168,安博通,3982.0,124.0,688168_1206873448_glm4_dewrap_join_chunk_0001,1,7.0,12.0,13.0,14.0,5.0,1.0,1,11,52.0,6.0,2.019230769230769,0.11538461538461539,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,124.0,32.11290322580645,3982.0,124.0,11
688168,安博通,3983.0,140.0,688168_1206873448_glm4_dewrap_join_chunk_0002,1,6.0,18.0,17.0,14.0,7.0,2.0,2,11,64.0,9.0,2.0625,0.140625,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,140.0,28.45,3983.0,140.0,11
688168,安博通,3960.0,87.0,688168_1206873448_glm4_dewrap_join_chunk_0003,1,3.0,45.0,6.0,3.0,1.0,0.0,3,11,58.0,1.0,1.206896551724138,0.017241379310344827,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,80.0,49.5,3960.0,80.0,11
688168,安博通,3994.0,180.0,688168_1206873448_glm4_dewrap_join_chunk_0004,1,4.0,14.0,9.0,11.0,12.0,5.0,4,11,55.0,17.0,2.5090909090909093,0.3090909090909091,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,180.0,22.18888888888889,3994.0,180.0,11
688168,安博通,3941.0,212.0,688168_1206873448_glm4_dewrap_join_chunk_0005,1,5.0,15.0,14.0,15.0,13.0,7.0,5,11,69.0,20.0,2.536231884057971,0.2898550724637681,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,212.0,18.589622641509433,3941.0,212.0,11
688168,安博通,3949.0,142.0,688168_1206873448_glm4_dewrap_join_chunk_0006,1,8.0,10.0,13.0,19.0,11.0,3.0,6,11,64.0,14.0,2.375,0.21875,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,142.0,27.809859154929576,3949.0,142.0,11
688168,安博通,3946.0,130.0,688168_1206873448_glm4_dewrap_join_chunk_0007,1,5.0,12.0,21.0,14.0,4.0,0.0,7,11,56.0,4.0,2.0,0.07142857142857142,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,130.0,30.353846153846153,3946.0,130.0,11
688168,安博通,3786.0,140.0,688168_1206873448_glm4_dewrap_join_chunk_0008,1,7.0,13.0,15.0,17.0,9.0,2.0,8,11,63.0,11.0,2.2222222222222223,0.1746031746031746,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,140.0,27.042857142857144,3786.0,140.0,11
688168,安博通,3993.0,155.0,688168_1206873448_glm4_dewrap_join_chunk_0009,1,5.0,8.0,13.0,14.0,9.0,3.0,9,11,52.0,12.0,2.4423076923076925,0.23076923076923078,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,155.0,25.761290322580646,3993.0,155.0,11
688168,安博通,3819.0,166.0,688168_1206873448_glm4_dewrap_join_chunk_0010,1,3.0,10.0,14.0,25.0,17.0,5.0,10,11,74.0,22.0,2.7837837837837838,0.2972972972972973,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,166.0,23.00602409638554,3819.0,166.0,11
688168,安博通,2263.0,176.0,688168_1206873448_glm4_dewrap_join_chunk_0011,1,5.0,3.0,3.0,4.0,12.0,2.0,11,11,29.0,14.0,2.7241379310344827,0.4827586206896552,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,176.0,12.857954545454545,2263.0,176.0,11
688116,天奈科技,3992.0,136.0,688116_1206936843_glm4_dewrap_join_chunk_0001,1,9.0,34.0,18.0,17.0,12.0,6.0,1,14,96.0,18.0,2.0729166666666665,0.1875,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,136.0,29.352941176470587,3992.0,136.0,14
688116,天奈科技,3991.0,160.0,688116_1206936843_glm4_dewrap_join_chunk_0002,1,6.0,24.0,22.0,18.0,13.0,5.0,2,14,88.0,18.0,2.2613636363636362,0.20454545454545456,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,160.0,24.94375,3991.0,160.0,14
688116,天奈科技,3998.0,123.0,688116_1206936843_glm4_dewrap_join_chunk_0003,1,7.0,28.0,17.0,12.0,6.0,2.0,3,14,72.0,8.0,1.8333333333333333,0.1111111111111111,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,123.0,32.50406504065041,3998.0,123.0,14
688116,天奈科技,3987.0,57.0,688116_1206936843_glm4_dewrap_join_chunk_0004,1,5.0,60.0,5.0,3.0,1.0,0.0,4,14,74.0,1.0,1.1216216216216217,0.013513513513513514,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,57.0,69.94736842105263,3987.0,57.0,14
688116,天奈科技,3976.0,140.0,688116_1206936843_glm4_dewrap_join_chunk_0005,1,4.0,42.0,16.0,12.0,12.0,5.0,5,14,91.0,17.0,2.010989010989011,0.18681318681318682,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,140.0,28.4,3976.0,140.0,14
688116,天奈科技,3999.0,113.0,688116_1206936843_glm4_dewrap_join_chunk_0006,1,5.0,10.0,12.0,20.0,13.0,4.0,6,14,64.0,17.0,2.59375,0.265625,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,113.0,35.389380530973455,3999.0,113.0,14
688116,天奈科技,3772.0,132.0,688116_1206936843_glm4_dewrap_join_chunk_0007,1,4.0,20.0,8.0,9.0,10.0,5.0,7,14,56.0,15.0,2.2857142857142856,0.26785714285714285,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,132.0,28.575757575757574,3772.0,132.0,14
688116,天奈科技,3804.0,126.0,688116_1206936843_glm4_dewrap_join_chunk_0008,1,4.0,8.0,10.0,17.0,14.0,5.0,8,14,58.0,19.0,2.7586206896551726,0.3275862068965517,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,126.0,30.19047619047619,3804.0,126.0,14
688116,天奈科技,3791.0,125.0,688116_1206936843_glm4_dewrap_join_chunk_0009,1,3.0,7.0,11.0,18.0,12.0,3.0,9,14,54.0,15.0,2.7037037037037037,0.2777777777777778,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,125.0,30.328,3791.0,125.0,14
688116,天奈科技,3963.0,115.0,688116_1206936843_glm4_dewrap_join_chunk_0010,1,4.0,8.0,8.0,19.0,16.0,7.0,10,14,62.0,23.0,2.903225806451613,0.3709677419354839,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,115.0,34.46086956521739,3963.0,115.0,14
688116,天奈科技,3986.0,118.0,688116_1206936843_glm4_dewrap_join_chunk_0011,1,10.0,12.0,15.0,25.0,17.0,3.0,11,14,82.0,20.0,2.4390243902439024,0.24390243902439024,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,118.0,33.779661016949156,3986.0,118.0,14
688116,天奈科技,3962.0,134.0,688116_1206936843_glm4_dewrap_join_chunk_0012,1,8.0,14.0,10.0,22.0,19.0,5.0,12,14,78.0,24.0,2.576923076923077,0.3076923076923077,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,134.0,29.567164179104477,3962.0,134.0,14
688116,天奈科技,3783.0,114.0,688116_1206936843_glm4_dewrap_join_chunk_0013,1,6.0,15.0,13.0,20.0,15.0,3.0,13,14,72.0,18.0,2.4444444444444446,0.25,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,114.0,33.18421052631579,3783.0,114.0,14
688116,天奈科技,2621.0,148.0,688116_1206936843_glm4_dewrap_join_chunk_0014,1,7.0,17.0,18.0,22.0,10.0,2.0,14,14,76.0,12.0,2.223684210526316,0.15789473684210525,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,148.0,17.70945945945946,2621.0,148.0,14
688030,山石网科,3977.0,114.0,688030_1206944409_glm4_dewrap_join_chunk_0001,1,8.0,64.0,25.0,14.0,5.0,2.0,1,22,118.0,7.0,1.576271186440678,0.059322033898305086,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,80.0,49.7125,3977.0,80.0,22
688030,山石网科,3996.0,107.0,688030_1206944409_glm4_dewrap_join_chunk_0002,1,6.0,37.0,31.0,14.0,6.0,2.0,2,22,96.0,8.0,1.8229166666666667,0.08333333333333333,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,107.0,37.345794392523366,3996.0,107.0,22
688030,山石网科,3984.0,109.0,688030_1206944409_glm4_dewrap_join_chunk_0003,1,5.0,32.0,34.0,13.0,6.0,2.0,3,22,92.0,8.0,1.8804347826086956,0.08695652173913043,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,109.0,36.55045871559633,3984.0,109.0,22
688030,山石网科,3824.0,155.0,688030_1206944409_glm4_dewrap_join_chunk_0004,1,9.0,24.0,26.0,20.0,17.0,8.0,4,22,104.0,25.0,2.3461538461538463,0.2403846153846154,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,155.0,24.670967741935485,3824.0,155.0,22
688030,山石网科,3992.0,159.0,688030_1206944409_glm4_dewrap_join_chunk_0005,1,8.0,30.0,34.0,23.0,19.0,8.0,5,22,122.0,27.0,2.319672131147541,0.22131147540983606,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,159.0,25.10691823899371,3992.0,159.0,22
688030,山石网科,3929.0,102.0,688030_1206944409_glm4_dewrap_join_chunk_0006,1,8.0,12.0,20.0,16.0,6.0,2.0,6,22,64.0,8.0,2.09375,0.125,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,102.0,38.51960784313726,3929.0,102.0,22
688030,山石网科,3982.0,59.0,688030_1206944409_glm4_dewrap_join_chunk_0007,1,5.0,42.0,5.0,4.0,2.0,0.0,7,22,58.0,2.0,1.2413793103448276,0.034482758620689655,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,59.0,67.49152542372882,3982.0,59.0,22
688030,山石网科,3998.0,111.0,688030_1206944409_glm4_dewrap_join_chunk_0008,1,4.0,33.0,6.0,7.0,8.0,3.0,8,22,61.0,11.0,1.8524590163934427,0.18032786885245902,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,111.0,36.01801801801802,3998.0,111.0,22
688030,山石网科,3980.0,121.0,688030_1206944409_glm4_dewrap_join_chunk_0009,1,3.0,15.0,14.0,12.0,9.0,4.0,9,22,57.0,13.0,2.3684210526315788,0.22807017543859648,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,121.0,32.892561983471076,3980.0,121.0,22
688030,山石网科,3981.0,129.0,688030_1206944409_glm4_dewrap_join_chunk_0010,1,4.0,8.0,7.0,9.0,9.0,5.0,10,22,42.0,14.0,2.619047619047619,0.3333333333333333,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,129.0,30.86046511627907,3981.0,129.0,22
688030,山石网科,3992.0,121.0,688030_1206944409_glm4_dewrap_join_chunk_0011,1,5.0,7.0,10.0,10.0,11.0,3.0,11,22,46.0,14.0,2.5217391304347827,0.30434782608695654,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,121.0,32.99173553719008,3992.0,121.0,22
688030,山石网科,3837.0,82.0,688030_1206944409_glm4_dewrap_join_chunk_0012,1,4.0,6.0,18.0,5.0,1.0,0.0,12,22,34.0,1.0,1.7941176470588236,0.029411764705882353,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,80.0,47.9625,3837.0,80.0,22
688030,山石网科,3944.0,121.0,688030_1206944409_glm4_dewrap_join_chunk_0013,1,5.0,10.0,12.0,14.0,11.0,3.0,13,22,55.0,14.0,2.4545454545454546,0.2545454545454545,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,121.0,32.59504132231405,3944.0,121.0,22
688030,山石网科,3976.0,146.0,688030_1206944409_glm4_dewrap_join_chunk_0014,1,4.0,8.0,13.0,15.0,17.0,5.0,14,22,62.0,22.0,2.774193548387097,0.3548387096774194,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,146.0,27.232876712328768,3976.0,146.0,22
688030,山石网科,3500.0,109.0,688030_1206944409_glm4_dewrap_join_chunk_0015,1,3.0,4.0,8.0,5.0,5.0,1.0,15,22,26.0,6.0,2.3076923076923075,0.23076923076923078,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,109.0,32.11009174311926,3500.0,109.0,22
688030,山石网科,3989.0,140.0,688030_1206944409_glm4_dewrap_join_chunk_0016,1,8.0,4.0,2.0,2.0,78.0,2.0,16,22,96.0,80.0,3.5,0.8333333333333334,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,140.0,28.492857142857144,3989.0,140.0,22
688030,山石网科,3747.0,154.0,688030_1206944409_glm4_dewrap_join_chunk_0017,1,7.0,18.0,3.0,4.0,26.0,0.0,17,22,58.0,26.0,2.413793103448276,0.4482758620689655,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,154.0,24.33116883116883,3747.0,154.0,22
688030,山石网科,3993.0,159.0,688030_1206944409_glm4_dewrap_join_chunk_0018,1,6.0,28.0,4.0,7.0,25.0,2.0,18,22,72.0,27.0,2.3194444444444446,0.375,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,159.0,25.11320754716981,3993.0,159.0,22
688030,山石网科,3981.0,190.0,688030_1206944409_glm4_dewrap_join_chunk_0019,1,5.0,13.0,3.0,8.0,27.0,7.0,19,22,63.0,34.0,2.9523809523809526,0.5396825396825397,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,190.0,20.95263157894737,3981.0,190.0,22
