custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model
688068_1206944408_glm4_dewrap_join_chunk_0001,688068,热景生物,1206944408,1,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688068_1206944408_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5722,5286,3801,3801,24,3801,361,362,"发行人从事体外诊断试剂及仪器研发、生产和销售，产品主要应用于肝癌肝炎、心脑血管疾病、炎症感染等临床领域及生物安全、食品安全、疾控应急等公共安全领域，主要属于免疫诊断类别。公司构建上转发光、磁微粒化学发光、糖捕获、基因重组与单克隆抗体等研发技术平台，其中上转发光技术荣获2015年国家技术发明二等奖，磁微粒化学发光平台已覆盖POCT现场快速检测和中心实验室自动化高通量检测。报告期内主营业务收入分别为12,219.58万元、14,070.12万元、18,626.81万元和9,342.32万元，检测试剂收入占比为85.91%、89.07%、85.62%和93.01%；公司临床试剂覆盖上转发光20种、化学发光31种、糖捕获2种、酶联免疫12种、胶体金6种，仪器包括UPT-3A系列、MQ60、MQ60 plus和C2000等。",181,86,86,0,4,24,30,15,10,3,13,0.1511627906976744,3,-10,2.13953488372093,
688068_1206944408_glm4_dewrap_join_chunk_0002,688068,热景生物,1206944408,2,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688068_1206944408_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6724,6384,3995,3995,24,3995,326,326,"发行人生产所需物料按关键物料、一般物料和辅助物料分类，采购依据合格供方名录执行供应商评价、年度复核、到货检验和不合格隔离处理。公司诊断试剂及仪器生产采用销售预测、以销定产并保持合理库存，产品经工序检验、关键工序复核、质量控制部检验和质量负责人放行后入库。销售模式为经销为主、直销为辅，经销采用买断式销售，试剂主要先款后货，仪器公共安全领域通常收取25%-30%预付款；报告期返利金额为31.01万元、29.14万元、19.92万元和0，占主营业务收入比例最高0.25%，退货金额占比为0.33%、0.10%、0.45%和0.44%。经销商数量由2016年797家增至2019年6月末1,149家，3年以上长期合作经销商占比由9.66%升至35.07%。",163,118,118,0,3,28,42,31,12,2,14,0.11864406779661017,3,-11,2.2288135593220337,
688068_1206944408_glm4_dewrap_join_chunk_0003,688068,热景生物,1206944408,3,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688068_1206944408_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6829,6468,3992,3992,24,3992,335,335,"报告期内，发行人3年以上经销商销售收入分别为3,534.87万元、3,418.11万元、7,802.79万元和3,928.51万元，占经销收入比重为30.60%、26.78%、46.27%和44.87%；合作1年以上经销商收入占比维持在80%以上。发行人经销商以年销售额20万元以下为主，最近三年该类经销商分别为667家、811家、928家，占经销商总数83%左右；新增经销商收入占比为17.37%、19.62%和8.77%，减少经销商上一年度收入占比为8.68%、5.63%和3.01%，未形成重大依赖或大量流失。公司临床类产品以“联动销售”为主，公共安全类产品采用“买仪器赠送试剂”，2018年省级、地区级招投标区域收入约40%，其余主要为医院直接招投标和议价采购。",168,83,83,0,2,25,27,20,8,1,9,0.10843373493975904,3,-6,2.1204819277108435,
688068_1206944408_glm4_dewrap_join_chunk_0004,688068,热景生物,1206944408,4,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688068_1206944408_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6639,6158,3993,3993,24,3993,332,332,公司自设立以来一直从事体外诊断试剂及仪器研发、生产和销售，主营业务、主要产品和经营模式未发生重大变化。试剂工艺包括快速试剂、磁微粒化学发光试剂和糖捕获试剂；上转发光免疫分析仪核心环节为上转换光信号激发、光信号转换、检测信号捕捉和信号值计算，MQ60系列与C2000化学发光仪器的加样模块、磁分离模块、读数模块、软件安装调试等工艺均由发行人自主掌握并自主装配调试。C2000具备18个试剂位、60个样本位、150T/h测试能力，可配套肝癌三联检和GP73项目；UPT-3A-1800于2016年6月获注册证，2017年至2019年上半年产量占上转发光免疫分析仪产量比例为92.56%、100%和100%，其外协件由公司自主设计研发图纸后委外加工，核心技术由公司掌握。,166,96,96,0,4,38,24,18,9,3,12,0.125,3,-9,1.9895833333333333,
688068_1206944408_glm4_dewrap_join_chunk_0005,688068,热景生物,1206944408,5,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688068_1206944408_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7267,6863,3960,3960,24,3960,238,238,体外诊断行业实行医疗器械分类管理、产品注册备案、生产许可、经营许可和国家标准制度，发行人所属行业为医药制造业中的体外诊断行业，产品包括诊断仪器、诊断试剂及相关校准质控品。产业政策鼓励体外诊断技术、化学发光免疫分析仪、POCT设备和配套试剂发展，分级诊疗有利于公司上转发光和单人份小型化学发光产品在基层医疗机构推广；截至文本披露时，黑龙江、辽宁、青海、陕西、安徽、西藏等6个省份对检测试剂实施“两票制”，公司大部分体外诊断试剂由经销商直接销售给终端客户，基本符合“两票制”要求。,119,91,91,0,2,62,18,6,3,0,3,0.03296703296703297,2,-1,1.4065934065934067,
688068_1206944408_glm4_dewrap_join_chunk_0006,688068,热景生物,1206944408,6,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688068_1206944408_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6953,6595,3983,3983,24,3983,208,208,"发行人处于体外诊断免疫诊断领域，化学发光技术为磁微粒碱性磷酸酶化学发光；报告期内，其在已实施“两票制”地区的检测试剂收入分别为1,520.95万元、2,466.54万元、2,895.93万元、1,496.94万元，占试剂收入14.49%、19.68%、18.16%、17.65%。免疫诊断封闭式系统和联动销售成为主流，装机量决定后续试剂销售潜力；发行人独有上转发光POCT检测技术，并覆盖化学发光和POCT相关应用。",104,58,58,0,5,36,7,6,4,0,4,0.06896551724137931,2,-2,1.4482758620689655,
688068_1206944408_glm4_dewrap_join_chunk_0007,688068,热景生物,1206944408,7,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688068_1206944408_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6799,6352,3984,3984,24,3984,282,282,发行人心脑血管疾病检测标志物包括MYO、NT-proBNP、CK-MB、Lp-PLA2、cTnI、FABP、D-dimer等7种，涵盖主要心血管标志物检测范围；感染类检测标志物包括PCT、IL-6、CRP，覆盖主流感染类检测标志物。公司基于核心技术研发多型号仪器和系列化试剂，初步建立全场景应用免疫诊断技术平台，试剂类医疗器械注册证73项、在研试剂54项，公共安全领域系列化试剂87项。公司肝癌早诊三联检为国内首个、国际第二个具有完全独立自主知识产权的产品，可提前3-27个月反映肝脏癌变；C2000每小时可获得150个检测结果，并集成AFP-L3%特殊检测模块。,141,66,66,0,6,31,8,8,9,4,13,0.19696969696969696,3,-10,1.9242424242424243,
688068_1206944408_glm4_dewrap_join_chunk_0008,688068,热景生物,1206944408,8,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688068_1206944408_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7031,6553,3982,3982,24,3982,278,278,"发行人是国内体外诊断领域主要供应商之一，在肝炎肝癌早期诊断领域处于行业领先水平，在心脑血管、炎症感染诊断等领域形成竞争优势；2016年至2019年1-6月营业收入分别为12,219.58万元、14,208.90万元、18,712.31万元、9,396.70万元。发行人2018年国内体外诊断市场占有率约0.44%，POCT市场占有率约2.42%；截至2019年8月5日，公司取得试剂类医疗器械注册证书73项，开发公共安全系列产品87项。其上转发光免疫分析仪单次样品检测仅需10秒，C2000每小时可获得150个检测结果，产品共同构建全场景免疫技术诊断系统。",139,57,57,0,7,28,9,5,6,2,8,0.14035087719298245,3,-5,1.6666666666666667,
688068_1206944408_glm4_dewrap_join_chunk_0009,688068,热景生物,1206944408,9,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688068_1206944408_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6451,5791,3997,3997,24,3997,273,273,发行人规模小于多数可比上市公司，但研发费用占营业收入比例报告期分别为10.88%、11.00%、9.82%、14.38%，与可比公司均值基本相当。公司以免疫诊断产品为主，采用上转发光免疫层析和碱性磷酸酶-AMPPD化学发光技术，注册证78个，主要覆盖心脏标志物、炎症感染、肝纤维化、肿瘤标志物、骨代谢等。上转发光法在敏感性、稳定性、抗干扰性和结果可追溯方面优于胶体金和免疫荧光；公司构建以上转发光、磁微粒化学发光、糖捕获、基因重组与单克隆抗体为核心的研发平台，上转发光技术获2015年国家技术发明二等奖，研发人员116人，占员工总数20.24%。,137,61,61,0,6,10,8,11,18,8,26,0.4262295081967213,3,-23,2.80327868852459,
688068_1206944408_glm4_dewrap_join_chunk_0010,688068,热景生物,1206944408,10,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688068_1206944408_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6698,6096,3985,3985,24,3985,327,327,发行人UPT上转发光免疫分析仪可检测血清、血浆等样品，发光稳定、灵敏度高，移动式生物快速侦检仪和上转发光微生物免疫分析仪分别进入公安部、发改委和卫生部相关配置标准。MQ60、MQ60plus于2017年获证，具备单人份检测优势；C2000于2018年12月获批，150测试/小时、18个试剂位、60个样本位，独家集成肝癌三联检特殊检测模块，已在中国人民解放军总医院第五医学中心等医院装机，并有10余家三甲医院推进商务流程。公司在研试剂超过60项，其中19项进入注册申请阶段，在研原材料7项、仪器6项；报告期试剂产能利用率为104.50%、92.03%、91.46%、92.48%，主营收入中检测试剂占比85.91%至93.01%，经销收入占比90%以上。,164,69,69,0,5,7,8,11,25,13,38,0.5507246376811594,4,-34,3.2028985507246377,
688068_1206944408_glm4_dewrap_join_chunk_0011,688068,热景生物,1206944408,11,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688068_1206944408_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6188,5404,3986,3986,24,3986,256,256,"报告期内，发行人诊断试剂前五大客户销售占比分别为14.79%、14.02%、11.53%和2019年1-6月13.53%，客户包括长春朗华威、湖南民达、重庆科杰等。检测仪器前五大客户销售占主营业务收入比例分别为11.26%、6.54%、6.80%和2.07%，生物原料前五大客户占比分别为1.24%、1.77%、1.98%和1.92%。经销客户覆盖华东、华北、华南等区域，2019年1-6月经销前十大客户销售收入1,982.92万元，占主营业务收入21.23%；2018年为3,647.13万元，占19.57%。",128,96,96,0,6,4,33,45,8,0,8,0.08333333333333333,3,-5,2.46875,
688068_1206944408_glm4_dewrap_join_chunk_0012,688068,热景生物,1206944408,12,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688068_1206944408_glm4_dewrap_join_chunk_0012.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6204,5483,3960,3960,24,3960,217,217,"2017年经销模式前十大客户销售收入3,174.55万元，占主营业务收入22.56%，主要客户包括长春朗华威、湖南民达、国药控股相关经销商、上海及杭州热景等，终端覆盖三级、二级及基层医疗机构。2016年经销模式前十大客户销售收入3,573.65万元，占29.24%，北京倍肯恒业、南宁市普仁、湖南民达、热景相关公司和长春朗华威居前。除上海热景与杭州热景为报告期内曾任董事、现5%以下股东陆其康控制企业外，其他经销商客户不存在关联关系。",109,82,82,0,4,5,35,32,6,0,6,0.07317073170731707,3,-3,2.3780487804878048,
688068_1206944408_glm4_dewrap_join_chunk_0013,688068,热景生物,1206944408,13,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688068_1206944408_glm4_dewrap_join_chunk_0013.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6272,5553,3975,3975,24,3975,338,338,"报告期内公司不存在单个客户销售比例超过总额50%或严重依赖少数客户的情况，除上海热景与杭州热景外，发行人与其他前十大客户及相关人员不存在关联关系。直销模式前十大客户销售额2016年408.39万元、2017年790.05万元、2018年917.54万元、2019年1-6月335.40万元，占主营业务收入分别为3.33%、5.61%、4.92%和3.59%。终端医疗机构数量由2016年1,480家增至2019年1-6月2,346家，三级和二级医院合计占比超过70%。试剂销售数量由2016年610.52万人份增至2018年860.41万人份，约90%试剂销往三级和二级医院，收入占比约90%；化学发光仪器2018年单机产出7.67万元/台，高于上转发光仪器2.82万元/台。",169,74,74,0,5,10,18,30,9,2,11,0.14864864864864866,4,-7,2.4594594594594597,
688068_1206944408_glm4_dewrap_join_chunk_0014,688068,热景生物,1206944408,14,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688068_1206944408_glm4_dewrap_join_chunk_0014.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6024,5292,3994,3994,24,3994,285,285,"UPT-3A-1800生产成本下降和故障率降低，支撑公司加大基层医疗机构投放；新投放仪器初期检测项目少，单机产出随终端熟悉和项目增加逐步提升。报告期原材料采购总额分别为2,810.50万元、4,357.63万元、5,455.38万元和2019年1-6月3,898.88万元，试剂类与仪器类采购占比整体稳定。公司自2017年起将上转发光仪器由组件采购转为零部件采购，上转发光A类物料占比下降，平均成本逐年下降；化学发光仪器2017年起量产，A、B类物料采购金额快速增加。抗原抗体单价由2016年616.70元降至2019年1-6月236.78元，主要因采购量增加获得优惠。",143,86,86,0,4,14,28,29,9,2,11,0.12790697674418605,4,-7,2.36046511627907,
688068_1206944408_glm4_dewrap_join_chunk_0015,688068,热景生物,1206944408,15,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688068_1206944408_glm4_dewrap_join_chunk_0015.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6476,5843,3989,3989,24,3989,320,320,NC膜是快速类试剂重要原材料，占单位成本比例2016年至2019年1-6月分别为2.00%、2.02%、2.84%和2.46%；发行人与默克化工签署2018-2022年五年供货协议，并自2017年采购赛多利斯NC膜以降低依赖。抗原抗体、光电倍增管、NC膜、丝杠、凝胶及部分仪器标准件属于关键原材料，其中光电倍增管和NC膜存在一定进口依赖，但公司称不影响稳定生产经营。前五大供应商采购占比由2016年58.17%降至2019年1-6月26.55%，主要供应商随上转发光组件采购减少、化学发光仪器产量上升而变化。军科院专利使用费按上转发光试剂产品2%计提，报告期金额分别为175.08万元、201.77万元、211.59万元和101.45万元。,160,88,88,0,3,9,27,34,12,3,15,0.17045454545454544,4,-11,2.590909090909091,
688068_1206944408_glm4_dewrap_join_chunk_0016,688068,热景生物,1206944408,16,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688068_1206944408_glm4_dewrap_join_chunk_0016.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6297,5346,3976,3976,24,3976,282,282,"报告期内，公司试剂类和仪器类前五大供应商采购内容包括卡壳、专利使用费、芯片、抗原抗体、光电倍增管、上转发光仪器组件及机械零部件等，2016至2019年上半年仪器类前五大供应商合计采购额分别为1,477.63万元、1,418.68万元、1,396.10万元和1,076.06万元。公司不存在向单个供应商采购比例超过采购总额50%或严重依赖少数供应商的情况，且与前五大供应商不存在关联关系。截至2019年6月30日，公司固定资产账面价值12,170.22万元，主要为测试仪器、房屋建筑物和机械设备，并拥有廊坊20,000平方米工业土地使用权，账面价值941.87万元。",141,85,85,0,18,12,31,15,8,1,9,0.10588235294117647,3,-6,1.8352941176470587,
688068_1206944408_glm4_dewrap_join_chunk_0017,688068,热景生物,1206944408,17,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688068_1206944408_glm4_dewrap_join_chunk_0017.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5936,5182,3995,3995,24,3995,260,260,截至招股说明书签署日，发行人及子公司已取得32项专利权，其中发明专利12项、已获授予通知发明专利1项，实用新型专利17项；发明专利多应用于上转发光、AFP-L3、异常凝血酶原、GP73、NT-proBNP等试剂或仪器产品，并对应多项国械注准、京械注准注册证。发行人核心专利覆盖肝癌早期诊断、心衰诊断、炎症感染诊断、磁微粒化学发光技术仪器平台及上转发光产品，其中部分发明专利与外部机构共同申请，开景基因1项发明专利为受让取得。发行人及子公司另拥有14项注册商标，并授权杭州热景、上海热景在代理合作期内无偿使用部分注册商标。,130,76,76,0,14,6,22,17,13,4,17,0.2236842105263158,3,-14,2.276315789473684,
688068_1206944408_glm4_dewrap_join_chunk_0018,688068,热景生物,1206944408,18,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688068_1206944408_glm4_dewrap_join_chunk_0018.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5919,5266,3774,3774,24,3774,254,254,发行人共有3项发明专利、7项实用新型专利，除与北京良润生物科技有限公司共有的微生物快速检测试剂盒专利技术外，其他共有专利均为发行人核心技术。发行人试剂生产所需2项基础专利由军科院微生物所独占许可使用，许可期限为2010年7月31日至2030年7月31日，覆盖两项发明专利2024年的到期日，报告期内基于该技术的试剂收入占比较高。发行人还拥有3项外观设计专利和10项计算机软件著作权；固定资产主要服务于体外诊断试剂和仪器生产，无形资产包括土地、商标、专利和软件著作权，均应用或支撑试剂、仪器产品及廊坊募投项目。,127,58,58,0,9,8,15,13,10,3,13,0.22413793103448276,3,-10,2.2758620689655173,
